,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,1244547852.0,1242809154.0,1246344564.0,1246210166.0
Share Issued,1244547852.0,1242809154.0,1246344564.0,1246210166.0
Net Debt,10295286588.14,11297742608.78,9783929933.57,4439740180.8
Total Debt,18732340463.95,18274278955.53,19922910099.85,16459016219.62
Tangible Book Value,6037863243.24,8193224844.18,7504948107.74,5492900779.35
Invested Capital,52497409863.39,54672917398.97,55255612513.0,48643523060.68
Working Capital,3197918975.51,2098996053.32,3419858495.54,6718200680.11
Net Tangible Assets,6037863243.24,8193224844.18,7504948107.74,5492900779.35
Capital Lease Obligations,338539149.72,436888532.23,621337654.77,683080213.79
Common Stock Equity,34367825994.48,37166169933.7,36643609212.97,33698714094.37
Total Capitalization,42838307522.84,45387219235.55,47304458474.26,45107005026.71
Total Equity Gross Minority Interest,34840715611.69,37665602759.66,37358115930.23,34516010036.53
Minority Interest,472889617.21,499432825.96,714506717.26,817295942.16
Stockholders Equity,34367825994.48,37166169933.7,36643609212.97,33698714094.37
Other Equity Interest,1543199055.5,1543248566.41,1543300237.8,1543663017.62
Treasury Stock,199999152.72,199999152.72,196935358.4,294309866.85
Retained Earnings,5567864012.48,8417341615.41,7236095099.23,6082156005.55
Additional Paid In Capital,24429617045.35,24357285803.98,24468061360.74,24449607881.35
Capital Stock,1244547852.0,1242809154.0,1246344564.0,1246210166.0
Common Stock,1244547852.0,1242809154.0,1246344564.0,1246210166.0
Total Liabilities Net Minority Interest,40136798878.12,39302356574.53,40564734682.96,38059872455.03
Total Non Current Liabilities Net Minority Interest,12390875138.15,11653076481.53,13890139266.11,14332471062.42
Other Non Current Liabilities,170682027.69,69629290.71,119490803.59,51774745.58
Tradeand Other Payables Non Current,376710396.26,467210184.66,529792833.66,647885970.38
Non Current Deferred Revenue,518564570.51,544068495.07,476643193.93,422563886.67
Non Current Deferred Taxes Liabilities,2515897465.61,1914230677.01,1482025518.87,1118875313.66
Long Term Debt And Capital Lease Obligation,8809020678.08,8657937834.08,11282186916.06,12091371146.13
Long Term Capital Lease Obligation,338539149.72,436888532.23,621337654.77,683080213.79
Long Term Debt,8470481528.36,8221049301.85,10660849261.29,11408290932.34
Current Liabilities,27745923739.97,27649280093.0,26674595416.85,23727401392.61
Other Current Liabilities,148261284.96,206933755.34,199954513.88,187250784.98
Current Debt And Capital Lease Obligation,9923319785.87,9616341121.45,8640723183.79,4367645073.49
Current Debt,9659102340.55,9285698163.42,7951154038.74,3536518033.97
Payables,17607104729.39,17652185178.83,17746408143.02,18972962372.63
Other Payable,2680028950.02,2600059579.8,3327954543.69,3180301508.93
Dividends Payable,64960.0,64960.0,64960.0,64960.0
Total Tax Payable,390949583.75,290380204.16,381224239.14,411202583.93
Accounts Payable,14536061235.62,14761680434.87,14037164400.19,15381393319.77
Total Assets,74977514489.81,76967959334.19,77922850613.19,72575882491.56
Total Non Current Assets,44033671774.33,47219683187.87,47828396700.8,42130280418.84
Other Non Current Assets,350891938.41,310424595.91,304310394.8,438293347.54
Non Current Deferred Assets,267794639.09,365907421.04,511953992.41,327144766.17
Non Current Deferred Taxes Assets,1068193309.75,1219014696.99,1284900954.98,1026952656.07
Investmentin Financial Assets,569460653.53,591596672.75,656898748.0,665555114.78
Available For Sale Securities,569460653.53,591596672.75,656898748.0,665555114.78
Long Term Equity Investment,262487096.04,277095604.58,276399813.91,116984114.94
Goodwill And Other Intangible Assets,28329962751.24,28972945089.52,29138661105.23,28205813315.02
Other Intangible Assets,6831953743.89,7276191981.3,6950223512.25,5508637084.99
Goodwill,21498009007.35,21696753108.22,22188437592.98,22697176230.03
Net PPE,13184881386.27,15482699107.08,15655271691.47,11349537104.32
Accumulated Depreciation,,-5115821877.76,-4116362281.07,-2531479092.46
Gross PPE,13184881386.27,20598520984.84,19771633972.54,13881016196.78
Construction In Progress,1543621393.25,3749786447.48,4272541555.25,2313798497.66
Other Properties,11641259993.02,1432447569.34,1598991028.63,1463041967.58
Machinery Furniture Equipment,,9768255064.54,9487465090.27,7246917271.28
Buildings And Improvements,,,,
Properties,,5648031903.48,4412636298.39,2857258460.26
Current Assets,30943842715.48,29748276146.32,30094453912.39,30445602072.72
Other Current Assets,1017117295.96,1141314007.51,1197261939.37,985821751.92
Hedging Assets Current,3263246.5,59077379.5,135233486.4,40987790.62
Assets Held For Sale Current,,1055300526.55,,
Prepaid Assets,327235960.54,144262923.79,206189010.72,284186438.25
Inventory,8640655091.57,10596387502.65,10132165386.81,6298905852.01
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Other Inventories,,,,
Finished Goods,4076627090.84,5086321075.8,4913937827.46,1034818746.67
Work In Process,2356025088.65,2721116589.98,2311347732.28,1483056178.23
Raw Materials,2208002912.08,2788949836.87,2906879827.07,3781030927.11
Other Receivables,220583383.45,289104374.77,617015328.03,342835132.67
Accounts Receivable,11137863888.74,9109190891.58,8270297589.88,9297520512.7
Allowance For Doubtful Accounts Receivable,,-147437356.79,-131669586.98,-18161794.87
Gross Accounts Receivable,,9256628248.37,8401967176.86,9315682307.57
Cash Cash Equivalents And Short Term Investments,9597123848.72,7353638539.97,9536291171.18,13195344594.55
Other Short Term Investments,1762826567.95,1144633683.48,708217804.72,2690275809.04
Cash And Cash Equivalents,7834297280.77,6209004856.49,8828073366.46,10505068785.51
Cash Equivalents,1623624316.89,1716365107.45,1662974677.16,1316877384.42
Cash Financial,6210672963.88,4492639749.04,7164700484.71,9188191401.09
