,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,1218412038.0,1218412038.0,1218412038.0,1218412038.0
Share Issued,1218412038.0,1218412038.0,1218412038.0,1218412038.0
Total Debt,2842104380.42,2298898325.43,2590878726.09,3002984667.05
Tangible Book Value,1593010543.43,1547023565.75,1572544955.74,1521201277.92
Invested Capital,4483794316.92,3851108865.69,4217719632.2,4578523338.69
Working Capital,-5413639764.69,-5178480054.29,-5164372643.95,-5295641407.13
Net Tangible Assets,1593010543.43,1547023565.75,1572544955.74,1521201277.92
Capital Lease Obligations,4651259.69,1622134.95,3251973.11,4807104.19
Common Stock Equity,1878560316.92,1605408865.69,1631969069.7,1582221966.31
Total Capitalization,1878560316.92,1685108865.69,1631969069.7,1582221966.31
Total Equity Gross Minority Interest,3161651021.56,2804236715.37,2677003693.63,2526197499.63
Minority Interest,1283090704.64,1198827849.68,1045034623.93,943975533.32
Stockholders Equity,1878560316.92,1605408865.69,1631969069.7,1582221966.31
Retained Earnings,-357129622.12,-639792410.21,-671772239.79,-723658762.51
Additional Paid In Capital,216035623.66,216035623.66,216035623.66,216035623.66
Capital Stock,1218412038.0,1218412038.0,1218412038.0,1218412038.0
Common Stock,1218412038.0,1218412038.0,1218412038.0,1218412038.0
Total Liabilities Net Minority Interest,10802050932.15,10458399459.56,11244443924.92,10988220805.52
Total Non Current Liabilities Net Minority Interest,1009020722.76,1005867552.07,837234521.13,783929108.45
Other Non Current Liabilities,736571425.44,726208542.49,690155243.66,653261681.67
Tradeand Other Payables Non Current,131906014.02,56250000.0,,
Non Current Deferred Revenue,3020912.0,3540832.0,4066032.0,4500000.0
Non Current Deferred Taxes Liabilities,132871111.61,138546042.63,139761272.36,121360322.59
Long Term Debt And Capital Lease Obligation,4651259.69,81322134.95,3251973.11,4807104.19
Long Term Capital Lease Obligation,4651259.69,1622134.95,3251973.11,4807104.19
Long Term Debt,,79700000.0,,
Current Liabilities,9793030209.39,9452531907.49,10407209403.79,10204291697.07
Other Current Liabilities,16856295.12,18939017.95,35926270.58,17845632.39
Current Debt And Capital Lease Obligation,2837453120.73,2217576190.48,2587626752.98,2998177562.86
Current Debt,2605234000.0,2166000000.0,2585750562.5,2996301372.38
Payables,6826072182.63,7063160801.82,7504921920.26,7049459354.79
Other Payable,1315174929.94,1461620080.45,1448211586.84,1546207183.07
Dividends Payable,188223097.37,281855674.16,324290320.67,292983080.67
Total Tax Payable,63302509.89,123671319.03,121465684.09,114986819.36
Accounts Payable,5259371645.43,5196013728.18,5610954328.66,5095282271.69
Total Assets,13963701953.71,13262636174.93,13921447618.55,13514418305.15
Total Non Current Assets,9584311509.01,8988584321.73,8678610858.71,8605768015.21
Other Non Current Assets,,,,11933821.8
Non Current Deferred Assets,18930888.19,6061733.94,8120651.42,10619568.9
Non Current Deferred Taxes Assets,155695676.26,165130209.38,161184151.86,146496926.62
Investmentin Financial Assets,153103672.17,1257295.69,1800000.0,1800000.0
Held To Maturity Securities,151900000.0,,,
Available For Sale Securities,1203672.17,1257295.69,1800000.0,1800000.0
Long Term Equity Investment,734823232.06,461687744.91,451270526.02,517769754.0
Investment Properties,944289400.0,983677700.0,1005038700.0,1014072400.0
Goodwill And Other Intangible Assets,285549773.49,58385299.94,59424113.96,61020688.39
Other Intangible Assets,285549773.49,58385299.94,59424113.96,61020688.39
Net PPE,7291918866.84,7312384337.87,6991772715.45,6842054855.5
Accumulated Depreciation,,-8737152350.5,-8708216504.64,-8332227087.53
Gross PPE,7291918866.84,16049536688.37,15699989220.09,15174281943.03
Construction In Progress,1736737842.6,1261071151.29,1114798974.44,1763922547.47
Other Properties,5555181024.24,51985010.47,35695037.75,35253559.22
Machinery Furniture Equipment,,6704265608.22,6797702591.71,6423500226.56
Buildings And Improvements,,,,
Properties,,8032214918.39,7751792616.19,6951605609.78
Current Assets,4379390444.7,4274051853.2,5242836759.84,4908650289.94
Other Current Assets,56411897.86,27919830.61,19304712.28,41542481.08
Prepaid Assets,15381013.47,44684852.77,22452040.24,23436988.28
Inventory,84922935.59,121693512.18,167081887.77,236632656.51
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Other Inventories,1779055.75,,,
Finished Goods,64753893.47,100700981.26,139248422.26,205606216.3
Raw Materials,18389986.37,20992530.92,27833465.51,31026440.21
Other Receivables,82727507.87,314253315.32,233524755.12,134502439.42
Accounts Receivable,1081039697.65,1024052032.92,984249508.18,1400216124.65
Allowance For Doubtful Accounts Receivable,-473821349.82,-678269576.56,-672355210.46,-630536528.93
Gross Accounts Receivable,1554861047.47,1702321609.48,1656604718.64,2030752653.58
Cash Cash Equivalents And Short Term Investments,3058907392.26,2741448309.4,3816223856.25,3072319600.0
Cash And Cash Equivalents,3058907392.26,2741448309.4,3816223856.25,3072319600.0
Cash Equivalents,2048966497.96,1725138241.18,2548642936.93,2308808756.54
Cash Financial,1009940894.3,1016310068.22,1267580919.32,763510843.46
