,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,1262827774.0,1262827774.0,1262827774.0,1262827774.0
Share Issued,1262827774.0,1262827774.0,1262827774.0,1262827774.0
Net Debt,,,,
Total Debt,2326949294.27,2376173263.77,2252576330.34,2110761883.88
Tangible Book Value,7604541316.89,7552308100.55,7350550619.7,6928981053.08
Invested Capital,10526945539.49,10172596763.62,9876996907.24,9497041322.85
Working Capital,4902366572.89,5664123658.91,6031099557.18,5668513160.18
Net Tangible Assets,7604541316.89,7552308100.55,7350550619.7,6928981053.08
Capital Lease Obligations,167579483.99,189302109.77,174433490.53,91364652.62
Common Stock Equity,8406606236.72,8355393330.42,8182202287.32,7711207174.57
Total Capitalization,8406706236.72,8355493330.42,8612945327.32,8275334274.57
Total Equity Gross Minority Interest,8795764212.04,8725994071.42,8588334140.62,8065042337.03
Minority Interest,389157975.32,370600741.0,406131853.3,353835162.46
Stockholders Equity,8406606236.72,8355393330.42,8182202287.32,7711207174.57
Retained Earnings,3849804673.3,3802473702.3,3654157183.99,3221010241.7
Additional Paid In Capital,3030734984.32,3032236184.32,3039476211.45,3031362609.34
Capital Stock,1262827774.0,1262827774.0,1262827774.0,1262827774.0
Common Stock,1262827774.0,1262827774.0,1262827774.0,1262827774.0
Total Liabilities Net Minority Interest,7267341515.64,7191998645.35,6920931087.99,7019145706.24
Total Non Current Liabilities Net Minority Interest,208295005.87,265960058.15,700433741.7,748470743.23
Other Non Current Liabilities,11331803.28,1505403.43,1421831.63,1382909.35
Tradeand Other Payables Non Current,2281478.49,3233850.33,1907030.33,12801687.34
Non Current Deferred Revenue,25354402.43,59537879.84,77924616.36,69506133.44
Non Current Deferred Taxes Liabilities,1647837.68,12280814.78,14003732.85,9288260.48
Long Term Debt And Capital Lease Obligation,167679483.99,189402109.77,605176530.53,655491752.62
Long Term Capital Lease Obligation,167579483.99,189302109.77,174433490.53,91364652.62
Long Term Debt,100000.0,100000.0,430743040.0,564127100.0
Current Liabilities,7059046509.77,6926038587.2,6220497346.29,6270674963.01
Other Current Liabilities,44883478.35,42248886.82,41559810.16,51599014.9
Current Debt And Capital Lease Obligation,2159269810.28,2186771154.0,1647399799.81,1455270131.26
Current Debt,2120239302.77,1817103433.2,1264051579.92,1221707048.28
Payables,4462233442.17,4307915050.84,4108574718.1,4189496252.55
Other Payable,506416717.16,675916726.76,717077269.92,759689900.82
Dividends Payable,387247.35,387247.35,419087.35,8737247.35
Total Tax Payable,591669444.84,603411527.62,574067037.11,572363594.3
Accounts Payable,3363760032.82,3028199549.11,2817011323.72,2848705510.08
Total Assets,16063105727.68,15917992716.77,15509265228.61,15084188043.27
Total Non Current Assets,4101692645.02,3327830470.66,3257668325.14,3144999920.08
Other Non Current Assets,781864177.86,79915048.61,88315859.79,144607673.49
Non Current Deferred Assets,60188594.86,58465208.53,54074745.43,27685798.81
Non Current Deferred Taxes Assets,732165714.46,651591288.88,536216954.53,511929396.41
Investmentin Financial Assets,896718207.22,849838104.94,771451291.81,737159906.03
Available For Sale Securities,896718207.22,849838104.94,771451291.81,737159906.03
Long Term Equity Investment,59883811.58,54954303.18,57007996.69,55687129.75
Investment Properties,18880146.91,26090712.5,33299095.17,40507477.84
Goodwill And Other Intangible Assets,802064919.83,803085229.87,831651667.62,782226121.49
Other Intangible Assets,299981032.1,273010163.6,271416578.39,258128198.89
Goodwill,502083887.73,530075066.27,560235089.23,524097922.6
Net PPE,746656934.48,800624820.58,822713132.97,773001057.62
Accumulated Depreciation,-863302025.75,-813691895.17,-744742651.0,-687915393.06
Gross PPE,1609958960.23,1614316715.75,1567455783.97,1460916450.68
Construction In Progress,21234668.41,26442656.67,37977453.04,47605743.2
Other Properties,368385908.83,401823940.3,381361859.28,295519580.53
Machinery Furniture Equipment,721634646.83,685859744.68,634997728.21,605131732.27
Buildings And Improvements,,,,
Properties,498703736.16,500190374.1,513118743.44,512659394.68
Current Assets,11961413082.66,12590162246.11,12251596903.47,11939188123.19
Other Current Assets,180225704.93,120577374.41,144958477.26,84911558.89
Prepaid Assets,67799610.04,118341091.26,151914380.07,145504180.32
Inventory,54168852.14,85872693.5,57547653.09,73874317.62
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Other Inventories,,1317354.15,,
Finished Goods,1100162.36,1317354.15,1776021.69,1935788.42
Work In Process,40538476.61,68590388.04,39230071.56,61972262.7
Raw Materials,12530213.17,15964951.31,16541559.84,9966266.5
Other Receivables,3489103371.74,3816129439.76,3927211236.34,3335297496.21
Accounts Receivable,4768008955.65,4774556969.24,4338709585.1,4543518185.89
Allowance For Doubtful Accounts Receivable,,-2420478674.73,-1774547619.33,-1562612374.41
Gross Accounts Receivable,,7195035643.97,6113257204.43,6106130560.3
Cash Cash Equivalents And Short Term Investments,3402106588.16,3674684677.94,3631255571.61,3756082384.26
Other Short Term Investments,357030548.63,134153580.46,1132648086.74,118801852.27
Cash And Cash Equivalents,3045076039.53,3540531097.48,2498607484.87,3637280531.99
Cash Equivalents,582793190.66,874133758.09,342086038.81,364883940.73
Cash Financial,2462282848.87,2666397339.39,2156521446.06,3272396591.26
