,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,89600000.0,89600000.0,89600000.0,67200000.0
Share Issued,89600000.0,89600000.0,89600000.0,67200000.0
Total Debt,402935191.54,26750035.58,21062002.99,4110772.37
Tangible Book Value,2822390693.65,2772993766.77,2601845566.53,488772259.7
Invested Capital,3212771348.85,2779290335.7,2609954884.85,491277113.61
Working Capital,2557128236.88,2678533495.87,2559541495.91,460981740.82
Net Tangible Assets,2822390693.65,2772993766.77,2601845566.53,488772259.7
Capital Lease Obligations,8127627.71,16399077.01,17339067.81,2536399.37
Common Stock Equity,2828264283.28,2779290335.7,2609954884.85,491277113.61
Total Capitalization,2828264283.28,2779290335.7,2609954884.85,491277113.61
Total Equity Gross Minority Interest,2837520869.91,2786929437.93,2617102316.39,491277113.61
Minority Interest,9256586.63,7639102.23,7147431.54,0.0
Stockholders Equity,2828264283.28,2779290335.7,2609954884.85,491277113.61
Treasury Stock,42256535.88,,,
Retained Earnings,996454354.09,910465387.61,741125680.87,366281676.77
Additional Paid In Capital,1747229203.98,1772829203.98,1772829203.98,50561849.3
Capital Stock,89600000.0,64000000.0,64000000.0,48000000.0
Common Stock,89600000.0,64000000.0,64000000.0,48000000.0
Total Liabilities Net Minority Interest,587284146.82,131615112.91,309658567.42,132414500.08
Total Non Current Liabilities Net Minority Interest,8658007.49,19369738.1,20281132.39,3937148.0
Other Non Current Liabilities,,2230483.56,1437554.84,861250.46
Non Current Deferred Revenue,,,0.0,539498.17
Non Current Deferred Taxes Liabilities,530379.78,740177.53,1504509.74,0.0
Long Term Debt And Capital Lease Obligation,8127627.71,16399077.01,17339067.81,2536399.37
Long Term Capital Lease Obligation,8127627.71,16399077.01,17339067.81,2536399.37
Current Liabilities,578626139.33,112245374.81,289377435.03,128477352.08
Other Current Liabilities,25567982.87,2446221.21,13059536.67,719038.29
Current Debt And Capital Lease Obligation,394807563.83,10350958.57,3722935.18,1574373.0
Current Debt,384507065.57,,,
Payables,120456604.15,71512240.9,169992581.22,99296844.43
Other Payable,29440559.32,26718874.73,34363747.81,27620023.61
Total Tax Payable,5078300.48,5062680.67,32373334.73,2843425.69
Accounts Payable,85937744.35,39730685.5,103255498.68,68833395.13
Total Assets,3424805016.73,2918544550.84,2926760883.81,623691613.69
Total Non Current Assets,289050640.52,127765680.16,77841952.87,34232520.79
Other Non Current Assets,8344379.84,4412927.64,7670681.17,2791060.83
Non Current Deferred Assets,7742818.43,10708258.1,8258457.21,5342274.29
Non Current Deferred Taxes Assets,6290670.6,3564097.31,6166706.94,1385660.4
Investmentin Financial Assets,57100000.0,30000000.0,0.0,0.0
Available For Sale Securities,57100000.0,30000000.0,,
Long Term Equity Investment,156628498.55,12744459.75,0.0,5191471.25
Goodwill And Other Intangible Assets,5873589.63,6296568.93,8109318.32,2504853.91
Other Intangible Assets,5873589.63,6296568.93,8109318.32,2504853.91
Goodwill,,,,0.0
Net PPE,47070683.47,60039368.43,47636789.23,17017200.11
Accumulated Depreciation,-37808496.85,-26855281.73,-20142675.06,-15400749.92
Gross PPE,84879180.32,86894650.16,67779464.29,32417950.03
Other Properties,77050833.88,77679936.19,60357734.33,27688117.91
Machinery Furniture Equipment,7828346.44,9214713.97,7421729.96,4729832.12
Current Assets,3135754376.21,2790778870.68,2848918930.94,589459092.9
Other Current Assets,10853668.36,49316005.61,15853352.07,25938782.73
Hedging Assets Current,8614576.9,,,
Prepaid Assets,12297678.24,9049413.49,8680208.68,4612522.52
Inventory,102414394.27,118014141.74,203309074.13,117224655.26
Inventories Adjustments Allowances,0.0,0.0,,
Other Inventories,,,,-234449310.52
Finished Goods,58280944.33,62793318.59,101408942.57,35949237.58
Work In Process,9379130.1,9288294.84,11598359.85,11057609.84
Raw Materials,34754319.84,45932528.31,90301771.71,70217807.84
Other Receivables,4858371.0,23008504.31,12327284.5,8313231.34
Accounts Receivable,186463508.0,108576764.77,92635872.57,24428354.99
Allowance For Doubtful Accounts Receivable,-10487561.07,-7740869.58,-5181063.98,-1286021.0
Gross Accounts Receivable,196951069.07,116317634.35,97816936.55,25714375.99
Cash Cash Equivalents And Short Term Investments,2810252179.44,2482814040.76,2516113138.99,408941546.06
Other Short Term Investments,2285680000.0,1812460000.0,2160000000.0,295000000.0
Cash And Cash Equivalents,524572179.44,670354040.76,356113138.99,113941546.06
Cash Equivalents,62582206.96,2405008.83,1496688.46,212844.18
Cash Financial,461989972.48,667949031.93,354616450.53,113728701.88
