,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,11630863612.46,-5812230548.49,6502504232.12,-3733096994.54
Repayment Of Debt,-22355205614.15,-25539953200.0,-20915166417.61,-23954193464.06
Issuance Of Debt,25123083758.79,33962186764.27,17422967393.41,32154848429.17
Capital Expenditure,-153212567.95,-187097081.06,-160901935.36,-133960930.21
End Cash Position,42666891909.28,29358445312.45,27031387759.44,22832037422.79
Beginning Cash Position,29358445312.45,27031387759.44,22832037422.79,19123957592.07
Effect Of Exchange Rate Changes,1571244.25,8660949.58,43068109.95,-6704427.21
Changes In Cash,13306875352.58,2318396603.43,4156282226.7,3714784257.93
Financing Cash Flow,1198730570.88,7321931470.73,1198360137.8,7360704218.57
Net Other Financing Charges,-272858925.49,-320956039.27,5634952894.24,-83808828.77
Cash Dividends Paid,-1280538648.27,-779346054.27,-944393732.24,-756141917.77
Net Issuance Payments Of Debt,2767878144.64,8422233564.27,-3492199024.2,8200654965.11
Net Long Term Debt Issuance,2767878144.64,8422233564.27,-3492199024.2,8200654965.11
Long Term Debt Payments,-22355205614.15,-25539953200.0,-20915166417.61,-23954193464.06
Long Term Debt Issuance,25123083758.79,33962186764.27,17422967393.41,32154848429.17
Investing Cash Flow,324068601.29,621598600.13,-3705484078.58,-46783896.31
Net Investment Purchase And Sale,473182519.24,806598379.52,-3544973281.91,74306311.12
Sale Of Investment,2102356580.29,1581944464.83,1319364144.81,2322306311.12
Purchase Of Investment,-1629174061.05,-775346085.31,-4864337426.72,-2248000000.0
Net Business Purchase And Sale,3469116.07,1500000.0,,12540821.58
Sale Of Business,3469116.07,1500000.0,,12540821.58
Net PPE Purchase And Sale,-152583034.02,-186499779.39,-160510796.67,-133631029.01
Sale Of PPE,629533.93,597301.67,391138.69,329901.2
Purchase Of PPE,-153212567.95,-187097081.06,-160901935.36,-133960930.21
Capital Expenditure Reported,,,,
Operating Cash Flow,11784076180.41,-5625133467.43,6663406167.48,-3599136064.33
Change In Working Capital,-4291769214.02,-1971973375.65,9021945235.05,-5991915480.04
Change In Other Current Assets,-1729703.28,10886797.7,-290299619.38,-391797.31
Change In Payable,-730405180.04,4278106370.54,10176549586.6,9727511691.79
Change In Receivables,-3559634330.7,-6260966543.89,-864304732.17,-9064466780.66
Other Non Cash Items,611561141.92,602564423.59,554005614.6,531845267.07
Provisionand Write Offof Assets,-2536682.93,16528770.78,33343038.6,-49436712.5
Depreciation And Amortization,265669974.66,255950873.01,217207815.73,175981232.6
Amortization Cash Flow,79446260.03,64189552.34,46974442.73,46475887.5
Depreciation,186223714.63,191761320.67,170233373.0,129505345.1
Gain Loss On Investment Securities,-129151452.82,-456574828.83,996361774.09,-578257194.5
Net Foreign Currency Exchange Gain Loss,4604958.52,544113.08,9355359.27,-2368934.9
Gain Loss On Sale Of PPE,-3328390.99,1822793.45,1310806.25,1734769.95
Net Income From Continuing Operations,1678389470.65,1745504547.33,1204727187.37,2313280987.99
Cash Flowsfromusedin Operating Activities Direct,11784076180.41,-5625133467.43,6663406167.48,-3599136064.33
Classesof Cash Payments,-25850159257.56,-21184958092.24,-11528692103.67,-17501849635.8
Other Cash Paymentsfrom Operating Activities,-2813658547.84,-9899377716.53,-5383852130.79,-6402866661.45
Paymentson Behalfof Employees,-3569317286.43,-3445228787.08,-3285532500.43,-2899649618.02
Classesof Cash Receiptsfrom Operating Activities,37634235437.97,15559824624.81,18192098271.15,13902713571.47
Other Cash Receiptsfrom Operating Activities,1461105963.19,975835329.2,3409203950.59,851429903.71
