,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,569975078.0,569985318.0,560918198.0,560913735.0
Share Issued,569975078.0,569985318.0,560918198.0,560913735.0
Total Debt,1241487497.02,905915381.6,1576633352.77,1380234431.39
Tangible Book Value,7321662677.2,6874469447.68,6765015952.98,5719042162.36
Invested Capital,8626433172.18,7745917047.92,7854061502.8,7153861958.98
Working Capital,3457179730.71,3090432159.3,4191048255.86,3714468604.1
Net Tangible Assets,7321662677.2,6874469447.68,6765015952.98,5719042162.36
Capital Lease Obligations,4131239.69,4738177.49,1713136.55,1429554.38
Common Stock Equity,7599107043.9,7139523979.43,7033630837.05,5840834086.67
Total Capitalization,8486607043.9,7565769979.43,7649879837.05,6977702835.69
Total Equity Gross Minority Interest,7601049070.38,7141467218.6,7035508330.46,5841117492.03
Minority Interest,1942026.48,1943239.17,1877493.41,283405.36
Stockholders Equity,7599107043.9,7139523979.43,7033630837.05,5840834086.67
Other Equity Interest,,,142370699.15,142395725.58
Treasury Stock,552247813.07,524188243.78,123366649.31,102602082.46
Retained Earnings,6426649530.11,5979665652.94,5716328971.56,4382277562.91
Additional Paid In Capital,735330077.09,617842795.91,317516468.0,458006819.6
Capital Stock,569975078.0,569985318.0,560918198.0,560913735.0
Common Stock,569975078.0,569985318.0,560918198.0,560913735.0
Total Liabilities Net Minority Interest,2284752237.8,2571011899.65,3305346541.85,3006706635.33
Total Non Current Liabilities Net Minority Interest,1031984141.32,577478126.8,777960476.97,1227226463.23
Non Current Deferred Revenue,139231924.59,145341725.38,158822531.12,63532588.79
Non Current Deferred Taxes Liabilities,1120977.04,1152223.93,1175809.3,25395571.04
Long Term Debt And Capital Lease Obligation,891631239.69,430984177.49,617962136.55,1138298303.4
Long Term Capital Lease Obligation,4131239.69,4738177.49,1713136.55,1429554.38
Long Term Debt,887500000.0,426246000.0,616249000.0,1136868749.02
Current Liabilities,1252768096.48,1993533772.85,2527386064.88,1779480172.1
Other Current Liabilities,65581662.49,91827083.1,83531059.85,47311919.53
Current Debt And Capital Lease Obligation,349856257.33,474931204.11,958671216.22,241936127.99
Current Debt,139826128.28,180147068.49,204181665.75,176159123.29
Payables,800284966.73,1377426953.04,1418483517.52,1358280751.44
Other Payable,163980123.68,192987388.8,233036525.83,120937913.83
Total Tax Payable,51156920.49,93166728.2,257564033.96,147750822.43
Accounts Payable,585147922.56,1091272836.04,927882957.73,1089592015.18
Total Assets,9885801308.18,9712479118.25,10340854872.31,8847824127.36
Total Non Current Assets,5175853480.99,4628513186.1,3622420551.57,3353875351.16
Other Non Current Assets,278901483.51,82072672.2,176966179.84,92238244.68
Non Current Deferred Assets,14166971.72,21336249.8,26063187.17,44689464.11
Non Current Deferred Taxes Assets,29921063.85,24813476.17,20721848.78,13032858.28
Investmentin Financial Assets,411941947.73,518885250.21,258854647.55,305356502.99
Held To Maturity Securities,150409728.76,229732547.95,31027068.49,
Available For Sale Securities,261532218.97,289152702.26,227827579.06,305356502.99
Long Term Equity Investment,33225502.93,15013586.68,18650657.13,19762764.93
Goodwill And Other Intangible Assets,277444366.7,265054531.75,268614884.07,121791924.31
Other Intangible Assets,275638258.25,263248423.3,266808775.62,119985815.86
Goodwill,1806108.45,1806108.45,1806108.45,1806108.45
Net PPE,4130252144.55,3701337419.29,2852549147.03,2757003591.86
Accumulated Depreciation,-2837693541.05,-2467214129.49,-2159289252.54,-1913254118.44
Gross PPE,6967945685.6,6168551548.78,5011838399.57,4670257710.3
Construction In Progress,179319317.81,944278532.81,78673205.39,334175277.5
Other Properties,666672120.67,442148661.67,410035384.63,354150237.58
Machinery Furniture Equipment,4727252050.0,3737588366.97,3506270888.94,3071283948.28
Buildings And Improvements,,,,910648246.94
Properties,1394702197.12,1044535987.33,1016858920.61,910648246.94
Current Assets,4709947827.19,5083965932.15,6718434320.74,5493948776.2
Other Current Assets,373465339.77,129678640.11,444351358.62,243943250.59
Prepaid Assets,67905531.09,58118671.26,130973715.15,109340416.17
Inventory,608680057.14,783554676.16,627410876.21,505746187.7
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Finished Goods,282465854.8,448622085.03,299213869.31,194207308.38
Work In Process,89715927.07,80884266.7,91004764.73,55444397.77
Raw Materials,236498275.27,254048324.43,237192242.17,256094481.55
Other Receivables,351811549.94,523965163.35,709921698.12,875768117.97
Accounts Receivable,541529545.56,532712277.28,732736528.92,505172023.53
Allowance For Doubtful Accounts Receivable,,-42446737.06,-43799725.33,-31573833.65
Gross Accounts Receivable,,575159014.34,776536254.25,536745857.18
Cash Cash Equivalents And Short Term Investments,2766555803.69,3055936503.99,4073040143.72,3253978780.24
Other Short Term Investments,771435996.85,719993652.63,1712565711.11,1268872850.01
Cash And Cash Equivalents,1995119806.84,2335942851.36,2360474432.61,1985105930.23
Cash Equivalents,420034227.51,30902102.1,123095800.05,1067446135.71
Cash Financial,1575085579.33,2305040749.26,2237378632.56,917659794.52
