,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,1623324614.0,1623324614.0,1623324614.0,1352461312.0
Share Issued,1623324614.0,1623324614.0,1623324614.0,1352461312.0
Net Debt,8401043576.94,6142624945.98,5211136682.85,4898177584.24
Total Debt,16090827451.28,12612485168.62,12765475223.49,12851912010.58
Tangible Book Value,9031639883.77,9226567381.55,8995771352.95,4409841111.33
Invested Capital,24290902177.05,21205349092.54,20000536333.89,14169942429.57
Working Capital,-401544105.75,-136149490.58,1256827639.98,-391343968.11
Net Tangible Assets,9031639883.77,9226567381.55,8995771352.95,4409841111.33
Capital Lease Obligations,1461682501.24,1617954823.43,1904710144.81,3621977891.37
Common Stock Equity,11739012134.39,11857726937.93,10846673942.72,6225597931.89
Total Capitalization,20335094129.98,18040961645.94,17525967533.55,11979048847.57
Total Equity Gross Minority Interest,13463793431.96,13748262479.39,12696308129.37,8124500722.99
Minority Interest,1724781297.57,1890535541.46,1849634186.65,1898902791.1
Stockholders Equity,11739012134.39,11857726937.93,10846673942.72,6225597931.89
Treasury Stock,500470271.76,500470271.76,,
Retained Earnings,1724113441.01,1488213223.74,1033802160.94,855233432.54
Additional Paid In Capital,5974198962.36,5974198962.36,5974198962.36,2524358212.81
Capital Stock,1623324614.0,1623324614.0,1623324614.0,1352461312.0
Common Stock,1623324614.0,1623324614.0,1623324614.0,1352461312.0
Total Liabilities Net Minority Interest,26995116072.75,20216960153.8,19667674181.84,19505715744.54
Total Non Current Liabilities Net Minority Interest,14625331445.57,10537750252.91,11417491263.57,11858728958.29
Other Non Current Liabilities,38207392.99,7137400.0,,
Tradeand Other Payables Non Current,4291927036.59,2518154643.36,2599933448.68,2210045738.9
Non Current Deferred Revenue,214472970.3,202294987.29,207069578.01,264207292.98
Non Current Deferred Taxes Liabilities,22959548.86,8973690.82,26484501.24,9047119.36
Long Term Debt And Capital Lease Obligation,10057764496.83,7801189531.44,8584003735.64,9375428807.05
Long Term Capital Lease Obligation,1461682501.24,1617954823.43,1904710144.81,3621977891.37
Long Term Debt,8596081995.59,6183234708.01,6679293590.83,5753450915.68
Current Liabilities,12369784627.18,9679209900.89,8250182918.27,7646986786.25
Other Current Liabilities,82454305.5,46345948.28,106285435.87,130749953.86
Current Debt And Capital Lease Obligation,6033062954.45,4811295637.18,4181471487.85,3476483203.53
Current Debt,3955808047.07,3164387446.6,2474568800.34,2190893582.0
Payables,6022669527.25,4717524544.29,3860343846.39,3942811176.35
Other Payable,4571244256.44,3462309741.66,2909739153.23,2874745623.01
Dividends Payable,34847364.04,5464262.75,40729015.43,18636335.6
Total Tax Payable,241954679.76,177223279.29,106283479.77,183350686.92
Accounts Payable,1174623227.01,1072527260.59,803592197.96,866078530.82
Total Assets,40458909504.71,33965222633.19,32363982311.21,27630216467.53
Total Non Current Assets,28490668983.28,24422162222.88,22856971752.96,20374573649.39
Other Non Current Assets,1312511513.27,1171141175.71,1244587869.74,327125897.01
Non Current Deferred Assets,130089005.51,57004361.67,29098983.22,121675.39
Non Current Deferred Taxes Assets,101434570.93,75209468.96,126701856.05,46750179.19
Investmentin Financial Assets,18104560.51,9900000.0,9900000.0,48727479.12
Available For Sale Securities,18104560.51,9900000.0,9900000.0,48727479.12
Long Term Equity Investment,2393730973.46,2906890845.73,2527582513.4,1525705970.56
Investment Properties,50117386.6,51599925.2,53082463.8,54565002.4
Goodwill And Other Intangible Assets,2707372250.62,2631159556.38,1850902589.77,1815756820.56
Other Intangible Assets,2687849822.16,2611637127.92,1835379180.78,1800233411.57
Goodwill,19522428.46,19522428.46,15523408.99,15523408.99
Net PPE,21674861895.02,17363894380.8,16870802920.27,16422835423.84
Accumulated Depreciation,-6765968280.55,-6122469053.38,-6184378753.31,-5391846711.38
Gross PPE,28440830175.57,23486363434.18,23055181673.58,21814682135.22
Construction In Progress,1926880508.12,2526411054.8,1406352613.39,775185744.76
Other Properties,23888475957.09,18466284915.91,18383480070.07,17743638651.66
Machinery Furniture Equipment,119291496.97,85106193.32,85875730.23,39391262.28
Buildings And Improvements,,,,
Properties,2506182213.39,2408561270.15,3179473259.89,3256466476.52
Current Assets,11968240521.43,9543060410.31,9507010558.25,7255642818.14
Other Current Assets,1157802084.12,632203852.39,498566207.86,487732171.62
Assets Held For Sale Current,99810657.41,95173364.87,,
Prepaid Assets,263501989.51,232551816.44,339979394.59,226759604.02
Inventory,640427677.28,412217344.29,400966630.2,275637773.04
Inventories Adjustments Allowances,-77651001.96,0.0,0.0,0.0
Other Inventories,465631798.53,190479277.33,115663592.21,158914591.05
Finished Goods,120994800.44,58224311.74,136547540.21,158914591.05
Raw Materials,131452080.27,163513755.22,148755497.78,116723181.99
Other Receivables,792309138.38,756239815.05,745384888.36,666443864.92
Accounts Receivable,4858391609.01,4209677008.64,3579387728.92,2552902491.1
Allowance For Doubtful Accounts Receivable,-92474726.85,-23530841.85,-43927935.45,-30858335.6
Gross Accounts Receivable,4950866335.86,3739209990.41,3088276075.72,2583760826.7
Cash Cash Equivalents And Short Term Investments,4155997365.72,3204997208.63,3942725708.32,3046166913.44
Other Short Term Investments,5150900.0,,,
Cash And Cash Equivalents,4150846465.72,3204997208.63,3942725708.32,3046166913.44
Cash Equivalents,727069362.77,504828060.78,475303948.74,576934668.01
Cash Financial,3423777102.95,2662543328.95,3294068911.48,2468810585.98
