,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,621241828.0,621241828.0,621241828.0,583242360.0
Share Issued,621241828.0,621241828.0,621241828.0,583242360.0
Net Debt,144330011.43,,,87366334.95
Total Debt,1147226808.33,1129351437.69,831930595.13,575234749.67
Tangible Book Value,2277509631.99,2151156715.41,1886651250.0,1488650475.97
Invested Capital,4294557909.75,4239316072.18,3676291907.37,3134403366.17
Working Capital,988282841.79,901674212.24,565092590.77,619909268.23
Net Tangible Assets,2277509631.99,2151156715.41,1886651250.0,1488650475.97
Capital Lease Obligations,10799712.68,6095744.74,9944293.57,4051066.71
Common Stock Equity,3213751547.26,3119364593.02,2857849348.72,2595186105.57
Total Capitalization,3548643420.56,3254364593.02,2857956432.36,2855253366.17
Total Equity Gross Minority Interest,3682938186.12,3574030336.98,3301268475.65,3068636917.89
Minority Interest,469186638.86,454665743.96,443419126.93,473450812.32
Stockholders Equity,3213751547.26,3119364593.02,2857849348.72,2595186105.57
Other Equity Interest,,,,21666015.65
Retained Earnings,1082011803.42,1014781912.07,782129076.73,729815347.64
Additional Paid In Capital,1313131617.17,1313131617.17,1313131617.17,1131549103.01
Capital Stock,621241828.0,621241828.0,621241828.0,583242360.0
Common Stock,621241828.0,621241828.0,621241828.0,583242360.0
Total Liabilities Net Minority Interest,2003614450.69,1832343241.49,1644905207.52,1306961964.0
Total Non Current Liabilities Net Minority Interest,390349390.59,187148018.39,58061094.92,312918115.09
Tradeand Other Payables Non Current,1655905.38,2450650.14,1654224.83,2044005.69
Non Current Deferred Revenue,25868988.55,27427801.17,29547624.71,30370268.49
Non Current Deferred Taxes Liabilities,17132910.68,16173822.34,16807868.17,16385513.6
Long Term Debt And Capital Lease Obligation,345691585.98,141095744.74,10051377.21,264118327.31
Long Term Capital Lease Obligation,10799712.68,6095744.74,9944293.57,4051066.71
Long Term Debt,334891873.3,135000000.0,107083.64,260067260.6
Current Liabilities,1613265060.1,1645195223.1,1586844112.6,994043848.91
Other Current Liabilities,66617668.0,5764943.15,3319098.1,9537740.63
Current Debt And Capital Lease Obligation,801535222.35,988255692.95,821879217.92,311116422.36
Current Debt,745914489.19,984951479.16,818335475.01,279150000.0
Payables,716946207.09,612897627.29,744390672.18,652663972.7
Other Payable,182607193.65,163425645.26,126074095.53,124360623.75
Dividends Payable,29418212.13,22809000.0,6209684.36,9150776.01
Total Tax Payable,49662485.67,57337241.77,66711486.97,73462214.44
Accounts Payable,455258315.64,369325740.26,545395405.32,445690358.5
Total Assets,5686552636.81,5406373578.47,4946173683.17,4375598881.89
Total Non Current Assets,3085004734.92,2859504143.13,2794236979.8,2761645764.75
Other Non Current Assets,86901479.72,105512540.55,81015290.96,66568019.09
Non Current Deferred Assets,24884540.13,26189521.0,29611515.38,31397397.5
Non Current Deferred Taxes Assets,61770190.31,52806536.71,46210583.35,44369872.15
Investmentin Financial Assets,503300.0,443300.0,1230000.0,1230000.0
Available For Sale Securities,503300.0,443300.0,1230000.0,1230000.0
Long Term Equity Investment,139118263.73,143642989.33,147775013.61,145497542.43
Investment Properties,5587542.19,6869045.36,7472897.38,7072078.99
Goodwill And Other Intangible Assets,936241915.27,968207877.61,971198098.72,1106535629.6
Other Intangible Assets,441013749.32,358328291.26,361318512.37,376158952.56
Goodwill,495228165.95,609879586.35,609879586.35,730376677.04
Net PPE,1829997503.57,1555832332.57,1509723580.4,1358975224.99
Accumulated Depreciation,-601236135.07,-514933535.18,-468658487.89,-411806486.66
Gross PPE,2431233638.64,2070765867.75,1978382068.29,1770781711.65
Construction In Progress,164395265.87,567976259.56,575441494.63,417598215.98
Other Properties,155077471.49,128937177.56,128142704.26,116777902.8
Machinery Furniture Equipment,975481815.21,446027315.67,426840090.46,407893420.03
Buildings And Improvements,,,,
Properties,1136279086.07,927825114.96,847957778.94,828512172.84
Current Assets,2601547901.89,2546869435.34,2151936703.37,1613953117.14
Other Current Assets,300078819.35,174589424.65,13359844.28,42527769.35
Prepaid Assets,39407210.61,39320853.06,28667410.17,26794330.7
Inventory,297489994.51,283423009.78,231899698.25,185990731.0
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Other Inventories,19103912.44,5691690.06,5843676.78,5841652.37
Finished Goods,93066296.76,87553740.75,89119412.9,59826894.09
Work In Process,68937088.88,73383318.96,33201941.43,25306968.69
Raw Materials,116382696.43,116794260.01,103734667.14,95015215.85
Other Receivables,321453160.84,171429724.4,153499137.53,109559920.78
Accounts Receivable,706642365.52,728339939.28,615455132.69,567066656.31
Allowance For Doubtful Accounts Receivable,,-120966343.71,-85480176.99,-56796573.04
Gross Accounts Receivable,,849306282.99,700935309.68,623863229.35
Cash Cash Equivalents And Short Term Investments,936476351.06,1149766484.17,1109055480.45,682013709.0
Other Short Term Investments,,,157931055.85,230162783.35
Cash And Cash Equivalents,936476351.06,1149766484.17,951124424.6,451850925.65
Cash Equivalents,175031150.91,114578637.41,517762896.67,82868464.75
Cash Financial,761445200.15,1035187846.76,433361527.93,368982460.9
