,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,463877714.26,144514490.06,-208286246.68,146298439.6
Repayment Of Debt,-786000000.0,-86000000.0,-857927960.0,-74515000.0
Issuance Of Debt,1193826000.0,136000000.0,743045240.0,225545000.0
Capital Expenditure,-8745764.75,-3511039.33,-8652345.73,-31870521.8
End Cash Position,1875871573.61,1194302990.89,1836544554.07,1235719546.63
Beginning Cash Position,1194302990.89,1836544554.07,1235719546.63,985193429.75
Effect Of Exchange Rate Changes,15138195.06,14774541.95,82795237.96,-22485794.42
Changes In Cash,666430387.66,-657016105.13,518029769.48,273011911.3
Financing Cash Flow,292492161.6,-6839047.73,1083635682.14,128533407.78
Net Other Financing Charges,-39732624.85,-27388867.84,1208776477.55,-21346615.51
Cash Dividends Paid,-75601213.55,-29450179.89,-10258075.41,-1149976.71
Net Issuance Payments Of Debt,407826000.0,50000000.0,-114882720.0,151030000.0
Net Long Term Debt Issuance,407826000.0,50000000.0,-114882720.0,151030000.0
Long Term Debt Payments,-786000000.0,-86000000.0,-857927960.0,-74515000.0
Long Term Debt Issuance,1193826000.0,136000000.0,743045240.0,225545000.0
Investing Cash Flow,-98685252.95,-798202586.79,-365972011.71,-33690457.88
Net Other Investing Changes,-270944972.2,-376422884.46,-4151361.16,
Net Investment Purchase And Sale,174259525.18,-346437165.56,-331658267.11,
Sale Of Investment,2418451925.18,2413562834.44,315091732.89,
Purchase Of Investment,-2244192400.0,-2760000000.0,-646750000.0,
Net Business Purchase And Sale,6400000.0,-72184568.64,-21775000.0,-3505170.0
Sale Of Business,6400000.0,4602649.39,,
Purchase Of Business,,-76787218.03,-21775000.0,-3505170.0
Net PPE Purchase And Sale,-8399805.93,-3157968.13,-8387383.44,-30185287.88
Sale Of PPE,345958.82,353071.2,264962.29,1685233.92
Purchase Of PPE,-8745764.75,-3511039.33,-8652345.73,-31870521.8
Operating Cash Flow,472623479.01,148025529.39,-199633900.95,178168961.4
Change In Working Capital,154634892.7,-196645407.12,-530507312.19,-140911518.96
Change In Other Current Assets,-2299793.68,-40134048.21,-5668452.79,-2445813.17
Change In Payable,392429340.79,-558675495.89,-413183538.85,818650285.16
Change In Inventory,-768776.39,,,
Change In Receivables,-234725878.02,402164136.98,-111655320.55,-957115990.95
Other Non Cash Items,5868328.24,-523552.82,21703471.77,4319600.67
Stock Based Compensation,-6011084.65,6011084.65,,
Depreciation And Amortization,22859369.27,22240702.37,21498504.77,20304622.76
Amortization Cash Flow,5857798.77,3998125.41,1845652.24,3753683.8
Depreciation,17001570.5,18242576.96,19652852.53,16550938.96
Gain Loss On Investment Securities,-12114168.96,-21032873.14,-25723327.69,-699644.5
Gain Loss On Sale Of PPE,-4431527.09,-1242239.65,54347.8,-340000.36
Net Income From Continuing Operations,229814680.11,213943923.23,262199843.24,258544930.25
Cash Flowsfromusedin Operating Activities Direct,472623479.01,148025529.39,-199633900.95,178168961.4
Taxes Refund Paid Direct,-31185978.63,-69247991.28,-56162439.94,-44440943.01
Classesof Cash Payments,-10139282670.6,-7850057146.81,-10939862672.38,-10714884068.8
Other Cash Paymentsfrom Operating Activities,-7776782350.09,-5894667407.35,-8447338610.96,-7852460845.47
Paymentson Behalfof Employees,-239508061.05,-240270934.06,-257218045.38,-205838854.51
Paymentsto Suppliersfor Goodsand Services,-2122992259.46,-1715118805.4,-2235306016.04,-2656584368.82
Classesof Cash Receiptsfrom Operating Activities,10643092128.24,8067330667.48,10796391211.37,10937493973.21
Other Cash Receiptsfrom Operating Activities,7781932397.23,6165037945.35,8159580471.26,7841940848.5
Receiptsfrom Customers,2861159731.01,1902292722.13,2636810740.11,3095553124.71
