,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,984855067.0,897222359.0,883258600.0,862125700.0
Share Issued,984855067.0,897222359.0,883258600.0,862125700.0
Net Debt,1845219090.02,1103367601.58,223116729.48,
Total Debt,3589391704.26,3108212060.93,2791032980.45,815787779.86
Tangible Book Value,7573280476.89,5648198992.91,4836199532.29,4230589296.96
Invested Capital,11685549261.02,9374430037.17,8150332086.81,5358134070.39
Working Capital,3572138119.19,2999182799.79,3107176211.23,2165564841.83
Net Tangible Assets,7573280476.89,5648198992.91,4836199532.29,4230589296.96
Capital Lease Obligations,74298581.43,44559338.69,41538965.01,7937327.4
Common Stock Equity,8235218623.42,6328363985.58,5413332016.66,4562429930.79
Total Capitalization,9906946020.63,7926455309.91,6859884419.7,4562429930.79
Total Equity Gross Minority Interest,8504871977.23,6554761430.61,5614594690.18,4642228267.02
Minority Interest,269653353.81,226397445.03,201262673.52,79798336.23
Stockholders Equity,8235218623.42,6328363985.58,5413332016.66,4562429930.79
Other Equity Interest,121348464.58,121352716.21,121364930.01,
Treasury Stock,53539200.0,,,11631153.5
Retained Earnings,3102982769.52,2505753657.55,1876957655.2,1459645879.7
Additional Paid In Capital,3546475755.08,2227990747.08,2108529103.2,1869313715.6
Capital Stock,984855067.0,897222359.0,883258600.0,862125700.0
Common Stock,984855067.0,897222359.0,883258600.0,862125700.0
Total Liabilities Net Minority Interest,5769343382.09,5000528483.63,4309699615.82,1928974725.16
Total Non Current Liabilities Net Minority Interest,2648478678.68,2483639829.53,2209726771.69,624563804.33
Other Non Current Liabilities,688241390.67,646430807.79,579630638.44,520005144.15
Non Current Deferred Revenue,133844143.71,104732439.18,70450786.28,71301746.95
Non Current Deferred Taxes Liabilities,80367165.66,89825919.54,71553978.92,25319585.83
Long Term Debt And Capital Lease Obligation,1746025978.64,1642650663.02,1488091368.05,7937327.4
Long Term Capital Lease Obligation,74298581.43,44559338.69,41538965.01,7937327.4
Long Term Debt,1671727397.21,1598091324.33,1446552403.04,
Current Liabilities,3120864703.41,2516888654.1,2099972844.13,1304410920.83
Other Current Liabilities,29124813.36,10990665.09,10796122.15,6644816.7
Current Debt And Capital Lease Obligation,1843365725.62,1465561397.91,1302941612.4,807850452.46
Current Debt,1778603240.39,1447974727.26,1290447667.11,795704139.6
Payables,1230749659.23,1019795466.18,777260719.78,489017565.96
Other Payable,277416705.33,173603626.81,115735448.83,102816990.1
Dividends Payable,6027903.2,,,
Total Tax Payable,128833492.73,133327471.43,75362142.58,33874137.57
Accounts Payable,818471557.97,712864367.94,586163128.37,352326438.29
Total Assets,14274215359.32,11555289914.24,9924294306.0,6571202992.18
Total Non Current Assets,7581212536.72,6039218460.35,4717145250.64,3101227229.52
Other Non Current Assets,1939654862.04,961965879.7,741590228.42,332325166.4
Non Current Deferred Assets,378446168.78,363383250.56,327485403.74,250832483.7
Non Current Deferred Taxes Assets,94288108.84,72089591.03,61890616.29,51273599.04
Investmentin Financial Assets,14778240.87,14896935.75,14842746.47,15055000.0
Available For Sale Securities,14778240.87,14896935.75,14842746.47,15055000.0
Long Term Equity Investment,18845139.89,12020227.52,8105816.13,6837163.57
Goodwill And Other Intangible Assets,661938146.53,680164992.67,577132484.37,331840633.83
Other Intangible Assets,526163107.21,544389953.35,441357445.05,323552616.98
Goodwill,135775039.32,135775039.32,135775039.32,8288016.85
Net PPE,4473261869.77,3934697583.12,2986097955.22,2113063182.98
Accumulated Depreciation,-2808680228.55,-2295066890.32,-1867547626.05,-1486701260.68
Gross PPE,7281942098.32,6229764473.44,4853645581.27,3599764443.66
Construction In Progress,518362549.7,446707130.45,242668828.94,318727579.17
Other Properties,240761270.13,203729016.22,184378711.83,127110675.45
Machinery Furniture Equipment,4561617293.29,4133300787.34,3222282288.34,2498486812.45
Buildings And Improvements,,,,655439376.59
Properties,1961200985.2,1446027539.43,1204315752.16,655439376.59
Current Assets,6693002822.6,5516071453.89,5207149055.36,3469975762.66
Other Current Assets,860172639.52,218499381.57,278109789.11,462908491.77
Prepaid Assets,207479988.07,145833941.04,89750657.42,34689593.91
Inventory,1135111894.3,980386575.33,861786149.96,766830317.49
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Other Inventories,4514714.14,5647651.25,6350133.96,2679613.48
Finished Goods,715821401.84,575269325.98,528631306.07,466028224.72
Work In Process,197113118.11,205684706.86,151931124.59,117434722.87
Raw Materials,217662660.21,193784891.24,174873585.34,180687756.42
Other Receivables,262586691.28,218586668.36,118757084.5,74239622.22
Accounts Receivable,2023744298.38,1817227629.63,1344862033.7,801709076.2
Allowance For Doubtful Accounts Receivable,-107342454.15,-96607899.16,-71357699.11,-42320307.34
Gross Accounts Receivable,2131086752.53,1913835528.79,1416219732.81,844029383.54
Cash Cash Equivalents And Short Term Investments,2203907311.05,2135537257.96,2513883340.67,1329598661.07
Other Short Term Investments,598795763.47,192838807.95,,962364.0
Cash And Cash Equivalents,1605111547.58,1942698450.01,2513883340.67,1328636297.07
Cash Equivalents,193275.0,18038738.9,42015518.94,351577957.06
Cash Financial,1601637832.29,1924659711.11,2471867821.73,977058340.01
