,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,120598311.32,-592661707.91,-678464693.55,-39840876.98
Repayment Of Debt,-1361028382.93,-177000000.0,-232000000.0,-215200000.0
Issuance Of Debt,1408283458.77,728000000.0,524000000.0,50000000.0
Capital Expenditure,-427319118.95,-841360333.75,-819515492.21,-141290757.98
End Cash Position,497497619.33,109232521.32,206687642.55,62307045.16
Beginning Cash Position,109232521.32,206687642.55,62307045.16,92743900.02
Effect Of Exchange Rate Changes,-1317.86,-6455.82,,
Changes In Cash,388266415.87,-97448665.41,144380597.39,-30436854.86
Financing Cash Flow,255539711.98,494377972.82,822246613.32,7312712.61
Net Other Financing Charges,403239588.94,-16946255.55,551724602.25,199811850.44
Cash Dividends Paid,-194954952.8,-39228177.32,-21146336.03,-26936424.68
Net Issuance Payments Of Debt,47255075.84,551000000.0,292000000.0,-165200000.0
Net Long Term Debt Issuance,47255075.84,551000000.0,292000000.0,-165200000.0
Long Term Debt Payments,-1361028382.93,-177000000.0,-232000000.0,-215200000.0
Long Term Debt Issuance,1408283458.77,728000000.0,524000000.0,50000000.0
Investing Cash Flow,-415190726.38,-840525264.07,-818916814.59,-139199448.47
Net Other Investing Changes,,14000.11,,
Net Investment Purchase And Sale,495000.0,,422027.62,1949309.51
Sale Of Investment,495000.0,,422027.62,1949309.51
Net Business Purchase And Sale,8000000.0,,,
Sale Of Business,8000000.0,,,
Net PPE Purchase And Sale,-423685726.38,-840539264.18,-819338842.21,-141148757.98
Sale Of PPE,3633392.57,821069.57,176650.0,142000.0
Purchase Of PPE,-427319118.95,-841360333.75,-819515492.21,-141290757.98
Capital Expenditure Reported,,,,
Operating Cash Flow,547917430.27,248698625.84,141050798.66,101449881.0
Change In Working Capital,-176462556.01,-267804187.86,-174110710.49,-169247874.88
Change In Other Current Assets,-40450351.78,-8138412.55,-8086810.28,-249905.63
Change In Payable,1574159.85,-119847622.51,-20826419.52,-102929435.86
Change In Inventory,-90244839.84,-142685023.61,67997073.34,-97840579.78
Change In Receivables,-47341524.24,2866870.81,-213194554.03,31772046.39
Other Non Cash Items,87367537.91,57951079.93,35742267.12,36345445.45
Deferred Tax,,,,
Depreciation And Amortization,194722507.31,155452583.54,138407853.01,141911279.92
Amortization Cash Flow,24141987.48,16815682.05,10023035.69,11841414.79
Depreciation,170580519.83,138636901.49,128384817.32,130069865.13
Gain Loss On Investment Securities,-2242744.15,455936.96,-2545331.77,-11522014.51
Gain Loss On Sale Of PPE,2687799.85,5404226.36,717032.35,599140.03
Net Income From Continuing Operations,410035096.12,259750267.3,121611858.4,80455751.56
Cash Flowsfromusedin Operating Activities Direct,547917430.27,248698625.84,141050798.66,101449881.0
Taxes Refund Paid Direct,-203533528.18,-113930169.77,-50131818.09,-60734817.21
Classesof Cash Payments,-2644248205.82,-2872605750.7,-2923100961.74,-2539446738.68
Other Cash Paymentsfrom Operating Activities,-131097833.23,-176089591.41,-203399263.1,-99725933.24
Paymentson Behalfof Employees,-333827981.08,-312295453.86,-243881519.15,-229821296.54
Paymentsto Suppliersfor Goodsand Services,-2179322391.51,-2384220705.43,-2475820179.49,-2209899508.9
Classesof Cash Receiptsfrom Operating Activities,3395699164.27,3235234546.31,3114283578.49,2701631436.89
Other Cash Receiptsfrom Operating Activities,54375915.36,49209993.44,90800169.74,26065131.86
Receiptsfrom Customers,3341323248.91,3186024552.87,3023483408.75,2675566305.03
