,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,532722785.7,477855059.46,138129553.62,-252102566.08
Repayment Of Debt,-515000000.0,-449202571.68,-52000000.0,-429542500.0
Issuance Of Debt,490000000.0,0.0,,
Capital Expenditure,-134024484.49,-129539931.35,-78299389.89,-165128331.74
End Cash Position,869432238.63,659443268.34,767272490.52,873795678.22
Beginning Cash Position,659443268.34,767272490.52,873795678.22,992767784.42
Effect Of Exchange Rate Changes,508036.16,415010.68,2167651.11,-840172.15
Changes In Cash,209480934.13,-108244232.86,-108690838.81,-118131934.05
Financing Cash Flow,-270480295.59,-576626647.29,-230564304.5,100401600.47
Net Other Financing Charges,-186661818.37,-101142642.14,-136370933.12,597151600.47
Cash Dividends Paid,-58818477.22,-26281433.47,-42193371.38,-67207500.0
Net Issuance Payments Of Debt,-25000000.0,-449202571.68,-52000000.0,-429542500.0
Net Long Term Debt Issuance,-25000000.0,-449202571.68,-52000000.0,-429542500.0
Long Term Debt Payments,-515000000.0,-449202571.68,-52000000.0,-429542500.0
Long Term Debt Issuance,490000000.0,0.0,,
Investing Cash Flow,-186786040.47,-139012576.38,-94555477.82,-131559300.18
Net Other Investing Changes,-102000000.0,-2000000.0,60000.0,1150000.0
Net Investment Purchase And Sale,-4399503.88,-4704189.65,13429879.73,32332101.23
Sale Of Investment,11800496.12,7540810.35,13429879.73,45242319.23
Purchase Of Investment,-16200000.0,-12245000.0,,-12910218.0
Net Business Purchase And Sale,53472158.42,-2864901.44,-30211270.61,
Sale Of Business,69182050.1,0.0,-2882.0,
Purchase Of Business,-15709891.68,-2864901.44,-30208388.61,
Net PPE Purchase And Sale,-133858695.01,-129443485.29,-77834086.94,-165041401.41
Sale Of PPE,165789.48,96446.06,465302.95,86930.33
Purchase Of PPE,-134024484.49,-129539931.35,-78299389.89,-165128331.74
Capital Expenditure Reported,,,,
Operating Cash Flow,666747270.19,607394990.81,216428943.51,-86974234.34
Change In Working Capital,181026362.34,161607304.99,-180975571.75,-551232021.99
Change In Other Current Assets,-489029.55,-7501816.74,-7715691.09,-5069278.48
Change In Payable,225579972.7,180838826.51,-176829488.88,-558262989.18
Change In Inventory,-10936809.91,-10082163.11,1760436.47,-1638511.31
Change In Receivables,-33127770.9,-1647541.67,1809171.75,13738756.98
Other Non Cash Items,94997450.38,108337090.46,176717728.06,208031464.38
Deferred Tax,,,,
Depreciation And Amortization,212074784.68,196511970.99,219143931.79,309599860.35
Amortization Cash Flow,13364478.18,13744554.33,15205851.39,15305849.25
Depreciation,198710306.5,182767416.66,203938080.4,294294011.1
Gain Loss On Investment Securities,-11311101.92,83775.14,-525188.97,4209776.06
Gain Loss On Sale Of PPE,-3390167.31,-2316844.89,-9667930.31,-4406567.46
Net Income From Continuing Operations,176243865.93,152300990.74,11031791.52,-538809588.08
Cash Flowsfromusedin Operating Activities Direct,666747270.19,607394990.81,216428943.51,-86974234.34
Taxes Refund Paid Direct,-154963556.5,-149368759.06,-98915073.8,-98885161.26
Classesof Cash Payments,-2306323441.72,-1799825470.79,-1456887617.56,-2106127406.7
Other Cash Paymentsfrom Operating Activities,-462747745.95,-356847686.95,-215037248.14,-351207094.99
Paymentson Behalfof Employees,-1668635440.47,-1300116224.16,-1155654608.96,-1617614815.03
Paymentsto Suppliersfor Goodsand Services,-174940255.3,-142861559.68,-86195760.46,-137305496.68
Classesof Cash Receiptsfrom Operating Activities,3128034268.41,2556589220.66,1772231634.87,2118038333.62
Other Cash Receiptsfrom Operating Activities,105065992.71,85112748.69,56396237.9,43036687.33
Receiptsfrom Customers,3022968275.7,2471476471.97,1715835396.97,2075001646.29
