,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,-124906132.75,-37481782.02,-332844116.35,-273261618.66
Repayment Of Debt,-1031010000.0,-646730000.0,-480350152.0,-322707870.0
Issuance Of Debt,1510488980.47,1239300000.0,890501846.0,460810790.0
Capital Expenditure,-216047303.67,-121715834.94,-111227458.84,-108518837.34
End Cash Position,648681270.31,385093856.61,266282154.91,289634706.26
Beginning Cash Position,385093856.61,266282154.91,289634706.26,426176119.54
Effect Of Exchange Rate Changes,-2297797.45,1618651.87,980696.57,-282119.69
Changes In Cash,265885211.15,117193049.83,-24333247.92,-136259293.59
Financing Cash Flow,157944790.79,245821217.83,282434578.4,148081188.96
Net Other Financing Charges,-221146312.38,-301759248.91,-91148541.76,31214101.12
Cash Dividends Paid,-100387877.3,-44989533.26,-36568573.84,-21235832.16
Net Issuance Payments Of Debt,479478980.47,592570000.0,410151694.0,138102920.0
Net Long Term Debt Issuance,479478980.47,592570000.0,410151694.0,138102920.0
Long Term Debt Payments,-1031010000.0,-646730000.0,-480350152.0,-322707870.0
Long Term Debt Issuance,1510488980.47,1239300000.0,890501846.0,460810790.0
Investing Cash Flow,16799249.44,-212862220.92,-85151168.81,-119597701.23
Net Other Investing Changes,,,7214588.38,-108518837.34
Net Investment Purchase And Sale,232784615.64,-91853154.08,13669812.93,-12123955.04
Sale Of Investment,1075314615.64,773429185.92,1346946493.93,1175796044.96
Purchase Of Investment,-842530000.0,-865282340.0,-1333276681.0,-1187920000.0
Net Business Purchase And Sale,-193475.13,-72765.12,5156490.49,
Sale Of Business,,,5156490.49,
Purchase Of Business,-193475.13,-72765.12,,
Net PPE Purchase And Sale,-215791891.07,-120936301.72,-111192060.61,-107473746.19
Sale Of PPE,255412.6,779533.22,35398.23,1045091.15
Purchase Of PPE,-216047303.67,-121715834.94,-111227458.84,-108518837.34
Capital Expenditure Reported,,,,
Operating Cash Flow,91141170.92,84234052.92,-221616657.51,-164742781.32
Change In Working Capital,-175358922.63,-251784505.61,-488104124.27,-285015280.87
Change In Other Current Assets,3643269.94,7142839.19,14285663.72,-7979133.51
Change In Payable,303901214.97,-471228997.56,-18310223.76,42022777.47
Change In Inventory,-89548887.45,156214694.01,-187647704.5,-73631403.24
Change In Receivables,-393354520.09,56086958.75,-296431859.73,-245427521.59
Other Non Cash Items,52649680.71,43326873.49,44827218.56,22856297.94
Deferred Tax,,,,
Depreciation And Amortization,84581545.14,74765608.49,67826033.06,41932008.39
Amortization Cash Flow,3106790.41,2633578.51,2077408.87,1760465.34
Depreciation,81474754.73,72132029.98,65748624.19,40171543.05
Gain Loss On Investment Securities,-4567801.69,16763961.18,-26176102.01,-10562073.21
Gain Loss On Sale Of PPE,1984990.83,438903.46,251612.02,756805.82
Net Income From Continuing Operations,34123437.82,97760451.16,98774750.09,20923512.22
Cash Flowsfromusedin Operating Activities Direct,91141170.92,84234052.92,-221616657.51,-164742781.32
Taxes Refund Paid Direct,-29139117.86,-57131390.53,119676540.39,-40983705.48
Classesof Cash Payments,-5771681261.84,-5913921282.53,-6310247018.17,-2573519036.15
Other Cash Paymentsfrom Operating Activities,-344914395.5,-93105167.26,-109227274.35,-56887750.52
Paymentson Behalfof Employees,-156961780.5,-132085789.38,-121555520.55,-69866179.98
Paymentsto Suppliersfor Goodsand Services,-5269805085.84,-5688730325.89,-6079464223.27,-2446765105.65
Classesof Cash Receiptsfrom Operating Activities,5891961550.62,6055286725.98,5968953820.27,2449759960.31
Other Cash Receiptsfrom Operating Activities,34541437.36,43538691.69,26102879.65,136628280.43
Receiptsfrom Customers,5857420113.26,6011748034.29,5942850940.62,2313131679.88
