,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,1127286261.0,1121857008.0,1121855747.0,1121855747.0
Share Issued,1127286261.0,1121857008.0,1121855747.0,1121855747.0
Net Debt,3003438889.66,1067035054.1,766354609.54,
Total Debt,6349611524.09,6164812239.68,5707148805.71,2507252437.05
Tangible Book Value,6799132349.28,6569949918.82,6289331799.42,6026049492.45
Invested Capital,12859710176.42,12292007223.92,11646515522.46,8470511262.68
Working Capital,1190708908.0,231350073.94,1809256549.04,690404869.05
Net Tangible Assets,6799132349.28,6569949918.82,6289331799.42,6026049492.45
Capital Lease Obligations,96926023.71,28078993.87,49043756.07,76742121.58
Common Stock Equity,7147240270.98,6974456021.59,6631609038.43,6298144137.02
Total Capitalization,11991255763.79,10902544691.67,10653848747.56,7560478945.24
Total Equity Gross Minority Interest,7266698130.08,7232791187.44,6667624287.09,6296957578.53
Minority Interest,119457859.1,258335165.85,36015248.66,-1186558.49
Stockholders Equity,7147240270.98,6974456021.59,6631609038.43,6298144137.02
Other Equity Interest,389456180.76,389462358.68,389466141.09,
Treasury Stock,99979510.81,56386353.26,,
Retained Earnings,1754559715.77,1688651173.59,1524717886.5,1636953485.73
Additional Paid In Capital,3660481570.3,3575603220.61,3482200247.28,3433127566.19
Capital Stock,1127286261.0,1121857008.0,1121855747.0,1121855747.0
Common Stock,1127286261.0,1121857008.0,1121855747.0,1121855747.0
Total Liabilities Net Minority Interest,13686458433.61,14275661535.34,13158671504.67,10039436060.37
Total Non Current Liabilities Net Minority Interest,5589848243.63,4802522566.2,4966291470.14,1973600063.66
Other Non Current Liabilities,94837017.62,89811240.46,83737860.4,84447736.9
Tradeand Other Payables Non Current,,,,
Non Current Deferred Revenue,411591361.48,263425921.99,190581167.8,125228002.81
Non Current Deferred Taxes Liabilities,142478348.01,493117739.8,620688976.74,424847394.15
Long Term Debt And Capital Lease Obligation,4940941516.52,3956167663.95,4071283465.2,1339076929.8
Long Term Capital Lease Obligation,96926023.71,28078993.87,49043756.07,76742121.58
Long Term Debt,4844015492.81,3928088670.08,4022239709.13,1262334808.22
Current Liabilities,8096610189.98,9473138969.14,8192380034.53,8065835996.71
Other Current Liabilities,271569070.71,303192258.25,477456544.91,178589324.89
Current Debt And Capital Lease Obligation,1408670007.57,2208644575.73,1635865340.51,1168175507.25
Current Debt,868454412.63,1389462532.25,992666774.9,910032317.44
Payables,6055682705.34,6787067539.4,6002807752.44,6577081299.69
Other Payable,466862955.59,383193685.83,225185812.53,287054816.84
Total Tax Payable,90497572.71,119346577.44,75659490.62,23728071.02
Accounts Payable,5498322177.04,6284527276.13,5701962449.29,6266298411.83
Total Assets,20953156563.69,21508452722.78,19826295791.76,16336393638.9
Total Non Current Assets,11665837465.71,11803963679.7,9824659208.19,7580152773.14
Other Non Current Assets,201312896.6,410756787.97,611460604.15,419515585.88
Non Current Deferred Assets,363090658.09,489089881.59,579212843.21,521643801.5
Non Current Deferred Taxes Assets,540580822.47,629697943.76,508659406.07,211650640.81
Investmentin Financial Assets,201653442.39,111468505.69,79796374.69,
Available For Sale Securities,201653442.39,111468505.69,79796374.69,
Long Term Equity Investment,30865117.65,27697426.06,,
Investment Properties,38851524.73,41148166.58,43444808.43,
Goodwill And Other Intangible Assets,348107921.7,404506102.77,342277239.01,272094644.57
Other Intangible Assets,339037560.18,395435741.25,333206877.49,263024283.05
Goodwill,9070361.52,9070361.52,9070361.52,9070361.52
Net PPE,9941375082.08,9689598865.28,7659807932.63,6155248100.38
Accumulated Depreciation,-5672859867.98,-4192150540.76,-2857798154.32,-1773479527.48
Gross PPE,15615414818.25,13883962270.17,10521589083.07,7929369541.38
Construction In Progress,1884757480.6,2030730867.62,1812236396.48,1761383163.52
Other Properties,687481907.64,558097860.35,557139106.54,536499168.71
Machinery Furniture Equipment,9525553766.85,8614148296.83,6693269357.32,5231851852.82
Buildings And Improvements,,,,
Properties,3517621663.16,2680985245.37,1458944222.73,399635356.33
Current Assets,9287319097.98,9704489043.08,10001636583.57,8756240865.76
Other Current Assets,789053824.76,284664231.48,244225023.44,188110214.7
Prepaid Assets,42147756.85,54166281.2,65358933.72,85059553.0
Inventory,1892218484.67,1950776252.67,2046990364.52,2352979943.5
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Other Inventories,1349634.99,2310172.9,875447.19,3151462.31
Finished Goods,698683444.58,744322338.72,596617615.3,587132786.89
Work In Process,470839825.48,534607791.53,466566073.81,548371811.97
Raw Materials,721345579.62,669535949.52,982931228.22,1214323882.33
Other Receivables,471970295.34,309388990.39,403082652.83,245952675.16
Accounts Receivable,3232362652.1,2854977139.11,2792404035.94,2937031817.68
Allowance For Doubtful Accounts Receivable,-27295898.15,-26017662.16,-26572538.41,-21853951.88
Gross Accounts Receivable,3259658550.25,2880994801.27,2818976574.35,2958885769.56
Cash Cash Equivalents And Short Term Investments,2859566084.26,4250516148.23,4449575573.12,2947106661.72
Other Short Term Investments,150535068.48,,201023698.63,30767281.45
Cash And Cash Equivalents,2709031015.78,4250516148.23,4248551874.49,2916339380.27
Cash Equivalents,298886673.05,612525515.14,753595268.78,861076098.86
Cash Financial,2410144342.73,3637990633.09,3494956605.71,2055263281.41
