,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,-85687070.03,-1988692604.08,773928527.89,176456163.17
Repayment Of Debt,-4100559278.29,-1056659534.33,-1075430244.63,-1343683572.12
Issuance Of Debt,4656446806.7,2953774894.89,848255059.8,1225034893.26
Capital Expenditure,-837026058.4,-638317292.72,-596726880.36,-614615446.56
End Cash Position,1288636135.42,1185554395.09,2076062785.79,2032302255.51
Beginning Cash Position,1185554395.09,2076062785.79,2032302255.51,719642914.12
Effect Of Exchange Rate Changes,74169690.76,-66151289.26,5749119.39,-20356350.15
Changes In Cash,28912049.57,-824357101.44,38011410.89,1333015691.54
Financing Cash Flow,9036268.85,1418718177.22,-465334189.42,1121674993.6
Net Other Financing Charges,-90347836.85,27331071.98,15843903.19,1404077210.71
Cash Dividends Paid,-456503422.71,-505728255.32,-254002907.78,-163753538.25
Net Issuance Payments Of Debt,555887528.41,1897115360.56,-227175184.83,-118648678.86
Net Long Term Debt Issuance,555887528.41,1897115360.56,-227175184.83,-118648678.86
Long Term Debt Payments,-4100559278.29,-1056659534.33,-1075430244.63,-1343683572.12
Long Term Debt Issuance,4656446806.7,2953774894.89,848255059.8,1225034893.26
Investing Cash Flow,-731463207.65,-892699967.3,-867309807.94,-579730911.79
Net Other Investing Changes,62713572.72,-290684931.8,-257620622.05,224444265.22
Net Investment Purchase And Sale,6000000.0,,194000000.0,-200000000.0
Sale Of Investment,6000000.0,,200000000.0,
Purchase Of Investment,,,-6000000.0,-200000000.0
Net Business Purchase And Sale,,,-219654452.37,
Purchase Of Business,,,-219654452.37,
Net PPE Purchase And Sale,-800176780.37,-602015035.5,-584034733.52,-604175177.01
Sale Of PPE,36849278.03,36302257.22,12692146.84,10440269.55
Purchase Of PPE,-837026058.4,-638317292.72,-596726880.36,-614615446.56
Capital Expenditure Reported,,,,
Operating Cash Flow,751338988.37,-1350375311.36,1370655408.25,791071609.73
Change In Working Capital,-341431065.35,-2793315796.28,-845528140.17,-166851545.34
Change In Other Current Assets,-214630057.22,-23185665.68,-40269762.42,-9554411.4
Change In Payable,-63123971.02,898369836.68,-21209375.14,972282700.2
Change In Inventory,900413378.88,-1688732853.12,117438289.49,-760141919.25
Change In Receivables,-964090415.99,-1979767114.16,-901487292.1,-369437914.89
Other Non Cash Items,143059301.11,71106178.68,26934153.1,28389144.28
Deferred Tax,,,,
Depreciation And Amortization,321357172.58,257451098.93,183488603.42,142132453.66
Amortization Cash Flow,30850203.22,36528356.66,8516360.88,5568541.91
Depreciation,290506969.36,220922742.27,174972242.54,136563911.75
Gain Loss On Investment Securities,-112127909.61,175410040.39,430563771.96,-140072737.09
Gain Loss On Sale Of PPE,8621569.81,8325617.35,24471080.42,18372867.86
Net Income From Continuing Operations,528386525.87,850109977.2,1487559023.91,846047486.09
Cash Flowsfromusedin Operating Activities Direct,751338988.37,-1350375311.36,1370655408.25,791071609.73
Taxes Refund Paid Direct,277986555.37,459930563.54,336284911.9,416721035.96
Classesof Cash Payments,-12597211676.56,-11550498775.32,-12609729069.89,-9302048397.47
Other Cash Paymentsfrom Operating Activities,-716473878.28,-680262174.52,-633020850.9,-524046664.93
Paymentson Behalfof Employees,-968625859.05,-817790399.46,-587155777.58,-447860665.81
Paymentsto Suppliersfor Goodsand Services,-10912111939.23,-10052446201.34,-11389552441.41,-8330141066.73
Classesof Cash Receiptsfrom Operating Activities,13070564109.56,9740192900.42,13644099566.24,9676398971.24
Other Cash Receiptsfrom Operating Activities,90242236.59,110710124.45,71618947.34,53367659.63
Receiptsfrom Customers,12980321872.97,9629482775.97,13572480618.9,9623031311.61
