,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,-709164754.31,-942735174.97,-679522095.54,463552376.37
Repayment Of Debt,-981000000.0,-195000000.0,-372000000.0,-649000000.0
Issuance Of Debt,1712685858.54,730000000.0,286000000.0,387000000.0
Capital Expenditure,-789850092.8,-952593320.78,-550132746.63,-239321211.02
End Cash Position,868854373.71,970824393.2,1545327028.22,3484608219.36
Beginning Cash Position,970824393.2,1545327028.22,3484608219.36,99395778.06
Changes In Cash,-101970019.49,-574502635.02,-1939281191.14,3385212441.3
Financing Cash Flow,667024636.1,479929017.42,-468098458.41,3026381121.12
Net Other Financing Charges,-42945149.1,-20725223.71,-182940804.34,3310572843.29
Cash Dividends Paid,-21716073.34,-34345758.87,-199157654.07,-22191722.17
Net Issuance Payments Of Debt,731685858.54,535000000.0,-86000000.0,-262000000.0
Net Long Term Debt Issuance,731685858.54,535000000.0,-86000000.0,-262000000.0
Long Term Debt Payments,-981000000.0,-195000000.0,-372000000.0,-649000000.0
Long Term Debt Issuance,1712685858.54,730000000.0,286000000.0,387000000.0
Investing Cash Flow,-849679994.08,-1064289798.25,-1341793383.82,-344042267.21
Net Other Investing Changes,,,,
Net Investment Purchase And Sale,-62086122.65,-111851344.72,-791785162.72,-104839250.0
Sale Of Investment,51384356.74,194734175.28,2266455157.28,330750.0
Purchase Of Investment,-113470479.39,-306585520.0,-3058240320.0,-105170000.0
Net PPE Purchase And Sale,-787593871.43,-952438453.53,-550008221.1,-239203017.21
Sale Of PPE,2256221.37,154867.25,124525.53,118193.81
Purchase Of PPE,-789850092.8,-952593320.78,-550132746.63,-239321211.02
Operating Cash Flow,80685338.49,9858145.81,-129389348.91,702873587.39
Change In Working Capital,-88680917.09,-207625897.69,-455112835.72,-655370517.14
Change In Other Current Assets,-59393148.49,-26997499.99,-24933673.97,-6205250.0
Change In Payable,922076595.46,160545380.55,118699417.26,-1147707942.78
Change In Inventory,-1204127365.67,-241224067.2,-368794429.78,1321677369.17
Change In Receivables,252763001.61,-99949711.05,-180084149.23,-823134693.53
Other Non Cash Items,27245459.71,20402268.0,10926540.68,28641388.72
Depreciation And Amortization,186304005.72,130339829.51,82302440.79,78708959.48
Amortization Cash Flow,7261276.58,6544604.46,3275456.75,1885378.09
Depreciation,179042729.14,123795225.05,79026984.04,76823581.39
Gain Loss On Investment Securities,-52020786.13,-30777608.27,-126071538.58,-700856.24
Gain Loss On Sale Of PPE,301821.76,444223.79,244289.74,85642.69
Net Income From Continuing Operations,63651883.17,-86496702.2,211768194.53,1176829073.63
Cash Flowsfromusedin Operating Activities Direct,80685338.49,9858145.81,-129389348.91,702873587.39
Taxes Refund Paid Direct,-36633772.84,-159044599.16,-142256684.83,-379222608.24
Classesof Cash Payments,-2122510617.33,-1160024538.42,-1696109522.54,-2028455442.01
Other Cash Paymentsfrom Operating Activities,-62082534.75,-34813417.96,-48911855.28,-44896989.05
Paymentson Behalfof Employees,-181784754.47,-152621877.64,-122869953.88,-140150686.68
Paymentsto Suppliersfor Goodsand Services,-1878643328.11,-972589242.82,-1524327713.38,-1843407766.28
Classesof Cash Receiptsfrom Operating Activities,2239829728.66,1328927283.39,1708976858.46,3110551637.64
Other Cash Receiptsfrom Operating Activities,49618912.91,67286549.05,193819179.92,111137893.15
Receiptsfrom Customers,2190210815.75,1261640734.34,1515157678.54,2999413744.49
