,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,187428017.8,222914941.4,148662449.55,89105463.93
Repayment Of Debt,-213500000.0,-462759000.0,-204000000.0,-604900000.0
Issuance Of Debt,35000000.0,354236083.35,57000000.0,549000000.0
Capital Expenditure,-10352564.65,-15560837.36,-40329837.19,-21761448.74
End Cash Position,276856635.11,262976686.04,176334614.88,200835544.71
Beginning Cash Position,262976686.04,176334614.88,200835544.71,190359606.53
Effect Of Exchange Rate Changes,6460755.63,3555327.66,-10775231.31,3986676.82
Changes In Cash,7419193.44,83086743.5,-13725698.52,6489261.36
Financing Cash Flow,-180073212.08,-127283549.51,-174591674.1,-70664216.57
Net Other Financing Charges,4682649.03,-2194698.36,-969936.61,17684187.6
Cash Dividends Paid,-6255861.11,-16565934.5,-26621737.49,-32448404.17
Net Issuance Payments Of Debt,-178500000.0,-108522916.65,-147000000.0,-55900000.0
Net Long Term Debt Issuance,-178500000.0,-108522916.65,-147000000.0,-55900000.0
Long Term Debt Payments,-213500000.0,-462759000.0,-204000000.0,-604900000.0
Long Term Debt Issuance,35000000.0,354236083.35,57000000.0,549000000.0
Investing Cash Flow,-10288176.93,-28105485.75,-28126311.16,-33713434.74
Net Other Investing Changes,,,,
Net Investment Purchase And Sale,42317.84,,12192526.03,-12000000.0
Sale Of Investment,15842317.84,,12192526.03,
Purchase Of Investment,-15800000.0,,,-12000000.0
Net Business Purchase And Sale,,-12897836.39,,
Purchase Of Business,,-12897836.39,,
Net PPE Purchase And Sale,-10330494.77,-15207649.36,-40318837.19,-21713434.74
Sale Of PPE,22069.88,353188.0,11000.0,48014.0
Purchase Of PPE,-10352564.65,-15560837.36,-40329837.19,-21761448.74
Capital Expenditure Reported,,,,
Operating Cash Flow,197780582.45,238475778.76,188992286.74,110866912.67
Change In Working Capital,53130283.6,104413897.75,54301733.72,-34641731.44
Change In Other Current Assets,-1357535.3,-175862.48,171306.52,-548254.05
Change In Payable,101439298.78,282145527.31,-35739020.85,97212823.35
Change In Inventory,44749484.99,-84162141.72,80660823.27,-58409574.99
Change In Receivables,-91700964.87,-93393625.36,9208624.78,-72896725.75
Other Non Cash Items,659165.25,12876583.97,12373440.07,33238034.58
Deferred Tax,,,,
Depreciation And Amortization,33056170.04,30150649.57,24321899.35,26364987.29
Amortization Cash Flow,1676260.6,1502995.65,1014963.18,1487499.06
Depreciation,31379909.44,28647653.92,23306936.17,24877488.23
Gain Loss On Investment Securities,-42317.84,,17701997.92,-6764131.72
Gain Loss On Sale Of PPE,85395.09,221127.58,1302.56,29333.94
Net Income From Continuing Operations,94235166.81,82771397.74,65934096.41,81975951.2
Cash Flowsfromusedin Operating Activities Direct,197780582.45,238475778.76,188992286.74,110866912.67
Taxes Refund Paid Direct,-43672433.87,-48239203.29,-63945372.33,-12987101.38
Classesof Cash Payments,-1534597756.23,-978969488.51,-1228605015.96,-1238938761.42
Other Cash Paymentsfrom Operating Activities,-180324733.97,-118184364.52,-65701788.84,-83145409.75
Paymentson Behalfof Employees,-112761872.04,-94037896.16,-84248072.53,-77872993.67
Paymentsto Suppliersfor Goodsand Services,-1241511150.22,-766747227.83,-1078655154.59,-1077920358.0
Classesof Cash Receiptsfrom Operating Activities,1776050772.55,1265684470.56,1481542675.03,1362792775.47
Other Cash Receiptsfrom Operating Activities,169569580.15,42659129.71,57251622.08,54763686.53
Receiptsfrom Customers,1606481192.4,1223025340.85,1424291052.95,1308029088.94
