,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,58862043.62,83476056.27,184240585.74,-74596797.36
Issuance Of Debt,40000000.0,,,
Capital Expenditure,-268510152.45,-174398271.07,-127872119.65,-205323359.49
End Cash Position,85479719.95,246355549.96,204248145.02,112978410.75
Beginning Cash Position,246355549.96,204248145.02,112978410.75,149093134.93
Effect Of Exchange Rate Changes,-133736.23,22330.66,41600.82,-32000.04
Changes In Cash,-160742093.78,42085074.28,91228133.45,-36082724.14
Financing Cash Flow,-320795925.35,-161658196.57,-75507357.68,-134792907.57
Net Other Financing Charges,-64004919.52,-61637610.73,25844554.44,-64881034.32
Cash Dividends Paid,-296791005.83,-100020585.84,-101351912.12,-69911873.25
Net Issuance Payments Of Debt,40000000.0,,,
Net Long Term Debt Issuance,40000000.0,,,
Long Term Debt Issuance,40000000.0,,,
Investing Cash Flow,-167318364.5,-54131056.49,-145377214.26,-32016378.7
Net Other Investing Changes,-34907770.83,-123265638.89,137562278.14,-387295587.5
Net Investment Purchase And Sale,134794299.92,243067866.61,-160212825.16,560515606.22
Sale Of Investment,1193548130.05,1481114656.0,2427536783.64,4399405606.22
Purchase Of Investment,-1058753830.13,-1238046789.39,-2587749608.8,-3838890000.0
Net PPE Purchase And Sale,-267204893.59,-173933284.21,-122726667.24,-205236397.42
Sale Of PPE,1305258.86,464986.86,5145452.41,86962.07
Purchase Of PPE,-268510152.45,-174398271.07,-127872119.65,-205323359.49
Capital Expenditure Reported,,,,
Operating Cash Flow,327372196.07,257874327.34,312112705.39,130726562.13
Change In Working Capital,-108163328.13,-122839973.08,87785632.78,-53566421.07
Change In Other Current Assets,-3517281.98,-4946631.23,-6726553.85,150793.55
Change In Payable,129863300.86,-55235286.97,109723190.7,18309734.34
Change In Inventory,-85696371.17,-45684224.16,-12537844.14,-38517755.28
Change In Receivables,-148812975.84,-16973830.72,-2673159.93,-33509193.68
Other Non Cash Items,2380804.38,-251402.23,-166347.37,-1700976.34
Deferred Tax,,,,
Depreciation And Amortization,60493823.44,54213548.76,56174166.62,42873733.29
Amortization Cash Flow,3182481.32,2813969.83,2610784.97,2576610.59
Depreciation,57311342.12,51399578.93,53563381.65,40297122.7
Gain Loss On Investment Securities,-10712904.63,-12026381.32,-7712208.6,-17246166.04
Gain Loss On Sale Of PPE,1125471.19,3647796.42,9438373.72,3150811.6
Net Income From Continuing Operations,376190408.71,329060868.83,158340092.89,153652462.61
Cash Flowsfromusedin Operating Activities Direct,327372196.07,257874327.34,312112705.39,130726562.13
Taxes Refund Paid Direct,-185106253.48,-214701695.31,-135719029.39,-138132025.12
Classesof Cash Payments,-2022047245.06,-1628005146.84,-1226952644.37,-1211349628.52
Other Cash Paymentsfrom Operating Activities,-170189511.2,-118552939.93,-111663535.49,-111512485.89
Paymentson Behalfof Employees,-322676000.19,-249265209.19,-216149037.24,-190927969.16
Paymentsto Suppliersfor Goodsand Services,-1529181733.67,-1260186997.72,-899140071.64,-908909173.47
Classesof Cash Receiptsfrom Operating Activities,2534525694.61,2100581169.49,1674784379.15,1480208215.77
Other Cash Receiptsfrom Operating Activities,53083553.7,46859508.65,15284431.2,27811758.85
Receiptsfrom Customers,2481442140.91,2053721660.84,1659499947.95,1452396456.92
