,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,3615065842.0,3615065842.0,3615065842.0,3633066000.0
Share Issued,3615065842.0,3615065842.0,3615065842.0,3633066000.0
Net Debt,1691286078.26,,,27674143.23
Total Debt,8625500113.1,6983775666.96,6102260999.58,10604418156.92
Tangible Book Value,21777769163.68,21018886433.5,19216568224.43,14538369574.27
Invested Capital,29767410996.67,26886517598.74,23061834748.68,21868734406.84
Working Capital,20783433650.59,19707799806.72,17845130464.72,16691416259.06
Net Tangible Assets,21777769163.68,21018886433.5,19216568224.43,14538369574.27
Capital Lease Obligations,30335037.99,42270056.78,4041506.79,13875529.33
Common Stock Equity,22431731792.87,21619357642.66,19831127703.56,15348231856.94
Total Capitalization,27588564858.26,24874679471.73,21645193270.87,20288972377.69
Total Equity Gross Minority Interest,28155497819.01,26901291868.01,25032803262.6,19223657935.68
Minority Interest,5723766026.14,5281934225.35,5201675559.04,3875426078.74
Stockholders Equity,22431731792.87,21619357642.66,19831127703.56,15348231856.94
Treasury Stock,,,,188009096.18
Retained Earnings,15837776911.38,15173077126.24,13499073383.67,9605265296.73
Additional Paid In Capital,,,133440707.51,0.0
Capital Stock,3615065842.0,3615065842.0,3615065842.0,3633066000.0
Common Stock,3615065842.0,3615065842.0,3615065842.0,3633066000.0
Total Liabilities Net Minority Interest,17225421698.65,13595363180.43,11613390230.71,15484098720.96
Total Non Current Liabilities Net Minority Interest,6345050737.47,4347225206.87,2292920036.34,5442547663.88
Other Non Current Liabilities,4825761.96,2142517.96,2615151.97,16415652.94
Tradeand Other Payables Non Current,592057203.23,481319368.41,42404926.41,37893847.68
Non Current Deferred Revenue,484264131.12,479691247.66,349890906.25,348963647.32
Non Current Deferred Taxes Liabilities,76735537.78,86480186.99,79901977.61,84658465.86
Long Term Debt And Capital Lease Obligation,5187168103.38,3297591885.85,1818107074.1,4954616050.08
Long Term Capital Lease Obligation,30335037.99,42270056.78,4041506.79,13875529.33
Long Term Debt,5156833065.39,3255321829.07,1814065567.31,4940740520.75
Current Liabilities,10880370961.18,9248137973.56,9320470194.37,10041551057.08
Other Current Liabilities,2183294837.71,1818846654.52,931437669.63,196874045.33
Current Debt And Capital Lease Obligation,3438332009.72,3686183781.11,4284153925.48,5649802106.84
Current Debt,2178846138.41,2011838127.01,1416641477.81,1579762029.15
Payables,4978078255.61,3310755066.56,3842625285.15,3872938248.97
Dividends Payable,125157503.94,57959332.94,64599102.94,83632213.03
Total Tax Payable,127508129.55,174417157.0,404621893.26,750265849.16
Accounts Payable,4293308604.0,2621630206.84,2745167788.3,2522775367.5
Total Assets,45380919517.66,40496655048.44,36646193493.31,34707756656.64
Total Non Current Assets,13717114905.89,11540717268.16,9480592834.22,7974789340.5
Other Non Current Assets,793536031.46,785392432.61,229223061.44,166930750.47
Non Current Deferred Assets,617205582.9,706014490.64,610321467.12,306362259.29
Non Current Deferred Taxes Assets,503415604.94,522082052.91,716221439.86,568552496.48
Investmentin Financial Assets,1272351627.48,1243547147.24,1160359583.18,1209657297.89
Available For Sale Securities,1272351627.48,1243547147.24,1160359583.18,1209657297.89
Long Term Equity Investment,690009766.55,679896389.46,282156689.69,278230028.64
Investment Properties,47812263.33,24793450.63,85223458.3,77820225.66
Goodwill And Other Intangible Assets,653962629.19,600471209.16,614559479.13,809862282.67
Other Intangible Assets,622213572.91,568722152.88,582810422.85,789049385.05
Goodwill,31749056.28,31749056.28,31749056.28,20812897.62
Net PPE,9137709547.43,6961917311.97,5752026660.88,4502870614.59
Accumulated Depreciation,-4487042150.37,-3971765441.45,-3557383132.35,-3344974774.57
Gross PPE,13624751697.8,10933682753.42,9309409793.23,7847845389.16
Construction In Progress,2084137934.95,1438531845.95,1299647629.26,306706382.6
Other Properties,379659845.39,385894074.93,302805835.06,283099854.18
Machinery Furniture Equipment,6945445879.63,5205279364.02,4217171039.06,3797698944.82
Buildings And Improvements,,,,
Properties,4215508037.83,3903977468.52,3489785289.85,3460340207.56
Current Assets,31663804611.77,28955937780.28,27165600659.09,26732967316.14
Other Current Assets,898251837.34,425657337.82,672559787.56,278404111.28
Prepaid Assets,488258759.9,497490403.43,478454286.71,552547573.62
Inventory,15975157886.27,14825839876.71,14505304399.84,10324534763.67
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Other Inventories,224827980.57,,,
Finished Goods,14044386414.42,12370983751.45,11153504499.3,7634372247.47
Work In Process,619024465.55,938416435.5,1335322528.26,882874301.02
Raw Materials,1086919025.73,1516439689.76,2016477372.28,1807288215.18
Other Receivables,4749928385.82,4019296000.96,4363983035.88,4509891434.67
Accounts Receivable,3418479678.9,3501582827.24,2192386138.05,3840758619.23
Allowance For Doubtful Accounts Receivable,,-292197840.37,-266480566.26,-317308718.75
Gross Accounts Receivable,,3793780667.61,2458866704.31,4158067337.98
Cash Cash Equivalents And Short Term Investments,6133728063.54,5686071334.12,4952913011.05,7226830813.67
Other Short Term Investments,489334938.0,384101618.0,505119936.0,734002407.0
Cash And Cash Equivalents,5644393125.54,5301969716.12,4447793075.05,6492828406.67
Cash Equivalents,577898417.61,611416962.06,537176414.88,463476179.59
Cash Financial,5066494707.93,4690552754.06,3910616660.17,6029352227.08
