,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,161838169.43,218470892.78,175932177.38,242971928.71
Repayment Of Debt,-120000000.0,-80000000.0,0.0,0.0
Issuance Of Debt,120000000.0,80000000.0,0.0,0.0
Capital Expenditure,-37606432.27,-19590341.71,-24601862.2,-2273960.28
End Cash Position,512196672.91,717432324.03,608834540.9,557224206.33
Beginning Cash Position,717432324.03,608834540.9,557224206.33,769575663.1
Effect Of Exchange Rate Changes,932688.64,677591.32,4251256.42,-1127176.0
Changes In Cash,-206168339.76,107920191.81,47359078.15,-211224280.77
Financing Cash Flow,-128434279.16,-48509502.54,-93734493.6,-67882950.22
Net Other Financing Charges,-1087079.65,-1406669.2,-396493.6,-1212950.22
Cash Dividends Paid,-127347199.51,-47102833.34,-93338000.0,-66670000.0
Net Issuance Payments Of Debt,0.0,0.0,0.0,0.0
Net Long Term Debt Issuance,0.0,0.0,0.0,0.0
Long Term Debt Payments,-120000000.0,-80000000.0,0.0,0.0
Long Term Debt Issuance,120000000.0,80000000.0,0.0,0.0
Investing Cash Flow,-277178662.3,-81631540.14,-59440467.83,-388587219.54
Net Other Investing Changes,,,,
Net Investment Purchase And Sale,-239572230.03,-62045198.43,-34838605.63,-386313259.26
Sale Of Investment,4372345120.08,3422563698.31,2781662798.05,5036001690.74
Purchase Of Investment,-4611917350.11,-3484608896.74,-2816501403.68,-5422314950.0
Net Business Purchase And Sale,,,0.0,0.0
Sale Of Business,,,0.0,0.0
Purchase Of Business,,,0.0,0.0
Net PPE Purchase And Sale,-37606432.27,-19586341.71,-24601862.2,-2273960.28
Sale Of PPE,,4000.0,0.0,0.0
Purchase Of PPE,-37606432.27,-19590341.71,-24601862.2,-2273960.28
Capital Expenditure Reported,,,,
Operating Cash Flow,199444601.7,238061234.49,200534039.58,245245888.99
Change In Working Capital,-9552665.0,-58477538.68,-25762920.87,11338651.27
Change In Other Current Assets,-2198497.17,-3972329.32,-15379788.29,-444.14
Change In Payable,-13153103.08,-9043035.4,30866586.19,20521818.48
Change In Inventory,1140814.15,3422663.68,-4905106.15,513561.06
Change In Receivables,4658121.1,-48884837.64,-36344612.62,-9696284.13
Other Non Cash Items,-19920034.42,-913226.02,-715579.73,1040146.25
Deferred Tax,,,,
Depreciation And Amortization,4754525.81,5123285.03,4335216.72,3585500.14
Amortization Cash Flow,327275.68,283246.13,136257.03,
Depreciation,4427250.13,4840038.9,4198959.69,3585500.14
Gain Loss On Investment Securities,-79805908.35,-18767255.34,68992993.97,-52482871.69
Gain Loss On Sale Of PPE,-125639.03,75879.64,,25520.32
Net Income From Continuing Operations,303956987.35,310501098.42,153481132.67,281695918.97
Cash Flowsfromusedin Operating Activities Direct,199444601.7,238061234.49,200534039.58,245245888.99
Taxes Refund Paid Direct,-56325866.75,-77600782.5,-49072709.69,-63332525.81
Classesof Cash Payments,-163079404.93,-154831581.94,-145179871.0,-112346196.52
Other Cash Paymentsfrom Operating Activities,-39236787.31,-22567276.38,-20743599.42,-19273545.69
Paymentson Behalfof Employees,-83380273.23,-83745474.41,-74519420.09,-57819870.07
Paymentsto Suppliersfor Goodsand Services,-40462344.39,-48518831.15,-49916851.49,-35252780.76
Classesof Cash Receiptsfrom Operating Activities,418849873.38,470493598.93,394786620.27,420924611.32
Other Cash Receiptsfrom Operating Activities,7421615.27,20452867.01,36238969.72,43549084.91
Receiptsfrom Customers,411428258.11,450040731.92,358547650.55,377375526.41
