,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,273047596.0,273184096.0,273202096.0,272907096.0
Share Issued,273047596.0,273184096.0,273202096.0,272907096.0
Net Debt,216254666.84,343603080.49,210732452.67,55529370.39
Total Debt,610244222.7,586031209.87,439822624.19,347204223.95
Tangible Book Value,1657922002.54,1570018874.77,1392572526.81,1259837052.74
Invested Capital,2807086585.37,2716703319.53,2381949759.05,2154108402.5
Working Capital,665305142.35,784558436.88,604851249.08,633278667.41
Net Tangible Assets,1657922002.54,1570018874.77,1392572526.81,1259837052.74
Capital Lease Obligations,199380.35,3400464.39,6464704.1,7380964.48
Common Stock Equity,2232069998.4,2147100760.21,1973739227.75,1842222326.69
Total Capitalization,2383947117.04,2345614319.53,2103239227.75,1958722326.69
Total Equity Gross Minority Interest,2234316189.9,2164666867.26,1993620849.84,1864445422.48
Minority Interest,2246191.5,17566107.05,19881622.09,22223095.79
Stockholders Equity,2232069998.4,2147100760.21,1973739227.75,1842222326.69
Treasury Stock,0.0,7033384.0,13400564.0,16343000.0
Retained Earnings,989187284.26,919334823.97,761277663.42,646504794.56
Additional Paid In Capital,914172785.69,907783758.28,903351799.28,897883082.46
Capital Stock,273046796.0,273047596.0,273184096.0,272907096.0
Common Stock,273046796.0,273047596.0,273184096.0,272907096.0
Total Liabilities Net Minority Interest,1343508907.39,1238507232.76,1141319157.73,1013577622.4
Total Non Current Liabilities Net Minority Interest,160829128.55,213790812.15,147008140.41,133716111.37
Non Current Deferred Revenue,8258543.12,8523051.56,8787560.0,9152068.44
Non Current Deferred Taxes Liabilities,494086.44,3353736.88,2255876.31,683078.45
Long Term Debt And Capital Lease Obligation,152076498.99,201914023.71,135964704.1,123880964.48
Long Term Capital Lease Obligation,199380.35,3400464.39,6464704.1,7380964.48
Long Term Debt,151877118.64,198513559.32,129500000.0,116500000.0
Current Liabilities,1182679778.84,1024716420.61,994311017.32,879861511.03
Other Current Liabilities,5699979.71,5126862.26,10629713.28,17093159.8
Current Debt And Capital Lease Obligation,458167723.71,384117186.16,303857920.09,223323259.47
Current Debt,423139468.33,371089000.0,278710531.3,195386075.81
Payables,674747865.38,608812592.72,596099239.24,507816727.45
Other Payable,25054731.69,45349418.14,43891580.3,40596273.4
Total Tax Payable,75977141.68,83361580.59,53535915.54,30494429.03
Accounts Payable,573715992.01,480101593.99,498671743.4,436726025.02
Total Assets,3577825097.29,3403174100.02,3134940007.57,2878023044.88
Total Non Current Assets,1729840176.1,1593899242.53,1535777741.17,1364882866.44
Other Non Current Assets,46170723.39,60716460.85,73085488.73,131842216.76
Non Current Deferred Assets,48165653.08,33582485.45,32403148.3,4804412.93
Non Current Deferred Taxes Assets,50007317.93,44906010.04,34300783.09,27706326.45
Investmentin Financial Assets,444500.0,36843375.82,48955200.0,49818552.93
Available For Sale Securities,444500.0,36843375.82,48955200.0,49818552.93
Long Term Equity Investment,,,,0.0
Investment Properties,199021048.08,205005619.92,267355057.99,7399558.68
Goodwill And Other Intangible Assets,574147995.86,577081885.44,581166700.94,582385273.95
Other Intangible Assets,54375170.81,57309060.39,61393875.89,62135989.1
Goodwill,519772825.05,519772825.05,519772825.05,520249284.85
Net PPE,808685343.35,632665040.78,494574162.73,556912983.72
Accumulated Depreciation,-128631264.5,-104129257.99,-87503414.04,-75426578.54
Gross PPE,937316607.85,736794298.77,582077576.77,632339562.26
Construction In Progress,51049762.19,262056520.99,180059451.47,346499601.4
Other Properties,43699709.69,43127785.02,44867371.14,38422267.9
Machinery Furniture Equipment,149266276.49,75281493.7,75619919.69,62320787.18
Buildings And Improvements,,,,
Properties,693300859.48,356328499.06,281530834.47,185096905.78
Current Assets,1847984921.19,1809274857.49,1599162266.4,1513140178.44
Other Current Assets,27922127.74,24672124.72,15432286.51,12827788.35
Prepaid Assets,41120377.79,27789917.39,53885444.07,77563490.95
Inventory,556226345.69,553394950.93,679274719.37,628935792.93
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Finished Goods,175442315.11,177549574.34,137934260.92,133110936.73
Work In Process,328954126.34,302703559.73,464093606.54,430116948.62
Raw Materials,51829904.24,73141816.86,77246851.91,65707907.58
Other Receivables,103736875.83,96825420.1,90743639.47,105769526.7
Accounts Receivable,759138216.08,849893555.34,535409148.0,431686874.09
Allowance For Doubtful Accounts Receivable,-194465275.01,-178140157.22,-123206726.43,-104267143.82
Gross Accounts Receivable,953603491.09,1028033712.56,658615874.43,535954017.91
Cash Cash Equivalents And Short Term Investments,359840978.06,256698889.01,224417028.98,256356705.42
Other Short Term Investments,1079057.93,30699410.18,26938950.35,
Cash And Cash Equivalents,358761920.13,225999478.83,197478078.63,256356705.42
Cash Equivalents,19489058.84,5383663.01,18676410.2,39411328.45
Cash Financial,339272861.29,220615815.82,178801668.43,216945376.97
