,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,2148392892.0,2079177952.0,2079131039.0,1995704423.0
Share Issued,2148392892.0,2079177952.0,2079131039.0,1995704423.0
Net Debt,2992254361.6,1219117273.54,1409912365.19,1339855387.84
Total Debt,4215783796.43,3345852000.78,3256149970.54,2899021637.14
Tangible Book Value,5396016733.05,4901189836.41,4687801528.72,4089024522.19
Invested Capital,9869189901.99,8348798126.99,8250186416.25,7304398946.63
Working Capital,3748128655.94,3345031068.94,3570274836.31,3301724276.66
Net Tangible Assets,5396016733.05,4901189836.41,4687801528.72,4089024522.19
Capital Lease Obligations,9156663.26,7749824.98,8940494.93,11691195.35
Common Stock Equity,5759381112.35,5270540279.88,5061686116.15,4461569184.06
Total Capitalization,6302683498.47,5904846511.62,5733997176.64,4964133522.79
Total Equity Gross Minority Interest,5889743183.31,5383690475.31,5367536531.72,4732091235.64
Minority Interest,130362070.96,113150195.43,305850415.57,270522051.58
Stockholders Equity,5759381112.35,5270540279.88,5061686116.15,4461569184.06
Other Equity Interest,48077919.94,89776178.23,89805965.85,89867127.41
Treasury Stock,66039500.0,66039500.0,98421147.82,
Retained Earnings,2693645512.66,2512601644.82,2364551462.66,2083130774.86
Additional Paid In Capital,571230210.5,359396172.91,393516798.64,144525956.28
Capital Stock,2148392892.0,2079177952.0,2079131039.0,1995704423.0
Common Stock,2148392892.0,2079177952.0,2079131039.0,1995704423.0
Total Liabilities Net Minority Interest,6736912802.17,5929040255.48,5490997710.37,5398235273.45
Total Non Current Liabilities Net Minority Interest,675291146.83,760635196.96,805218034.74,621079046.51
Non Current Deferred Revenue,102975959.12,106066374.52,92593557.8,67254262.07
Non Current Deferred Taxes Liabilities,19856138.33,12512765.72,31372921.52,39569250.36
Long Term Debt And Capital Lease Obligation,552459049.38,642056056.72,681251555.42,514255534.08
Long Term Capital Lease Obligation,9156663.26,7749824.98,8940494.93,11691195.35
Long Term Debt,543302386.12,634306231.74,672311060.49,502564338.73
Current Liabilities,6061621655.34,5168405058.52,4685779675.63,4777156226.94
Other Current Liabilities,402825504.55,333920385.02,363493036.01,578115532.77
Current Debt And Capital Lease Obligation,3663324747.05,2703795944.06,2574898415.12,2384766103.06
Current Debt,3566506403.52,2443951615.37,2516189239.61,2340265423.84
Payables,1973220212.96,2103735788.4,1705007017.07,1779826677.83
Other Payable,273257187.0,249982820.59,205634906.06,483112230.95
Total Tax Payable,72140726.31,51222345.28,48201067.17,71376266.09
Accounts Payable,1627822299.65,1802530622.53,1451171043.84,1225338180.79
Total Assets,12626655985.48,11312730730.79,10858534242.09,10130326509.09
Total Non Current Assets,2816905674.2,2799294603.33,2602479730.15,2051446005.49
Other Non Current Assets,7830636.65,10958487.67,23570897.84,23176265.32
Non Current Deferred Assets,2234564.83,2791655.72,4829186.66,4036762.98
Non Current Deferred Taxes Assets,92503218.65,79601830.51,78711144.53,74216195.77
Investmentin Financial Assets,198529196.35,197482184.82,166694401.11,125218852.05
Available For Sale Securities,198529196.35,197482184.82,166694401.11,125218852.05
Long Term Equity Investment,425385489.15,404452579.82,405263918.26,181429999.41
Goodwill And Other Intangible Assets,363364379.3,369350443.47,373884587.43,372544661.87
Other Intangible Assets,265920726.35,271906790.52,276440934.48,275101008.92
Goodwill,97443652.95,97443652.95,97443652.95,97443652.95
Net PPE,1727058189.27,1734657421.32,1549525594.32,1270823268.09
Accumulated Depreciation,-1347556361.41,-1298492037.18,-1181523053.21,-1077941061.15
Gross PPE,3074614550.68,3033149458.5,2731048647.53,2348764329.24
Construction In Progress,13187909.23,68185765.68,112303203.49,126544602.82
Other Properties,112444827.59,106565544.14,101157603.61,95070160.28
Machinery Furniture Equipment,1894601455.96,1840016615.53,1629254274.45,1528930450.63
Buildings And Improvements,,,,
Properties,1054380357.9,1018381533.15,888333565.98,598219115.51
Current Assets,9809750311.28,8513436127.46,8256054511.94,8078880503.6
Other Current Assets,412952925.28,64953572.88,40494357.07,52262768.24
Prepaid Assets,144232749.4,89526472.58,93207414.34,87018101.29
Inventory,1780064213.26,1601569524.79,1480048355.33,1642720763.69
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Finished Goods,1505348558.92,1292784807.21,1188303267.54,1413360444.71
Work In Process,109202049.89,149580410.56,126859692.1,78858400.73
Raw Materials,165513604.45,159204307.02,164885395.69,150501918.25
Other Receivables,2279940908.52,1750072593.07,1958792763.06,1768407373.64
Accounts Receivable,4075005086.78,3110796784.88,2724342173.38,2990343970.82
Allowance For Doubtful Accounts Receivable,-215281979.61,-164472327.23,-143536498.63,-160096190.5
Gross Accounts Receivable,4290287066.39,3275269112.11,2867878672.01,3150440161.32
Cash Cash Equivalents And Short Term Investments,1117554428.04,1896517179.26,1959169448.76,1538127525.92
Other Short Term Investments,,37376605.69,180581513.85,35153151.19
Cash And Cash Equivalents,1117554428.04,1859140573.57,1778587934.91,1502974374.73
Cash Equivalents,404630398.18,822796032.56,540273039.73,248472475.32
Cash Financial,712924029.86,1036344541.01,1238314895.18,1254501899.41
