,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,407981429.0,404654990.0,404720290.0,404720290.0
Share Issued,407981429.0,404654990.0,404720290.0,404720290.0
Total Debt,1561912291.15,1455786165.3,1448195369.66,1538698852.46
Tangible Book Value,19554166740.62,19144607769.38,15749752596.27,12686305410.36
Invested Capital,24471078081.13,22846030520.18,19222736204.2,15816125487.05
Working Capital,12851350448.18,13365758831.97,11488176302.55,10265479350.7
Net Tangible Assets,19554166740.62,19144607769.38,15749752596.27,12686305410.36
Capital Lease Obligations,44361169.94,42925920.63,44681333.27,44099327.08
Common Stock Equity,22999514866.29,22074934790.14,18048750031.22,14573728469.7
Total Capitalization,24228679163.12,22701558501.79,19133736204.2,15736125487.05
Total Equity Gross Minority Interest,26102444731.59,25032257846.86,20805346863.16,17236818743.13
Minority Interest,3102929865.3,2957323056.72,2756596831.94,2663090273.43
Stockholders Equity,22999514866.29,22074934790.14,18048750031.22,14573728469.7
Treasury Stock,630635262.46,781780794.25,599988293.66,239979595.11
Retained Earnings,17483361985.47,17143218001.53,13385610134.89,10016121198.86
Additional Paid In Capital,3367691393.49,3242113281.98,3257889490.83,3257889490.83
Capital Stock,407981429.0,404654990.0,404720290.0,404720290.0
Common Stock,407981429.0,404654990.0,404720290.0,404720290.0
Total Liabilities Net Minority Interest,4948673308.81,5711393077.95,5222243229.46,5278950777.65
Total Non Current Liabilities Net Minority Interest,1529773106.43,912296429.85,1411630892.9,1503618453.37
Other Non Current Liabilities,242631.83,172925.69,307037.5,253050.0
Non Current Deferred Revenue,154007815.35,120543239.36,135123934.01,151709341.26
Non Current Deferred Taxes Liabilities,101997192.48,122030632.52,146532415.14,145159717.68
Long Term Debt And Capital Lease Obligation,1273525466.77,669549632.28,1129667506.25,1206496344.43
Long Term Capital Lease Obligation,44361169.94,42925920.63,44681333.27,44099327.08
Long Term Debt,1229164296.83,626623711.65,1084986172.98,1162397017.35
Current Liabilities,3418900202.38,4799096648.1,3810612336.56,3775332324.28
Other Current Liabilities,174695625.33,235309425.69,335193153.1,322819722.38
Current Debt And Capital Lease Obligation,288386824.38,786236533.02,318527863.41,332202508.03
Current Debt,242398918.01,144472018.39,89000000.0,80000000.0
Payables,2484298824.55,3405900582.77,2611893029.0,2437655655.3
Other Payable,1546077101.53,2225912279.36,1784402083.09,1445730313.79
Dividends Payable,61419.32,61419.32,61419.32,129392241.12
Total Tax Payable,166391312.33,388861696.83,198909492.75,238781516.96
Accounts Payable,771768991.37,791065187.26,628520033.84,623751583.43
Total Assets,31051118040.4,30743650924.81,26027590092.62,22515769520.78
Total Non Current Assets,14780867389.84,12578795444.74,10728801453.51,8474957845.8
Other Non Current Assets,910121444.12,1235711326.18,1252320071.94,840823851.15
Non Current Deferred Assets,150812360.01,122653680.77,88648810.43,36391703.63
Non Current Deferred Taxes Assets,339076426.26,285360401.62,220572300.23,148104986.96
Investmentin Financial Assets,320965000.17,212870496.49,84546633.95,133178697.85
Available For Sale Securities,320965000.17,212870496.49,84546633.95,133178697.85
Long Term Equity Investment,290882176.01,962395825.12,1060301041.68,977175157.07
Investment Properties,190019182.53,89842362.1,93386635.78,92918383.28
Goodwill And Other Intangible Assets,3445348125.67,2930327020.76,2298997434.95,1887423059.34
Other Intangible Assets,3366643319.87,2880993377.92,2240307406.74,1822872889.73
Goodwill,78704805.8,49333642.84,58690028.21,64550169.61
Net PPE,9133642675.07,6739634331.7,5630028524.55,4358942006.52
Accumulated Depreciation,,-1432257269.47,-1172047039.98,-972285498.5
Gross PPE,9133642675.07,8171891601.17,6802075564.53,5331227505.02
Construction In Progress,2987711846.68,2850236949.19,2298274282.96,2042567568.8
Other Properties,6145930828.39,234006687.47,232085964.96,179508626.45
Machinery Furniture Equipment,,3183866236.58,2594629563.93,1885214549.11
Buildings And Improvements,,,,1223936760.66
Properties,,1903781727.93,1677085752.68,1223936760.66
Current Assets,16270250650.56,18164855480.07,15298788639.11,14040811674.98
Other Current Assets,293212817.93,199424165.87,174999210.88,126825524.28
Assets Held For Sale Current,,,,
Prepaid Assets,737221388.26,619759741.1,1096934235.04,967115982.31
Inventory,4754637807.03,4956286771.35,4654057252.42,4360089081.39
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Other Inventories,3350336522.07,3683898816.94,3376655368.07,3421859794.84
Finished Goods,437029632.12,253551611.3,237791844.87,218456512.58
Work In Process,319438475.44,326589578.4,294753868.36,198080623.3
Raw Materials,647833177.4,692246764.71,744856171.12,521692150.67
Other Receivables,1641782608.7,1581331918.02,1597297068.86,1416595909.22
Accounts Receivable,2721104819.36,3214279382.15,2196988082.17,1421062459.88
Allowance For Doubtful Accounts Receivable,,-97508899.81,-52082628.14,-41727323.53
Gross Accounts Receivable,,3311788281.96,2249070710.31,1462789783.41
Cash Cash Equivalents And Short Term Investments,6122291209.28,7593773501.58,5578512789.74,5749122717.9
Other Short Term Investments,24958223.28,9961227.49,,
Cash And Cash Equivalents,6097332986.0,7583812274.09,5578512789.74,5749122717.9
Cash Equivalents,73626366.68,45207952.55,122103526.61,150689719.05
Cash Financial,6023706619.32,7538604321.54,5456409263.13,5598432998.85
