,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,1663911378.0,1663911378.0,1663911378.0,1663911378.0
Share Issued,1663911378.0,1663911378.0,1663911378.0,1663911378.0
Net Debt,,609699998.79,717084796.95,
Total Debt,2285762102.07,2820834526.13,2618358466.01,216517314.02
Tangible Book Value,7665547111.67,5792812863.83,4888000547.61,4150052263.32
Invested Capital,9624513186.7,8423973542.66,7189759484.94,4620416381.55
Working Capital,2353167926.7,1172971084.11,829582616.52,2416552855.86
Net Tangible Assets,7665547111.67,5792812863.83,4888000547.61,4150052263.32
Capital Lease Obligations,179596024.47,207219488.59,230805049.49,2974500.62
Common Stock Equity,7916811035.17,6151990120.67,5187569558.63,4620416381.55
Total Capitalization,8516314021.03,7573964225.21,6701350341.15,4620416381.55
Total Equity Gross Minority Interest,10723115416.08,8542208144.71,7408302897.39,5001030500.98
Minority Interest,2806304380.91,2390218024.04,2220733338.76,380614119.43
Stockholders Equity,7916811035.17,6151990120.67,5187569558.63,4620416381.55
Treasury Stock,220015940.99,520802985.2,300787044.21,
Retained Earnings,5427338050.01,3811493217.07,3079159820.2,2678742115.49
Additional Paid In Capital,626736519.64,300910000.0,626613563.85,626613563.85
Capital Stock,1663911378.0,1663911378.0,1663911378.0,1663911378.0
Common Stock,1663911378.0,1663911378.0,1663911378.0,1663911378.0
Total Liabilities Net Minority Interest,9605453197.04,10175584604.74,10135991558.7,3052575433.26
Total Non Current Liabilities Net Minority Interest,5554438659.73,6453175557.48,6856108665.17,1710961515.58
Other Non Current Liabilities,2379728060.63,2445097844.14,2591131458.07,1631258967.18
Tradeand Other Payables Non Current,59167832.67,62474516.56,62336784.87,72692844.29
Non Current Deferred Revenue,6838500.83,1755500.75,2072500.67,2119500.59
Non Current Deferred Taxes Liabilities,2329605255.27,2314654102.9,2455982089.55,1915702.9
Long Term Debt And Capital Lease Obligation,779099010.33,1629193593.13,1744585832.01,2974500.62
Long Term Capital Lease Obligation,179596024.47,207219488.59,230805049.49,2974500.62
Long Term Debt,599502985.86,1421974104.54,1513780782.52,
Current Liabilities,4051014537.31,3722409047.26,3279882893.53,1341613917.68
Other Current Liabilities,672771.76,1187306.36,298435.77,148967.82
Current Debt And Capital Lease Obligation,1506663091.74,1191640933.0,873772634.0,213542813.4
Current Debt,1108199165.67,850009317.45,488409143.79,
Payables,1780059724.78,1516407134.85,1723509823.79,733861098.91
Other Payable,396537195.94,490964125.86,601479871.79,137022606.7
Total Tax Payable,698951345.1,472985750.24,270639916.69,156437056.57
Accounts Payable,684571183.74,552457258.75,851390035.31,440401435.64
Total Assets,20328568613.12,18717792749.45,17544294456.09,8053605934.24
Total Non Current Assets,13924386149.11,13822412618.08,13434828946.04,4295439160.7
Other Non Current Assets,206516336.78,208804052.9,141051692.55,178226424.18
Non Current Deferred Assets,350312.5,399062.5,483812.5,2919918.73
Non Current Deferred Taxes Assets,67228646.44,17482453.95,53977774.63,5215086.59
Long Term Equity Investment,3955645.67,373480577.43,357818699.45,1989150.21
Goodwill And Other Intangible Assets,251263923.5,359177256.84,299569011.02,470364118.23
Other Intangible Assets,209295034.42,317208367.76,257600121.94,428395229.15
Goodwill,41968889.08,41968889.08,41968889.08,41968889.08
Net PPE,13393880476.09,12860203799.53,12577956322.26,3631640224.41
Accumulated Depreciation,-13797798749.92,-12302433316.77,-10729499729.1,-7760251421.67
Gross PPE,27191679226.01,25162637116.3,23307456051.36,11391891646.08
Construction In Progress,677866937.65,592313143.29,676834260.62,435626268.25
Other Properties,7203666665.99,6136861193.24,5190962861.31,1494692359.02
Machinery Furniture Equipment,7588575058.34,7270790296.96,6862468713.89,5582196637.88
Buildings And Improvements,,,,
Properties,11721570564.03,11162672482.81,10577190215.54,3879376380.93
Current Assets,6404182464.01,4895380131.37,4109465510.05,3758166773.54
Other Current Assets,141333280.01,103110739.87,89135252.73,45673524.43
Hedging Assets Current,5251800.0,13470040.0,,
Prepaid Assets,276484571.3,83944159.32,99560307.68,50036959.03
Inventory,2540318023.51,2406909238.08,2164627536.11,1412093605.72
Inventories Adjustments Allowances,0.0,0.0,0.0,-629697.28
Other Inventories,,792978271.95,,78424904.74
Finished Goods,110803868.44,157175159.27,157690443.12,366465331.76
Work In Process,1577437753.47,1456145556.86,1197711183.5,941901979.55
Raw Materials,852076401.6,793588521.95,809225909.49,25931086.95
Other Receivables,96187623.04,95539876.98,53448273.07,382680391.06
Accounts Receivable,587165738.54,513213184.61,368874179.78,25260050.51
Allowance For Doubtful Accounts Receivable,,-17933.22,-460461.27,-1073813.93
Gross Accounts Receivable,587165738.54,513231117.83,369334641.05,26333864.44
Cash Cash Equivalents And Short Term Investments,2757441427.61,1679192892.51,1333819960.68,1842422242.79
Other Short Term Investments,9998984.68,16909469.31,48714831.32,17673300.11
Cash And Cash Equivalents,2747442442.93,1662283423.2,1285105129.36,1824748942.68
Cash Equivalents,230543475.83,387648693.18,232560622.86,16786032.44
Cash Financial,2516898967.1,1274634730.02,1052544506.5,1807962910.24
