,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,-191117657.59,-396522807.92,-429416634.66,-570217159.91
Repayment Of Debt,-285140067.94,-211829890.04,-216272200.15,-24714811.24
Issuance Of Debt,393926406.17,312799142.64,202566231.53,279685074.9
Capital Expenditure,-18601345.54,-129351007.95,-140374470.9,-327148118.73
End Cash Position,248719957.82,526400496.91,550631997.45,797314646.14
Beginning Cash Position,526400496.91,550631997.45,797314646.14,839094950.34
Effect Of Exchange Rate Changes,4532.33,-50556.47,163260.58,227893.57
Changes In Cash,-277685071.42,-24180944.07,-246845909.27,-42008197.77
Financing Cash Flow,85612698.42,70293676.69,159464406.24,219322481.71
Net Other Financing Charges,-8264079.0,-16220251.21,188299218.64,-30105563.55
Cash Dividends Paid,-14909560.81,-14455324.7,-15128843.78,-5542218.4
Net Issuance Payments Of Debt,108786338.23,100969252.6,-13705968.62,254970263.66
Net Long Term Debt Issuance,108786338.23,100969252.6,-13705968.62,254970263.66
Long Term Debt Payments,-285140067.94,-211829890.04,-216272200.15,-24714811.24
Long Term Debt Issuance,393926406.17,312799142.64,202566231.53,279685074.9
Investing Cash Flow,-190781457.79,172697179.21,-117268151.75,-18261638.3
Net Other Investing Changes,-236488100.0,284000000.0,2540000.0,271000000.0
Net Investment Purchase And Sale,15618377.6,17808968.09,20566149.15,37727771.4
Sale Of Investment,15618377.6,17808968.09,20566149.15,37727771.4
Net Business Purchase And Sale,48663920.15,,,
Sale Of Business,48663920.15,,,
Net PPE Purchase And Sale,-18575655.54,-129111788.88,-140374300.9,-326989409.7
Sale Of PPE,25690.0,239219.07,170.0,158709.03
Purchase Of PPE,-18601345.54,-129351007.95,-140374470.9,-327148118.73
Capital Expenditure Reported,,,,
Operating Cash Flow,-172516312.05,-267171799.97,-289042163.76,-243069041.18
Change In Working Capital,12979641.35,15595100.3,23971630.51,8587480.41
Change In Payable,-35107090.08,16561598.2,99375143.8,24826779.35
Change In Inventory,9488617.28,-3393188.23,-17369919.29,-21968077.2
Change In Receivables,38598114.15,2426690.33,-58033594.0,5728778.26
Other Non Cash Items,11814713.39,11030581.41,7755959.81,2428662.43
Depreciation And Amortization,41738977.78,45361863.61,51275301.35,44041546.34
Amortization Cash Flow,24296348.74,33899753.11,36945911.28,34108209.07
Depreciation,17442629.04,11462110.5,14329390.07,9933337.27
Gain Loss On Investment Securities,-84175390.57,-16662443.2,-19943863.98,-38013519.93
Gain Loss On Sale Of PPE,34031.68,3081220.77,13589.54,-3402.56
Net Income From Continuing Operations,-201382610.39,-328964344.09,-356764082.52,-265269400.72
Cash Flowsfromusedin Operating Activities Direct,-172516312.05,-267171799.97,-289042163.76,-243069041.18
Taxes Refund Paid Direct,-4210447.28,6386181.57,54045860.32,12259366.56
Classesof Cash Payments,-359854327.3,-419299100.58,-507667697.77,-349360309.34
Other Cash Paymentsfrom Operating Activities,-174874986.52,-211754244.46,-267341768.01,-59550210.85
Paymentson Behalfof Employees,-125449789.59,-144557535.19,-150359813.84,-115851541.52
Paymentsto Suppliersfor Goodsand Services,-59529551.19,-62987320.93,-89966115.92,-173958556.97
Classesof Cash Receiptsfrom Operating Activities,191548462.53,145741119.04,164579673.69,94031901.6
Other Cash Receiptsfrom Operating Activities,17694401.99,37708115.17,83537840.77,39210967.32
Receiptsfrom Customers,173854060.54,108033003.87,81041832.92,54820934.28
