,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,549034794.0,549034794.0,549034794.0,549034794.0
Share Issued,549034794.0,549034794.0,549034794.0,549034794.0
Total Debt,72702441.77,67622811.98,78937901.66,67360643.19
Tangible Book Value,2534160298.13,2576813194.31,2537482235.7,2407898271.95
Invested Capital,2841257204.42,2880788595.4,2854639997.58,2723937479.57
Working Capital,1708640349.79,1743830809.57,1653953424.88,1640478030.8
Net Tangible Assets,2534160298.13,2576813194.31,2537482235.7,2407898271.95
Capital Lease Obligations,56410937.75,60240762.02,69809022.12,64269997.4
Common Stock Equity,2829250904.72,2880788595.4,2854639997.58,2723937479.57
Total Capitalization,2829250904.72,2880788595.4,2854639997.58,2723937479.57
Total Equity Gross Minority Interest,2998779864.7,3057281893.31,3035379227.81,2909560524.34
Minority Interest,169528959.98,176493297.91,180739230.23,185623044.77
Stockholders Equity,2829250904.72,2880788595.4,2854639997.58,2723937479.57
Retained Earnings,1073163744.65,1140792717.68,1119021948.04,1053330242.8
Additional Paid In Capital,681136910.67,681136910.67,681136910.67,681136910.67
Capital Stock,549034794.0,549034794.0,549034794.0,549034794.0
Common Stock,549034794.0,549034794.0,549034794.0,549034794.0
Total Liabilities Net Minority Interest,1568641173.71,1512074052.48,1688670876.39,1630860043.15
Total Non Current Liabilities Net Minority Interest,127457299.22,143364244.0,139711193.71,185079623.5
Tradeand Other Payables Non Current,18133142.56,22043790.05,9304650.35,68044236.7
Non Current Deferred Revenue,52913218.91,61079691.93,60597521.24,52765389.4
Long Term Debt And Capital Lease Obligation,56410937.75,60240762.02,69809022.12,64269997.4
Long Term Capital Lease Obligation,56410937.75,60240762.02,69809022.12,64269997.4
Current Liabilities,1441183874.49,1368709808.48,1548959682.68,1445780419.65
Other Current Liabilities,108728417.51,106542639.55,198123582.7,152445653.79
Current Debt And Capital Lease Obligation,16291504.02,7382049.96,9128879.54,3090645.79
Current Debt,12006299.7,,,
Payables,1177422782.92,1071449068.75,1236125846.12,1035220296.99
Other Payable,160336137.62,191979727.02,210125750.3,194179091.35
Total Tax Payable,29892673.91,34499656.77,30323647.3,17836811.26
Accounts Payable,987193971.39,844969684.96,995676448.52,823204394.38
Total Assets,4567421038.41,4569355945.79,4724050104.2,4540420567.49
Total Non Current Assets,1417596814.13,1456815327.74,1521136996.64,1454162117.04
Other Non Current Assets,1797844.51,3881594.32,5463771.29,26120085.56
Non Current Deferred Assets,89996.59,119995.39,630028.22,2459916.69
Non Current Deferred Taxes Assets,69954798.12,48679381.71,40254549.04,43155623.15
Investmentin Financial Assets,725406.75,725406.75,725406.75,725406.75
Available For Sale Securities,725406.75,725406.75,725406.75,725406.75
Long Term Equity Investment,20537601.34,20762370.7,20160245.83,19547071.48
Goodwill And Other Intangible Assets,295090606.59,303975401.09,317157761.88,316039207.62
Other Intangible Assets,295090606.59,303975401.09,317157761.88,316039207.62
Net PPE,1029400560.23,1078671177.78,1136745233.63,1046114805.79
Accumulated Depreciation,,-1134467715.29,-1062925255.19,-1020551215.78
Gross PPE,1029400560.23,2213138893.07,2199670488.82,2066666021.57
Construction In Progress,102036668.56,25899278.48,54993122.34,183203839.23
Other Properties,927363891.67,1426378114.4,1389177999.05,1239291089.47
Machinery Furniture Equipment,,7609687.57,8074522.41,7321813.9
Buildings And Improvements,,,,
Properties,,753251812.62,747424845.02,636849278.97
Current Assets,3149824224.28,3112540618.05,3202913107.56,3086258450.45
Other Current Assets,2020138.68,2843760.47,10476634.83,23917370.75
Prepaid Assets,23472668.76,32003679.68,35730982.1,61188601.61
Inventory,353947599.58,433369944.37,428004832.38,494047511.73
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Other Inventories,4380891.17,5455279.33,7548919.98,17632203.96
Finished Goods,129867244.7,162095214.56,179917178.09,210292104.77
Work In Process,105498777.11,143802212.31,104844098.06,108613289.57
Raw Materials,114200686.6,122017238.17,135694636.25,157509913.43
Other Receivables,466874946.78,431638513.77,495695977.02,467376610.91
Accounts Receivable,674316361.81,603840417.75,474667879.5,290993323.18
Allowance For Doubtful Accounts Receivable,,-42996750.44,-19738636.03,-37794998.95
Gross Accounts Receivable,,646837168.19,494406515.53,328788322.13
Cash Cash Equivalents And Short Term Investments,1629192508.67,1608844302.01,1758336801.73,1748735032.27
Other Short Term Investments,245873945.21,,230000000.0,364000000.0
Cash And Cash Equivalents,1383318563.46,1608844302.01,1528336801.73,1384735032.27
Cash Equivalents,1295208981.07,1071571461.15,67416268.24,21114966.95
Cash Financial,79369454.67,522663686.43,1460920533.49,1363620065.32
