,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,383456555.0,384595355.0,384226985.0,381915845.0
Share Issued,383456555.0,384595355.0,384226985.0,381915845.0
Total Debt,891306527.26,1564132710.03,1978362416.89,1504178195.44
Tangible Book Value,4099461138.34,3778766915.57,3520216270.82,3241819283.68
Invested Capital,5008247448.02,5280840743.5,5754908946.18,5106950421.81
Working Capital,1927554208.83,2083920078.16,1609220834.51,1846561315.68
Net Tangible Assets,4099461138.34,3778766915.57,3520216270.82,3241819283.68
Capital Lease Obligations,22895614.33,32251092.16,39927591.72,40202356.42
Common Stock Equity,4322255796.74,4130609170.71,3973442615.88,3715682843.77
Total Capitalization,4426063258.04,4331712896.93,4503570079.93,4412109991.22
Total Equity Gross Minority Interest,4323910658.38,4128732399.97,3972055311.37,3717194953.45
Minority Interest,1654861.64,-1876770.74,-1387304.51,1512109.68
Stockholders Equity,4322255796.74,4130609170.71,3973442615.88,3715682843.77
Treasury Stock,19333607.4,36088915.4,51569889.27,27462933.7
Retained Earnings,1543966772.51,1327371278.78,1252154167.06,1027995167.68
Additional Paid In Capital,2268099469.48,2268099469.48,2240772121.35,2182891185.2
Capital Stock,383456555.0,384595355.0,384226985.0,381915845.0
Common Stock,383456555.0,384595355.0,384226985.0,381915845.0
Total Liabilities Net Minority Interest,2170261575.11,2579564285.43,2888652316.28,2789184813.53
Total Non Current Liabilities Net Minority Interest,217293332.69,325285749.13,671801540.79,903326684.91
Other Non Current Liabilities,27368186.39,26687996.45,25474858.35,30274603.61
Tradeand Other Payables Non Current,,,,68597292.39
Non Current Deferred Revenue,52067019.52,46056605.71,32558747.7,19234254.97
Non Current Deferred Taxes Liabilities,11155051.15,19186328.59,43712878.97,48591030.07
Long Term Debt And Capital Lease Obligation,126703075.63,233354818.38,570055055.77,736629503.87
Long Term Capital Lease Obligation,22895614.33,32251092.16,39927591.72,40202356.42
Long Term Debt,103807461.3,201103726.22,530127464.05,696427147.45
Current Liabilities,1952968242.42,2254278536.3,2216850775.49,1885858128.62
Other Current Liabilities,10197332.18,16643296.5,1128157.51,1332571.1
Current Debt And Capital Lease Obligation,764603451.63,1330777891.65,1408307361.12,767548691.57
Current Debt,582184189.98,949127846.57,1251338866.25,694840430.59
Payables,1136392488.36,868494496.74,769169381.24,1082359311.14
Other Payable,170412170.49,153556640.0,153249822.07,124215937.79
Dividends Payable,373981.68,134364.44,109241.16,87983.0
Total Tax Payable,60959623.45,58610755.52,37975600.18,27100548.76
Accounts Payable,904646712.74,656192736.78,577834717.83,930954841.59
Total Assets,6494172233.49,6708296685.4,6860707627.65,6506379766.98
Total Non Current Assets,2613649782.24,2370098070.94,3034636017.65,2773960322.68
Other Non Current Assets,332117514.26,222658509.25,843522255.97,825370741.1
Non Current Deferred Assets,10468082.93,7995226.09,6353256.79,2059851.2
Non Current Deferred Taxes Assets,119248886.08,96699009.06,72804841.27,68614234.47
Investmentin Financial Assets,10000000.0,10000000.0,10000000.0,
Available For Sale Securities,10000000.0,10000000.0,10000000.0,
Long Term Equity Investment,4083428.78,,,
Goodwill And Other Intangible Assets,222794658.4,351842255.14,453226345.06,473863560.09
Other Intangible Assets,222794658.4,216352870.67,239547143.18,266033772.03
Goodwill,,135489384.47,213679201.88,207829788.06
Net PPE,1914937211.79,1680903071.4,1648729318.56,1404051935.82
Accumulated Depreciation,,-536870305.09,-380560485.45,-245033490.48
Gross PPE,1914937211.79,2217773376.49,2029289804.01,1649085426.3
Construction In Progress,225499167.3,59542986.46,181004959.03,158048673.6
Other Properties,1689438044.49,116487241.62,127172713.62,119269361.42
Machinery Furniture Equipment,,855580036.09,744240242.76,599750898.53
Buildings And Improvements,,,,
Properties,,1186163112.32,976871888.6,772016492.75
Current Assets,3880522451.25,4338198614.46,3826071610.0,3732419444.3
Other Current Assets,50243044.62,892477733.44,78236437.02,90998563.27
Prepaid Assets,13023188.19,13181714.94,10621557.24,18926004.23
Inventory,892336416.3,740332938.84,802703333.12,826281124.32
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Finished Goods,411561880.54,369218169.16,395557052.54,415713793.06
Work In Process,5157082.26,2512306.41,2104213.91,11529868.93
Raw Materials,475617453.5,368602463.27,405042066.67,399037462.33
Other Receivables,135474966.46,113403233.48,40382669.98,109800214.35
Accounts Receivable,605238898.78,452665769.06,408203371.84,415424643.63
Allowance For Doubtful Accounts Receivable,,-26472604.71,-23954981.23,-23211605.43
Gross Accounts Receivable,,479138373.77,432158353.07,438636249.06
Cash Cash Equivalents And Short Term Investments,2184205936.9,2126137224.7,2485924240.8,2270988894.5
Other Short Term Investments,179025395.09,8863781.75,1514699.38,31194249.02
Cash And Cash Equivalents,2005180541.81,2117273442.95,2484409541.42,2239794645.48
Cash Equivalents,111949225.64,176249.75,75396937.05,76639295.93
Cash Financial,1893127912.04,2076046837.43,2409012604.37,2163155349.55
