,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,1477976940.0,1487706540.0,1487706540.0,1441216681.0
Share Issued,1477976940.0,1487706540.0,1487706540.0,1441216681.0
Net Debt,,,,
Total Debt,61158428.99,229918578.1,231369226.59,304535949.3
Tangible Book Value,3886102445.25,3663666481.96,3041656960.99,2538177869.29
Invested Capital,4176684917.28,4133422920.32,3467787590.69,3099355999.3
Working Capital,2627135121.91,2417272228.13,1961634592.81,1752065672.62
Net Tangible Assets,3886102445.25,3663666481.96,3041656960.99,2538177869.29
Capital Lease Obligations,2404281.7,2264796.78,1090398.7,2562969.51
Common Stock Equity,4119484917.28,3907182648.12,3294418873.87,2799089395.59
Total Capitalization,4119484917.28,3907182648.12,3294418873.87,2879089395.59
Total Equity Gross Minority Interest,4154300823.69,3914400434.56,3311400551.83,2808161529.27
Minority Interest,34815906.41,7217786.44,16981677.96,9072133.68
Stockholders Equity,4119484917.28,3907182648.12,3294418873.87,2799089395.59
Treasury Stock,12995265.87,55813019.17,70099797.21,
Retained Earnings,1738215210.84,1554072637.71,950407885.68,684727599.66
Additional Paid In Capital,761735382.33,793870625.86,821197261.66,573813903.48
Capital Stock,1477976940.0,1487706540.0,1487706540.0,1441216681.0
Common Stock,1477976940.0,1487706540.0,1487706540.0,1441216681.0
Total Liabilities Net Minority Interest,2535630553.32,3355347191.59,3926105973.13,2526258516.7
Total Non Current Liabilities Net Minority Interest,59944705.15,61944464.61,66306436.66,144102127.77
Other Non Current Liabilities,,,,
Non Current Deferred Revenue,41288277.79,43153863.85,46248244.01,49635247.08
Non Current Deferred Taxes Liabilities,16252145.66,16525803.98,18967793.95,11903911.18
Long Term Debt And Capital Lease Obligation,2404281.7,2264796.78,1090398.7,82562969.51
Long Term Capital Lease Obligation,2404281.7,2264796.78,1090398.7,2562969.51
Long Term Debt,,,,80000000.0
Current Liabilities,2475685848.17,3293402726.98,3859799536.47,2382156388.93
Other Current Liabilities,428051921.01,388001783.79,498550716.97,434053860.81
Current Debt And Capital Lease Obligation,58754147.29,227653781.32,230278827.89,221972979.79
Current Debt,57200000.0,226240272.2,173368716.82,220266603.71
Payables,1035268666.48,1213168629.7,1457018462.78,1172547556.55
Other Payable,86572027.44,106970518.64,328057427.97,331960915.66
Total Tax Payable,37072856.27,85486460.31,60622721.34,24734073.48
Accounts Payable,911623782.77,1020711650.75,1068338313.47,815852567.41
Total Assets,6689931377.01,7269747626.15,7237506524.96,5334420045.97
Total Non Current Assets,1587110406.93,1559072671.04,1416072395.68,1200197984.42
Other Non Current Assets,42468293.73,48041926.19,80014288.99,24490671.37
Non Current Deferred Assets,4900395.67,5099517.05,3557551.54,5247448.8
Non Current Deferred Taxes Assets,60116880.45,47502655.97,41389072.38,29196428.72
Long Term Equity Investment,58734859.78,63869053.83,43233132.34,35698527.88
Goodwill And Other Intangible Assets,233382472.03,243516166.16,252761912.88,260911526.3
Other Intangible Assets,192792740.7,192961869.17,202207615.89,210357229.31
Goodwill,40589731.33,50554296.99,50554296.99,50554296.99
Net PPE,1187507505.27,1151043351.84,995116437.55,844653381.35
Accumulated Depreciation,-785844653.7,-676279719.0,-600972106.87,-521383830.33
Gross PPE,1973352158.97,1827323070.84,1596088544.42,1366037211.68
Construction In Progress,67065196.86,72863581.23,136049904.69,10543387.62
Other Properties,96055356.89,83930930.56,75098475.06,56598471.61
Machinery Furniture Equipment,856991799.45,764656591.79,591160440.64,519567478.92
Buildings And Improvements,,,,
Properties,953239805.77,905871967.26,793779724.03,779327873.53
Current Assets,5102820970.08,5710674955.11,5821434129.28,4134222061.55
Other Current Assets,61741596.11,109818032.05,50539269.37,38054200.48
Prepaid Assets,81320134.23,76845087.89,153722158.82,143420456.65
Inventory,1529266983.96,2006164622.17,1838193401.1,1139002371.03
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Other Inventories,22042813.32,29075197.06,21685985.08,6652993.56
Finished Goods,1148485340.91,1484404330.23,1091365009.17,666368374.17
Work In Process,183792565.11,295834936.34,435685413.63,283388523.45
Raw Materials,174946264.62,196850158.54,289456993.22,182592479.85
Other Receivables,885439728.14,1044088797.69,1270973543.43,1056682919.33
Accounts Receivable,1171103351.02,928966565.41,735251658.48,597498504.2
Allowance For Doubtful Accounts Receivable,-236365130.3,-158921002.02,-115700647.85,-75792409.52
Gross Accounts Receivable,1407468481.32,1087887567.43,850952306.33,673290913.72
Cash Cash Equivalents And Short Term Investments,1373949176.62,1544791849.9,1772754098.08,1159563609.86
Other Short Term Investments,849202495.72,80114446.1,392244316.2,701718023.29
Cash And Cash Equivalents,524746680.9,1464677403.8,1380509781.88,457845586.57
Cash Equivalents,33556736.99,87637224.6,197981190.73,144360273.97
Cash Financial,491189943.91,1377040179.2,1182528591.15,313485312.6
