,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,296386293.0,296386293.0,296386293.0,283354981.0
Share Issued,296386293.0,296386293.0,296386293.0,283354981.0
Total Debt,18030343.06,5481287.43,16633239.22,760109.47
Tangible Book Value,830813000.99,833478151.86,803823036.95,611642358.23
Invested Capital,869034970.9,864704220.82,844876528.73,633686514.89
Working Capital,656193257.42,658409694.96,643429056.07,469143759.14
Net Tangible Assets,830813000.99,833478151.86,803823036.95,611642358.23
Capital Lease Obligations,3095906.79,2933433.28,4956090.89,
Common Stock Equity,856524656.94,864104220.82,834865417.62,633686514.89
Total Capitalization,856524656.94,864104220.82,834865417.62,633686514.89
Total Equity Gross Minority Interest,859775624.49,864573065.64,834556867.72,634139126.62
Minority Interest,3250967.55,468844.82,-308549.9,452611.73
Stockholders Equity,856524656.94,864104220.82,834865417.62,633686514.89
Retained Earnings,323141495.3,332365813.6,303780005.23,264170864.99
Additional Paid In Capital,192018323.71,194356257.25,292498693.42,140309052.79
Capital Stock,296386293.0,296386293.0,197590862.0,188903321.0
Common Stock,296386293.0,296386293.0,197590862.0,188903321.0
Total Liabilities Net Minority Interest,333015017.42,398471223.6,344477626.74,351451730.55
Total Non Current Liabilities Net Minority Interest,11735070.19,6410904.77,12674209.46,11232900.6
Other Non Current Liabilities,1142922.84,1024249.2,1634469.04,1318882.9
Tradeand Other Payables Non Current,320000.0,320000.0,320000.0,320000.0
Non Current Deferred Revenue,6985796.81,1964986.78,5679038.27,9594017.7
Non Current Deferred Taxes Liabilities,190443.75,168235.51,84611.26,
Long Term Debt And Capital Lease Obligation,3095906.79,2933433.28,4956090.89,
Long Term Capital Lease Obligation,3095906.79,2933433.28,4956090.89,
Current Liabilities,321279947.23,392060318.83,331803417.28,340218829.95
Other Current Liabilities,2351601.88,4225261.54,12154405.39,2171254.99
Current Debt And Capital Lease Obligation,14934436.27,2547854.15,11677148.33,760109.47
Current Debt,12510313.96,600000.0,10011111.11,
Payables,240848571.16,267201441.18,249164319.02,294175911.99
Other Payable,35216577.87,38348985.65,48692846.97,97761847.46
Dividends Payable,218159.93,218159.93,218159.93,206439.67
Total Tax Payable,36547162.34,42375006.03,49359784.41,39431162.87
Accounts Payable,168866671.02,186259289.57,150893527.71,156776461.99
Total Assets,1192790641.91,1263044289.24,1179034494.46,985590857.17
Total Non Current Assets,215317437.26,212574275.45,203802021.11,176228268.08
Non Current Deferred Assets,908216.12,1306485.19,626003.37,
Non Current Deferred Taxes Assets,33081939.18,27755780.7,23721730.0,16814143.02
Long Term Equity Investment,132409638.15,129584866.31,122234520.31,118524569.17
Goodwill And Other Intangible Assets,25711655.95,30626068.96,31042380.67,22044156.66
Other Intangible Assets,25711655.95,30626068.96,31042380.67,22044156.66
Net PPE,23205987.86,23301074.29,26177386.76,18845399.23
Accumulated Depreciation,-26935242.15,-24995484.56,-22926950.81,-21531348.98
Gross PPE,50141230.01,48296558.85,49104337.57,40376748.21
Other Properties,20292095.4,18447424.24,19447665.83,10891537.66
Machinery Furniture Equipment,4332408.71,4332408.71,4139945.84,3968484.65
Buildings And Improvements,,,,
Properties,25516725.9,25516725.9,25516725.9,25516725.9
Current Assets,977473204.65,1050470013.79,975232473.35,809362589.09
Other Current Assets,83706890.88,471380.33,388701.74,1025486.23
Prepaid Assets,38105137.45,37579907.46,54872773.09,27067807.41
Inventory,91525615.7,159112208.92,118853196.43,112097455.64
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Other Inventories,64100895.29,138855377.22,98391426.46,93123989.54
Finished Goods,14781868.69,11023891.1,6898551.15,7607732.81
Work In Process,5187897.75,1348400.25,1491393.31,3600707.74
Raw Materials,7454953.97,7884540.35,12071825.51,7765025.55
Other Receivables,103656289.79,100784962.26,102567391.89,110169488.7
Accounts Receivable,184386810.9,251223346.71,216147148.77,298969483.37
Allowance For Doubtful Accounts Receivable,-89427624.65,-82763671.49,-80404828.11,-67348599.87
Gross Accounts Receivable,273814435.55,333987018.2,296551976.88,366318083.24
Cash Cash Equivalents And Short Term Investments,476092459.93,501298208.11,482403261.43,260032867.74
Other Short Term Investments,,,50053424.66,
Cash And Cash Equivalents,476092459.93,501298208.11,432349836.77,260032867.74
Cash Equivalents,8466069.57,9236597.02,14592992.2,14116192.79
Cash Financial,467626390.36,492061611.09,417756844.57,245916674.95
