,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,4501984831.0,4501973746.0,4501946097.0,4501548184.0
Share Issued,4501984831.0,4501973746.0,4501946097.0,4501548184.0
Net Debt,51736334752.11,20726330111.73,,10224822191.67
Total Debt,84205272232.71,45384217471.77,30892857933.5,18214423803.14
Tangible Book Value,43135554089.95,56330386740.11,57734374112.23,34025605138.96
Invested Capital,116640659155.49,101673606424.32,86567256787.19,50409773380.9
Working Capital,9654843260.31,23903693050.67,39153196732.84,389370225.43
Net Tangible Assets,43135554089.95,56330386740.11,57734374112.23,34025605138.96
Capital Lease Obligations,5294627751.6,3215951423.18,2906711682.49,2500641465.8
Common Stock Equity,48455869630.76,61528838529.7,60793209105.63,37183020306.85
Total Capitalization,114762434736.97,101459590305.73,86479489662.97,49034543239.2
Total Equity Gross Minority Interest,57919151498.73,73829384486.41,73241505740.22,41301805244.99
Minority Interest,9463281867.97,12300545956.71,12448296634.59,4118784938.14
Stockholders Equity,48455869630.76,61528838529.7,60793209105.63,37183020306.85
Other Equity Interest,1964851844.22,1964915462.95,1965085659.43,
Treasury Stock,2001450171.83,,,
Retained Earnings,23008946223.65,34660319189.03,35849514547.42,15225053765.81
Additional Paid In Capital,16105035681.54,16112902457.39,16121030216.25,16108230834.72
Capital Stock,4501984831.0,4501973746.0,4501946097.0,4501548184.0
Common Stock,4501984831.0,4501973746.0,4501946097.0,4501548184.0
Total Liabilities Net Minority Interest,137997611563.26,90533776973.25,72333483014.23,46593391984.0
Total Non Current Liabilities Net Minority Interest,81459536201.82,51193302997.44,35976135099.97,18233745574.09
Other Non Current Liabilities,999985012.93,559416370.93,177993077.06,
Tradeand Other Payables Non Current,5913805303.69,4494335324.11,4780207027.23,2298194839.69
Non Current Deferred Revenue,888029384.86,960698361.51,867530196.5,900673699.85
Non Current Deferred Taxes Liabilities,2056523642.53,2032149741.68,1557412559.35,682712636.4
Long Term Debt And Capital Lease Obligation,71601192857.81,43146703199.21,28592992239.83,14352164398.15
Long Term Capital Lease Obligation,5294627751.6,3215951423.18,2906711682.49,2500641465.8
Long Term Debt,66306565106.21,39930751776.03,25686280557.34,11851522932.35
Current Liabilities,56538075361.44,39340473975.81,36357347914.26,28359646409.91
Other Current Liabilities,1717037516.44,340891721.23,459848194.6,309800341.69
Current Debt And Capital Lease Obligation,12604079374.9,2237514272.56,2299865693.67,3862259404.99
Current Debt,1878224418.52,214016118.59,87767124.22,1375230141.7
Payables,39068044674.96,32915851263.28,28127410802.9,21075558858.44
Other Payable,3695211442.43,4721022542.57,5283744896.08,2150378803.0
Dividends Payable,,,,
Total Tax Payable,322065136.12,645414576.79,2974081003.57,815986908.56
Accounts Payable,35050768096.41,27549414143.92,19869584903.25,18109193146.88
Total Assets,195916763061.99,164363161459.66,145574988754.45,87895197228.99
Total Non Current Assets,129723844440.24,101118994433.18,70064444107.35,59146180593.65
Other Non Current Assets,2956730320.49,5085435306.61,2703584777.25,2440626665.32
Non Current Deferred Assets,492576899.04,280316186.83,359564900.07,261810537.42
Non Current Deferred Taxes Assets,4056103100.16,2830375286.03,1924960856.49,612117399.13
Investmentin Financial Assets,164644891.69,164883208.04,157342805.53,156697846.96
Available For Sale Securities,164644891.69,164883208.04,157342805.53,156697846.96
Long Term Equity Investment,2306695375.1,377318071.06,390587150.21,455798325.58
Investment Properties,98457919.87,103085073.79,107712227.79,112342965.02
Goodwill And Other Intangible Assets,5320315540.81,5198451789.59,3058834993.4,3157415167.89
Other Intangible Assets,4851075557.58,4721306525.81,2455828500.38,2410841890.16
Goodwill,469239983.23,477145263.78,603006493.02,746573277.73
Net PPE,114324882039.38,87077323008.21,61352787001.0,51945734014.42
Accumulated Depreciation,,-23919688337.64,-15086062592.51,-10117296229.72
Gross PPE,114324882039.38,110997011345.85,76438849593.51,62063030244.14
Construction In Progress,7251108008.25,14816515872.96,3997396999.92,10610819753.03
Other Properties,107073774031.13,18426085604.38,17532387250.21,14872544298.3
Machinery Furniture Equipment,,55230109276.52,38704519844.33,25306144872.94
Buildings And Improvements,,,,
Properties,,22524300591.99,16204545499.05,11273521319.87
Current Assets,66192918621.75,63244167026.48,75510544647.1,28749016635.34
Other Current Assets,5882511042.81,2411612696.98,786407734.06,1220643137.83
Hedging Assets Current,15321594.19,5842475.2,,
Prepaid Assets,1085751229.38,1346330032.26,1487172992.72,1606545040.83
Inventory,12633286216.02,7788385427.12,11002649108.38,5682791568.04
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Other Inventories,174766652.57,465742925.17,127159459.65,100633925.57
Finished Goods,7056492036.94,3051125672.99,5815646929.78,1840849732.85
Work In Process,633345557.91,507162477.0,472567045.48,286891070.52
Raw Materials,4768681968.6,3764354351.96,4587275673.47,3454416839.1
Other Receivables,10551651847.66,15221643771.03,16592855576.09,14310961188.6
Accounts Receivable,6706811085.16,6987853078.62,4501362630.14,2915527149.08
Allowance For Doubtful Accounts Receivable,,-422071439.65,-303529931.48,-252755656.3
Gross Accounts Receivable,,7409924518.27,4804892561.62,3168282805.38
Cash Cash Equivalents And Short Term Investments,29317585606.53,29482499545.27,41140096605.71,3012548550.96
Other Short Term Investments,12869130833.91,10064061762.38,4298524475.7,10617668.58
Cash And Cash Equivalents,16448454772.62,19418437782.89,36841572130.01,3001930882.38
Cash Equivalents,1993272847.57,11916421.83,31195817.69,100295919.94
Cash Financial,14455181925.05,19406521361.06,36810376312.32,2901634962.44
