,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,3895427.56,-209352612.9,-23151134.93,409662.26
Repayment Of Debt,-320500000.03,-458500000.0,-383000000.0,-149934930.6
Issuance Of Debt,171770000.0,491500000.0,418000000.0,389934930.6
Capital Expenditure,-9182150.75,-244590928.11,-51878128.51,-7983843.88
End Cash Position,632217177.22,802396166.27,1067524443.78,1016489182.85
Beginning Cash Position,802396166.27,1067524443.78,1016489182.85,904973363.58
Effect Of Exchange Rate Changes,1087.34,1215.35,6015.27,-1496.27
Changes In Cash,-170180076.39,-265129492.86,51029245.66,111517315.54
Financing Cash Flow,-247280138.39,-68290418.72,53947785.7,194004197.11
Net Other Financing Charges,-64879497.82,-65854316.45,55115557.51,-13896801.67
Cash Dividends Paid,-15540640.54,-21782081.33,-23427771.81,-8824001.22
Net Issuance Payments Of Debt,-148730000.03,33000000.0,35000000.0,240000000.0
Net Long Term Debt Issuance,-148730000.03,33000000.0,35000000.0,240000000.0
Long Term Debt Payments,-320500000.03,-458500000.0,-383000000.0,-149934930.6
Long Term Debt Issuance,171770000.0,491500000.0,418000000.0,389934930.6
Investing Cash Flow,64022483.69,-232077389.35,-31645533.62,-90880387.71
Net Other Investing Changes,,,,
Net Investment Purchase And Sale,71986197.03,12410652.03,19346776.35,-67740328.04
Sale Of Investment,566986197.03,652910652.03,1445346776.35,1587259671.96
Purchase Of Investment,-495000000.0,-640500000.0,-1426000000.0,-1655000000.0
Net Business Purchase And Sale,0.0,0.0,0.0,-18078531.01
Sale Of Business,0.0,0.0,,
Purchase Of Business,0.0,0.0,0.0,-18078531.01
Net PPE Purchase And Sale,-7963713.34,-244488041.38,-50992309.97,-5061528.66
Sale Of PPE,1218437.41,102886.73,885818.54,2922315.22
Purchase Of PPE,-9182150.75,-244590928.11,-51878128.51,-7983843.88
Capital Expenditure Reported,,,,
Operating Cash Flow,13077578.31,35238315.21,28726993.58,8393506.14
Change In Working Capital,72729944.22,-33022538.25,3246112.96,-81483822.85
Change In Other Current Assets,-7210947.77,-15157260.12,2868374.71,-8177764.04
Change In Payable,435504672.42,502719961.59,1637887.11,4769435.57
Change In Inventory,-582175587.69,-150834898.61,-6029626.36,30023989.87
Change In Receivables,226611807.26,-369750341.11,4769477.5,-108099484.25
Other Non Cash Items,40884133.57,32199661.9,32153798.98,19248354.08
Deferred Tax,,,,
Depreciation And Amortization,90521563.36,59903550.75,53117347.19,55454375.99
Amortization Cash Flow,2122315.68,2266942.61,2284809.15,2310781.8
Depreciation,88399247.68,57636608.14,50832538.04,53143594.19
Gain Loss On Investment Securities,17523324.38,-13865497.71,-11993425.51,-22918765.35
Gain Loss On Sale Of PPE,1499380.91,57013.33,1125269.92,-1385089.22
Net Income From Continuing Operations,-287008246.54,-26450691.79,-56967162.11,21022499.34
Cash Flowsfromusedin Operating Activities Direct,13077578.31,35238315.21,28726993.58,8393506.14
Taxes Refund Paid Direct,-45293901.85,-72506341.65,-36570241.69,-50069656.26
Classesof Cash Payments,-2042243277.19,-2586417830.52,-1821959834.05,-1104139208.36
Other Cash Paymentsfrom Operating Activities,-1311091745.88,-130499527.46,-93341264.58,-100459409.76
Paymentson Behalfof Employees,-157003071.47,-139437739.99,-133085890.83,-141447118.49
Paymentsto Suppliersfor Goodsand Services,-574148459.84,-2316480563.07,-1595532678.64,-862232680.11
Classesof Cash Receiptsfrom Operating Activities,2100614757.35,2694162487.38,1887257069.32,1162602370.76
Other Cash Receiptsfrom Operating Activities,1216951389.39,61993511.76,31032600.64,49494480.77
Receiptsfrom Customers,883663367.96,2632168975.62,1856224468.68,1113107889.99
