,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,1704648119.0,1704644618.0,1694213430.0,1694213430.0
Share Issued,1704648119.0,1704644618.0,1694213430.0,1694213430.0
Net Debt,4291834232.69,3388955700.98,3303464858.24,2301658426.58
Total Debt,6952571007.37,6541767824.42,5981958807.69,3355654246.49
Tangible Book Value,-904415070.22,-2148461150.31,-3139104998.55,-1727526445.05
Invested Capital,19847487091.86,17066280310.74,15086180767.26,10832930136.26
Working Capital,4180292552.06,2825818502.75,2213224673.5,379041392.12
Net Tangible Assets,-904415070.22,-2148461150.31,-3139104998.55,-1727526445.05
Capital Lease Obligations,3720928.05,7366086.58,8100409.52,437172.09
Common Stock Equity,13305518526.21,11101962563.14,9391772653.94,7717660473.68
Total Capitalization,19747422925.19,16711401216.71,14590014797.99,10332346303.12
Total Equity Gross Minority Interest,15023311793.42,12534747186.01,10646335206.11,8259022956.11
Minority Interest,1717793267.21,1432784622.87,1254562552.17,541362482.43
Stockholders Equity,13305518526.21,11101962563.14,9391772653.94,7717660473.68
Other Equity Interest,110348053.87,99274027.74,99276649.13,
Treasury Stock,237426558.46,96060300.0,,
Retained Earnings,9781519593.48,7612598580.89,5970427803.74,4471693008.5
Additional Paid In Capital,1146216947.03,1139026346.01,1068130398.32,1462829782.3
Capital Stock,1704648119.0,1704644618.0,1694213430.0,1303241100.0
Common Stock,1704648119.0,1704644618.0,1694213430.0,1303241100.0
Total Liabilities Net Minority Interest,12456870101.45,11565835942.66,9689982376.4,6461847011.75
Total Non Current Liabilities Net Minority Interest,9167303985.39,7772004812.08,7151532265.07,3884440704.48
Other Non Current Liabilities,1513853634.9,1501803273.83,1397487968.76,847000528.28
Tradeand Other Payables Non Current,602637055.98,42634796.46,,
Non Current Deferred Revenue,368754664.7,347010250.84,285195594.71,232437723.67
Non Current Deferred Taxes Liabilities,236433302.78,263751750.8,262506148.03,189879451.0
Long Term Debt And Capital Lease Obligation,6445625327.03,5616804740.15,5206342553.57,2615123001.53
Long Term Capital Lease Obligation,3720928.05,7366086.58,8100409.52,437172.09
Long Term Debt,6441904398.98,5609438653.57,5198242144.05,2614685829.44
Current Liabilities,3289566116.06,3793831130.58,2538450111.33,2577406307.27
Other Current Liabilities,97008093.79,214836462.73,8097863.11,6072780.81
Current Debt And Capital Lease Obligation,506945680.34,924963084.27,775616254.12,740531244.96
Current Debt,100064166.67,354879094.03,496165969.27,500583833.14
Payables,2586872416.47,2521904265.35,1718263805.93,1823567381.19
Other Payable,333915470.42,370599757.55,266746426.36,179856870.58
Dividends Payable,,21300000.0,,
Total Tax Payable,293363703.44,249966672.28,113844839.6,121285665.5
Accounts Payable,1959593242.61,1880037835.52,1337672539.97,1522424845.11
Total Assets,27480181894.87,24100583128.67,20336317582.51,14720869967.86
Total Non Current Assets,20010323226.75,17480933495.34,15584642797.68,11764422268.47
Other Non Current Assets,126860373.75,132273421.89,48354542.39,76703971.93
Non Current Deferred Assets,48983086.08,43649858.77,37834260.11,38683622.04
Non Current Deferred Taxes Assets,291118875.76,266729662.22,211925300.88,133252464.33
Investmentin Financial Assets,3274853.17,4281487.55,14311966.41,1690000.0
Available For Sale Securities,3274853.17,4281487.55,14311966.41,1690000.0
Long Term Equity Investment,670646334.01,579083617.76,387668506.37,202352779.95
Investment Properties,97205811.02,104732618.91,108830317.78,14474202.16
Goodwill And Other Intangible Assets,14209933596.43,13250423713.45,12530877652.49,9445186918.73
Other Intangible Assets,14209933596.43,13250423713.45,12530877652.49,9445186918.73
Net PPE,4393704324.1,2909814338.72,2058467762.18,1754128644.48
Accumulated Depreciation,-574359458.0,-445907415.42,-336977095.1,-144927653.01
Gross PPE,4968063782.1,3355721754.14,2395444857.28,1899056297.49
Construction In Progress,2374609441.63,848434251.65,374395469.17,314406992.19
Other Properties,990765675.85,980735814.83,958931548.53,57065552.68
Machinery Furniture Equipment,503463137.74,445929708.59,221303158.83,905790983.1
Buildings And Improvements,,,,
Properties,1099225526.88,1080621979.07,840814680.75,621792769.52
Current Assets,7469858668.12,6619649633.33,4751674784.83,2956447699.39
Other Current Assets,777083615.77,758301495.76,802799325.39,654249833.87
Prepaid Assets,58138792.09,115476781.59,54432331.75,21896223.97
Inventory,312131968.88,228213400.67,160368146.33,138295154.59
Other Inventories,,67244863.73,34416091.28,37359382.88
Finished Goods,15849523.95,13645011.77,8816173.69,1669080.08
Work In Process,180420570.25,32759503.91,52732991.89,35848161.82
Raw Materials,115861874.68,114564021.26,64402889.47,63418529.81
Other Receivables,611111658.01,695580744.35,346103721.23,190741838.5
Accounts Receivable,3445258300.41,2234715164.34,992028005.05,1137653412.46
Allowance For Doubtful Accounts Receivable,-243844428.48,-146574898.25,-83063140.69,-136249096.18
Gross Accounts Receivable,3689102728.89,2381290062.59,1059481293.88,1273902508.64
Cash Cash Equivalents And Short Term Investments,2266134332.96,2587362046.62,2395943255.08,813611236.0
Other Short Term Investments,16000000.0,12000000.0,5000000.0,
Cash And Cash Equivalents,2250134332.96,2575362046.62,2390943255.08,813611236.0
Cash Equivalents,56961009.14,120294130.5,29556332.09,8702897.09
Cash Financial,2193173323.82,2455067916.12,2344993680.62,804908338.91
