,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,-179537345.16,-168848614.73,-189032617.88,-398850364.53
Repayment Of Debt,-737953527.68,-816702664.55,-600468250.92,-579674463.53
Issuance Of Debt,782533661.06,764278582.64,863909194.32,604498850.92
Capital Expenditure,-253673944.3,-240242994.54,-333090296.01,-471897403.97
End Cash Position,541092403.93,542100545.16,437250497.48,347753339.25
Beginning Cash Position,542100545.16,437250497.48,347753339.25,132881634.29
Effect Of Exchange Rate Changes,7270575.31,2891175.43,4356792.65,-1453280.69
Changes In Cash,-8278716.54,101958872.25,85140365.58,216324985.65
Financing Cash Flow,-23435981.27,-7268537.15,153278949.19,-50343272.44
Net Other Financing Charges,-39369513.27,76741231.14,-25629514.2,-19634366.84
Cash Dividends Paid,-28646601.38,-31585686.38,-84532480.01,-55533292.99
Net Issuance Payments Of Debt,44580133.38,-52424081.91,263440943.4,24824387.39
Net Long Term Debt Issuance,44580133.38,-52424081.91,263440943.4,24824387.39
Long Term Debt Payments,-737953527.68,-816702664.55,-600468250.92,-579674463.53
Long Term Debt Issuance,782533661.06,764278582.64,863909194.32,604498850.92
Investing Cash Flow,-58979334.41,37833029.59,-212196261.74,193621218.65
Net Other Investing Changes,,,,-5000000.0
Net Investment Purchase And Sale,190317890.59,265710791.36,207797495.32,764311746.21
Sale Of Investment,1766717890.59,2691710791.36,2594997495.32,3043311746.21
Purchase Of Investment,-1576400000.0,-2426000000.0,-2387200000.0,-2279000000.0
Net Business Purchase And Sale,,11998052.77,-93837879.42,-93806443.59
Sale Of Business,,11998052.77,,
Purchase Of Business,,,-93837879.42,-93806443.59
Net PPE Purchase And Sale,-249297225.0,-239875814.54,-326155877.64,-471884083.97
Sale Of PPE,4376719.3,367180.0,6934418.37,13320.0
Purchase Of PPE,-253673944.3,-240242994.54,-333090296.01,-471897403.97
Capital Expenditure Reported,,,,
Operating Cash Flow,74136599.14,71394379.81,144057678.13,73047039.44
Change In Working Capital,-98010071.24,7933269.92,-17824144.52,-146871879.85
Change In Other Current Assets,-533562.44,-1449854.33,-2011217.42,-4759351.23
Change In Payable,1014751.18,-7970627.29,-49512160.07,119588080.8
Change In Inventory,-61586090.58,79494467.13,-31600661.72,-131696410.36
Change In Receivables,-36905169.4,-62140715.59,65299894.69,-130004199.06
Other Non Cash Items,40008400.37,35127787.21,27947576.32,22207084.44
Deferred Tax,,,,
Depreciation And Amortization,142601101.26,114456502.16,91029029.2,68222113.69
Amortization Cash Flow,9720767.03,9684860.12,8445068.0,4871651.2
Depreciation,132880334.23,104771642.04,82583961.2,63350462.49
Gain Loss On Investment Securities,-8666846.57,-16195893.85,-42007845.63,-48801425.7
Gain Loss On Sale Of PPE,7674190.18,7485733.26,444239.68,5724250.59
Net Income From Continuing Operations,-55472033.33,-103933108.02,43023970.96,165110871.53
Cash Flowsfromusedin Operating Activities Direct,74136599.14,71394379.81,144057678.13,73047039.44
Taxes Refund Paid Direct,22506732.77,19025498.62,73526211.26,11102652.14
Classesof Cash Payments,-1231041801.74,-1089617553.21,-1347602430.03,-890214255.74
Other Cash Paymentsfrom Operating Activities,-55304837.7,-52476432.29,-52842204.13,-40865518.59
Paymentson Behalfof Employees,-167196261.0,-152279166.12,-158799942.52,-137269471.11
Paymentsto Suppliersfor Goodsand Services,-1008540703.04,-884861954.8,-1135960283.38,-712079266.04
Classesof Cash Receiptsfrom Operating Activities,1282671668.11,1141986434.4,1418133896.9,952158643.04
Other Cash Receiptsfrom Operating Activities,27926618.79,36653858.22,12253327.37,31525705.87
Receiptsfrom Customers,1254745049.32,1105332576.18,1405880569.53,920632937.17
