,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,984845711.0,984342200.0,867927220.0,884056121.0
Share Issued,984845711.0,984342200.0,867927220.0,884056121.0
Total Debt,405133765.62,404124209.16,1275936935.28,1072993072.84
Tangible Book Value,3847383209.88,3722581415.65,2961965829.56,2551023762.8
Invested Capital,5509973344.24,5243829429.69,5225368189.13,4470774630.33
Working Capital,2599122942.03,2467623688.45,2622816700.19,2517166405.77
Net Tangible Assets,3847383209.88,3722581415.65,2961965829.56,2551023762.8
Capital Lease Obligations,2711651.71,2120410.52,2648637.78,10014685.55
Common Stock Equity,5111175647.64,4847829429.69,3959785869.95,3418695409.64
Total Capitalization,5111175647.64,4847829429.69,4787702784.55,4210774630.33
Total Equity Gross Minority Interest,5125895441.32,4853386202.62,3958746269.48,3409239780.65
Minority Interest,14719793.68,5556772.93,-1039600.47,-9455628.99
Stockholders Equity,5111175647.64,4847829429.69,3959785869.95,3418695409.64
Other Equity Interest,,,170045963.31,170050810.12
Treasury Stock,58593784.03,81529659.75,69793146.74,224794368.74
Retained Earnings,2029003631.9,1875902984.49,1958801139.63,1546448055.61
Additional Paid In Capital,1709582426.24,1699808651.81,675144422.46,722047641.22
Capital Stock,984845711.0,984342200.0,867927220.0,884056121.0
Common Stock,984845711.0,984342200.0,867927220.0,884056121.0
Total Liabilities Net Minority Interest,1128451131.88,1109816212.0,1857606095.46,1761177700.49
Total Non Current Liabilities Net Minority Interest,120503638.26,112244903.88,938531635.89,867527122.04
Other Non Current Liabilities,,,,631945.28
Non Current Deferred Revenue,2492857.4,4005619.54,5518382.06,7031144.58
Non Current Deferred Taxes Liabilities,115299129.15,106118873.82,102447701.45,57770125.94
Long Term Debt And Capital Lease Obligation,2711651.71,2120410.52,830565552.38,802093906.24
Long Term Capital Lease Obligation,2711651.71,2120410.52,2648637.78,10014685.55
Long Term Debt,,,827916914.6,792079220.69
Current Liabilities,1007947493.62,997571308.12,919074459.57,893650578.45
Other Current Liabilities,14959270.98,12779297.96,9709112.71,10865659.47
Current Debt And Capital Lease Obligation,402422113.91,402003798.64,445371382.9,270899166.6
Current Debt,398797696.6,396000000.0,437665404.58,260000000.0
Payables,414380366.83,426396769.37,325515543.15,442149195.86
Other Payable,315615994.28,323274457.93,267315254.83,351262048.54
Dividends Payable,,,4728.47,4728.47
Total Tax Payable,38746387.59,49445934.35,32082204.96,43114487.55
Accounts Payable,60017984.96,53676377.09,26113354.89,47767931.3
Total Assets,6254346573.2,5963202414.62,5816352364.94,5170417481.14
Total Non Current Assets,2647276137.55,2498007418.05,2274461205.18,1759600496.92
Other Non Current Assets,382490.64,12829365.74,119443148.24,1501000.04
Non Current Deferred Assets,8349309.6,10725370.55,2562741.21,2793102.54
Non Current Deferred Taxes Assets,209598911.57,191862547.15,141390146.6,140975571.68
Investmentin Financial Assets,710479758.29,687257317.08,657766806.21,365622223.68
Available For Sale Securities,710479758.29,687257317.08,657766806.21,365622223.68
Long Term Equity Investment,50095430.14,57864235.25,72276201.64,82079540.1
Goodwill And Other Intangible Assets,1263792437.76,1125248014.04,997820040.39,867671646.84
Other Intangible Assets,1149577927.63,1028185241.48,903860028.28,773711634.73
Goodwill,114214510.13,97062772.56,93960012.11,93960012.11
Net PPE,404577799.55,412220568.24,283202120.89,298957412.04
Accumulated Depreciation,-183031259.72,-171252920.76,-162481818.56,-149408623.48
Gross PPE,587609059.27,583473489.0,445683939.45,448366035.52
Other Properties,119051156.57,121796210.64,104851625.71,113881644.35
Machinery Furniture Equipment,17419691.48,17514973.63,22750268.58,22373483.35
Buildings And Improvements,,,,
Properties,451138211.22,444162304.73,318082045.16,312110907.82
Current Assets,3607070435.65,3465194996.57,3541891159.76,3410816984.22
Other Current Assets,22100830.83,28579752.75,6525608.94,11087745.67
Prepaid Assets,46774161.66,43776507.81,20437847.22,18104545.32
Inventory,220623651.49,297209069.04,249779342.39,292416901.55
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Other Inventories,220623651.49,264446269.15,249779342.39,292416901.55
Finished Goods,0.0,32762799.89,,
Other Receivables,356233736.52,383002688.45,391673534.65,327897535.5
Accounts Receivable,1343580798.73,1154215932.48,1284768681.8,1136909952.98
Allowance For Doubtful Accounts Receivable,-717454673.71,-693371039.83,-634688226.04,-616149548.9
Gross Accounts Receivable,2061035472.44,1847586972.31,1919456907.84,1753059501.88
Cash Cash Equivalents And Short Term Investments,1617757256.42,1558411046.04,1588706144.76,1624400303.2
Other Short Term Investments,,18515719.87,,
Cash And Cash Equivalents,1617757256.42,1539895326.17,1588706144.76,1624400303.2
Cash Equivalents,274854642.46,303334930.8,99965648.69,6266904.15
Cash Financial,1342902613.96,1236560395.37,1488740496.07,1618133399.05
