,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,-2631444903.73,-4149536595.07,-3350988378.92,1130655106.28
Repayment Of Debt,-4374381237.58,-4841110788.3,-2681000000.0,-1062834083.59
Issuance Of Debt,11997599143.78,11270000000.0,10710000000.0,1660000000.0
Capital Expenditure,-11529080272.76,-12842160367.9,-9977171908.33,-5357162620.72
End Cash Position,2220124974.64,605921638.19,1242598592.13,1323827080.84
Beginning Cash Position,605921638.19,1242598592.13,1323827080.84,3025908276.6
Effect Of Exchange Rate Changes,-243454.73,2782692.08,682259.49,-1787079.93
Changes In Cash,1614446791.18,-639459646.02,-81910748.2,-1700294115.83
Financing Cash Flow,4245891694.91,4769271131.84,4469096713.21,-2730468313.28
Net Other Financing Charges,-171056473.8,-115056089.97,-501011231.49,-997159162.79
Cash Dividends Paid,-3206269737.49,-1544561989.89,-3058892055.3,-2330475066.9
Net Issuance Payments Of Debt,7623217906.2,6428889211.7,8029000000.0,597165916.41
Net Long Term Debt Issuance,7623217906.2,6428889211.7,8029000000.0,597165916.41
Long Term Debt Payments,-4374381237.58,-4841110788.3,-2681000000.0,-1062834083.59
Long Term Debt Issuance,11997599143.78,11270000000.0,10710000000.0,1660000000.0
Investing Cash Flow,-11529080272.76,-14101354550.69,-11177190990.82,-5457643529.55
Net Other Investing Changes,,,-764818962.49,-141772196.32
Net Investment Purchase And Sale,,-1279745084.0,-435200120.0,
Purchase Of Investment,,-1279745084.0,-435200120.0,
Net Business Purchase And Sale,,,,41291287.49
Sale Of Business,,,,41291287.49
Net PPE Purchase And Sale,-11529080272.76,-12821609466.69,-9977171908.33,-5357162620.72
Sale Of PPE,,20550901.21,,
Purchase Of PPE,-11529080272.76,-12842160367.9,-9977171908.33,-5357162620.72
Capital Expenditure Reported,,,,
Operating Cash Flow,8897635369.03,8692623772.83,6626183529.41,6487817727.0
Change In Working Capital,-947415664.0,739883052.29,-1781979953.75,-2539666280.82
Change In Other Current Assets,-13405344.01,25018912.56,11025485.17,-7142172.77
Change In Payable,-162284710.98,2157341484.87,1112791177.04,1552236891.21
Change In Inventory,-429688011.82,-184667224.48,-701723165.18,-280111288.34
Change In Receivables,-342037597.19,-1257810120.66,-2204073450.78,-3804649710.92
Other Non Cash Items,802519986.95,367312134.18,265981075.76,317932048.44
Deferred Tax,,,,
Depreciation And Amortization,2157248029.55,1796992929.44,1444123852.81,1312904215.68
Amortization Cash Flow,109377935.49,141192007.62,118634648.43,108214898.01
Depreciation,2047870094.06,1655800921.82,1325489204.38,1204689317.67
Gain Loss On Investment Securities,-16098105.5,-39046381.21,,36003.7
Gain Loss On Sale Of PPE,114925924.39,77562345.91,101589151.42,34656141.63
Net Income From Continuing Operations,6337676311.63,5650614862.71,6302502368.25,7070425862.77
Cash Flowsfromusedin Operating Activities Direct,8897635369.03,8692623772.83,6626183529.41,6487817727.0
Taxes Refund Paid Direct,-3770318578.96,-1541456374.28,-2506628879.51,-1823672296.57
Classesof Cash Payments,-23152979447.56,-20249789646.91,-18680665796.52,-11192002725.81
Other Cash Paymentsfrom Operating Activities,-762824501.32,-640309697.5,-622318402.13,-552571076.31
Paymentson Behalfof Employees,-3794303977.91,-2281563777.85,-2004187901.87,-1651865179.76
Paymentsto Suppliersfor Goodsand Services,-18595850968.33,-17327916171.56,-16054159492.52,-8987566469.74
Classesof Cash Receiptsfrom Operating Activities,35820933395.55,30483869794.02,27813478205.44,19503492749.38
Other Cash Receiptsfrom Operating Activities,89415754.68,60190205.96,66525395.61,69692375.36
Receiptsfrom Customers,35731517640.87,30423679588.06,27746952809.83,19433800374.02
