,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,-95010518.13,-125384869.29,-19547159.0,18298463.61
Repayment Of Debt,,-138700000.0,-53064461.0,-9000000.0
Issuance Of Debt,37000000.0,66400000.0,81364461.0,44000000.0
Capital Expenditure,-146486876.38,-63703215.32,-32031718.68,-19490424.76
End Cash Position,552095478.74,615867169.14,117446375.83,108389142.92
Beginning Cash Position,615867169.14,117446375.83,108389142.92,31945375.75
Effect Of Exchange Rate Changes,78800.41,77919.04,43979.13,-47028.58
Changes In Cash,-63850490.81,498342874.27,9013253.78,76490795.75
Financing Cash Flow,44615695.03,741161853.15,28560412.78,48090784.2
Net Other Financing Charges,32029281.7,815065461.3,23037825.15,23586998.09
Cash Dividends Paid,-24413586.67,-1603608.15,-22777412.37,-10496213.89
Net Issuance Payments Of Debt,37000000.0,-72300000.0,28300000.0,35000000.0
Net Long Term Debt Issuance,37000000.0,-72300000.0,28300000.0,35000000.0
Long Term Debt Payments,,-138700000.0,-53064461.0,-9000000.0
Long Term Debt Issuance,37000000.0,66400000.0,81364461.0,44000000.0
Investing Cash Flow,-159942544.09,-181137324.91,-32031718.68,-9388876.82
Net Other Investing Changes,-20000000.0,-118000000.0,,
Net Investment Purchase And Sale,6527832.29,565890.41,,10101547.94
Sale Of Investment,6527832.29,565890.41,,50101547.94
Purchase Of Investment,,,,-40000000.0
Net PPE Purchase And Sale,-146470376.38,-63703215.32,-32031718.68,-19490424.76
Sale Of PPE,16500.0,,,
Purchase Of PPE,-146486876.38,-63703215.32,-32031718.68,-19490424.76
Operating Cash Flow,51476358.25,-61681653.97,12484559.68,37788888.37
Change In Working Capital,647436.96,-135240692.75,-58349923.51,-25537272.37
Change In Other Current Assets,1745956.3,1678844.58,556541.27,-89946.92
Change In Payable,-994504.34,-31701848.72,14051519.69,-16385226.67
Change In Inventory,13609598.91,-68227789.26,-36817938.91,-4867180.42
Change In Receivables,-13713613.91,-36989899.35,-36140045.56,-4194918.36
Other Non Cash Items,335961.13,1696687.09,2580740.18,682796.01
Depreciation And Amortization,17489127.14,15540061.38,11863607.67,12437629.57
Amortization Cash Flow,3394224.25,3121084.01,2583478.0,2584263.86
Depreciation,14094902.89,12418977.37,9280129.67,9853365.71
Gain Loss On Investment Securities,-6458948.64,-446024.31,113072.04,11908.08
Gain Loss On Sale Of PPE,583930.71,,4449.45,40113.89
Net Income From Continuing Operations,39283401.38,54553799.46,55914220.88,50129499.7
Cash Flowsfromusedin Operating Activities Direct,51476358.25,-61681653.97,12484559.68,37788888.37
Taxes Refund Paid Direct,-13059042.14,-11377377.91,-10064829.94,-18986664.36
Classesof Cash Payments,-147783645.04,-209993816.12,-110557920.23,-83172376.15
Other Cash Paymentsfrom Operating Activities,-24732301.47,-30566629.42,-14979458.55,-15102716.24
Paymentson Behalfof Employees,-69927623.89,-58998910.65,-36565591.99,-37150609.85
Paymentsto Suppliersfor Goodsand Services,-53123719.68,-120428276.05,-59012869.69,-30919050.06
Classesof Cash Receiptsfrom Operating Activities,212319045.43,159689540.06,133107309.85,139947928.88
Other Cash Receiptsfrom Operating Activities,16427816.45,21701294.84,8299601.46,6461393.93
Receiptsfrom Customers,195891228.98,137988245.22,124807708.39,133486534.95
