,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,5593279961.65,-1840907681.75,7819825150.75,6140406233.14
Repayment Of Debt,-85162618197.65,-99454364373.59,-85301051027.8,-99253717854.8
Issuance Of Debt,86449091789.45,97614823480.76,95567711152.51,92781612536.12
Capital Expenditure,-10306388799.95,-52384755691.35,-30726486345.7,-29920297295.9
End Cash Position,32565436359.01,45469395750.01,52990673900.33,49717602568.04
Beginning Cash Position,45469395750.01,52990673900.33,50169999282.06,42611440268.55
Effect Of Exchange Rate Changes,-2753890.91,-12083553.22,6212532.58,4507054.09
Changes In Cash,-12901205500.09,-7509194597.1,2814462085.69,7101655245.4
Financing Cash Flow,-5419346200.74,11439081184.07,10818204013.08,15026506450.47
Net Other Financing Charges,1744935285.42,24420071101.44,10565421014.76,31688334805.13
Cash Dividends Paid,-8137218352.45,-9389750159.67,-9291616757.07,-10189723035.98
Net Issuance Payments Of Debt,1286473591.8,-1839540892.83,10266660124.71,-6472105318.68
Net Long Term Debt Issuance,1286473591.8,-1839540892.83,10266660124.71,-6472105318.68
Long Term Debt Payments,-85162618197.65,-99454364373.59,-85301051027.8,-99253717854.8
Long Term Debt Issuance,86449091789.45,97614823480.76,95567711152.51,92781612536.12
Investing Cash Flow,-23381528060.95,-69492123790.77,-46550053423.84,-43985554734.11
Net Other Investing Changes,-341264138.85,-583577925.5,1620962279.02,-3009860708.2
Net Investment Purchase And Sale,-12204081045.03,-14566098434.87,-17287512100.08,-10976427361.62
Sale Of Investment,5810163230.18,11174804123.81,6616104887.78,9925466935.94
Purchase Of Investment,-18014244275.21,-25740902558.68,-23903616987.86,-20901894297.56
Net Business Purchase And Sale,-530007213.53,-1958220543.97,-157531858.03,-94736853.28
Sale Of Business,472478143.12,409063933.44,30850000.0,
Purchase Of Business,-1002485356.65,-2367284477.41,-188381858.03,-94736853.28
Net PPE Purchase And Sale,-10306175663.54,-52384226886.43,-30725971744.75,-29904529811.01
Sale Of PPE,213136.41,528804.92,514600.95,15767484.89
Purchase Of PPE,-10306388799.95,-52384755691.35,-30726486345.7,-29920297295.9
Capital Expenditure Reported,,,,
Operating Cash Flow,15899668761.6,50543848009.6,38546311496.45,36060703529.04
Change In Working Capital,12517554575.31,45484656589.24,33409004041.66,30825171922.45
Change In Other Current Assets,-830097410.25,251379270.08,-185074081.42,-438375986.76
Change In Payable,-18654438076.18,10966839973.22,13916364515.4,29684475471.72
Change In Inventory,33974121118.89,36244437455.87,21748336013.67,6147465084.43
Change In Receivables,-1972031057.15,-1978000109.93,-2070622405.99,-4568392646.94
Other Non Cash Items,825221392.99,779801841.31,689620490.96,772357418.46
Deferred Tax,,,,
Depreciation And Amortization,432135572.09,439837491.82,415361921.59,285746619.12
Amortization Cash Flow,36712234.03,33492012.7,33659010.5,15342859.31
Depreciation,395423338.06,406345479.12,381702911.09,270403759.81
Gain Loss On Investment Securities,-1243606547.67,-1267159873.6,-1679041488.63,-254548806.01
Gain Loss On Sale Of PPE,-3097847.73,-845120.14,-28544056.12,-337965228.02
Net Income From Continuing Operations,1404559755.51,3464940411.93,4877684264.22,4676638007.3
Cash Flowsfromusedin Operating Activities Direct,15899668761.6,50543848009.6,38546311496.45,36060703529.04
Taxes Refund Paid Direct,-5838251461.62,-8428750744.79,-6176337807.4,-8168083192.29
Classesof Cash Payments,-35140694719.61,-31442629829.72,-33469123747.54,-31962775929.25
Other Cash Paymentsfrom Operating Activities,-6342039605.65,-6299876185.82,-5389193195.19,-3676631762.61
Paymentson Behalfof Employees,-3571299992.74,-3870547427.53,-3990889179.72,-3279830972.18
Paymentsto Suppliersfor Goodsand Services,-25227355121.22,-21272206216.37,-24089041372.63,-25006313194.46
Classesof Cash Receiptsfrom Operating Activities,56878614942.83,90415228584.11,78191773051.39,76191562650.58
Other Cash Receiptsfrom Operating Activities,6900576885.86,5726315400.35,5934655103.96,5459461661.3
Receiptsfrom Customers,49978038056.97,84688913183.76,72257117947.43,70732100989.28
