,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,9111899361.0,9167100920.0,9175584520.0,9127690557.0
Share Issued,9111899361.0,9167100920.0,9175584520.0,9127690557.0
Total Debt,44459155560.42,36736726959.63,32382318733.48,26184750159.67
Tangible Book Value,69680168894.65,64062613884.43,59155480065.69,48379712494.27
Invested Capital,134815560756.77,130526363711.8,116722527998.23,94584608535.8
Working Capital,2118161756.96,15098998530.4,11707699572.68,-974873539.35
Net Tangible Assets,69680168894.65,64062613884.43,59155480065.69,48379712494.27
Capital Lease Obligations,4480895997.36,3429765203.81,2824477670.61,1960894981.47
Common Stock Equity,111366118999.17,101265984771.17,93459437602.44,79985092528.06
Total Capitalization,121031193312.84,119631287696.94,107050304475.87,83358396401.41
Total Equity Gross Minority Interest,118388965417.59,107530339973.34,94750332646.89,81274593336.78
Minority Interest,7022846418.42,6264355202.17,1290895044.45,1289500808.72
Stockholders Equity,111366118999.17,101265984771.17,93459437602.44,79985092528.06
Other Equity Interest,,,,118017507.59
Treasury Stock,3510728776.44,5034065107.42,3857807196.38,2424038819.7
Retained Earnings,79288144269.76,68535686494.6,57983734859.37,47965270360.79
Additional Paid In Capital,18372301737.09,21929151526.28,22250237959.89,21474496386.39
Capital Stock,9382913334.0,9438114893.0,9446598493.0,9398704530.0
Common Stock,9382913334.0,9438114893.0,9446598493.0,9398704530.0
Total Liabilities Net Minority Interest,171724857407.02,153537344924.15,141267488530.61,136466540240.53
Total Non Current Liabilities Net Minority Interest,22153482887.26,29723066520.77,22496288848.8,11579578226.26
Other Non Current Liabilities,2484335086.37,4020336433.14,1718361321.24,1998027161.01
Tradeand Other Payables Non Current,2749867502.94,1142568261.96,1054787290.28,1272754469.4
Non Current Deferred Revenue,1231612436.09,1237427710.34,948935134.05,852794567.2
Non Current Deferred Taxes Liabilities,1541697550.83,1527665985.75,2358860559.19,2121803173.83
Long Term Debt And Capital Lease Obligation,14145970311.03,21795068129.58,16415344544.04,5334198854.82
Long Term Capital Lease Obligation,4480895997.36,3429765203.81,2824477670.61,1960894981.47
Long Term Debt,9665074313.67,18365302925.77,13590866873.43,3373303873.35
Current Liabilities,149571374519.76,123814278403.38,118771199681.81,124886962014.27
Other Current Liabilities,1898104621.95,1661115570.16,1850426442.49,2238767551.4
Current Debt And Capital Lease Obligation,30313185249.39,14941658830.05,15966974189.44,20850551304.85
Current Debt,13784367443.93,10895076014.86,9672223522.36,11226212134.39
Payables,106436999765.34,99193663859.07,91496031095.19,91684045116.78
Other Payable,26770708141.96,24071048170.28,21634416810.15,21679125900.14
Dividends Payable,14082609.41,1880719.69,1246573.35,10639313.22
Total Tax Payable,3915081920.18,2941772155.37,2876496090.84,2607822656.37
Accounts Payable,75737127093.79,72178962813.73,66983871620.85,67386457247.05
Total Assets,290113822824.61,261067684897.49,236017821177.5,217741133577.31
Total Non Current Assets,138424286547.89,122154407963.71,105538921923.01,93829045102.39
Other Non Current Assets,1757870031.54,2033986945.28,1880736891.63,2164384013.14
Non Current Deferred Assets,597870603.85,746836562.89,759883174.2,589143077.89
Non Current Deferred Taxes Assets,2477206492.36,1849094792.4,1724040928.42,1857448518.29
Investmentin Financial Assets,21461448520.45,15521569283.43,6886105152.42,4851884944.63
Held To Maturity Securities,15474759856.99,9117874328.66,1034222222.22,
Available For Sale Securities,5986688663.46,6403694954.77,5851882930.2,4851884944.63
Long Term Equity Investment,20932439255.93,20196199306.57,24527800290.84,23200884340.57
Investment Properties,246161259.83,98631080.77,103041751.52,24964888.48
Goodwill And Other Intangible Assets,41685950104.52,37203370886.74,34303957536.75,31605380033.79
Other Intangible Assets,14301942505.46,12720811472.28,10660361892.88,9778276973.03
Goodwill,27384007599.06,24482559414.46,23643595643.87,21827103060.76
Net PPE,49040616172.1,44154309608.78,35048286195.78,29225956530.3
Accumulated Depreciation,-31379753984.23,-26515035862.68,-23237840320.53,-19278801241.33
Gross PPE,80420370156.33,70669345471.46,58286126516.31,48504757771.63
Construction In Progress,5680101282.66,5951859455.98,4094712417.61,4183263398.79
Other Properties,49038706205.46,47197570199.48,38036503070.3,31757777646.68
Machinery Furniture Equipment,2137277575.79,1737864259.58,1517780022.6,1209847702.83
Buildings And Improvements,,,,
Properties,23564285092.42,15782051556.42,14637131005.8,11353869023.33
Current Assets,151689536276.72,138913276933.78,130478899254.49,123912088474.92
Other Current Assets,5871143286.16,4833636680.17,4693309967.86,3928788608.23
Hedging Assets Current,142709716.91,67565829.44,183185160.51,79819974.01
Prepaid Assets,2382805400.24,1391536213.26,1110507870.61,863748085.06
Inventory,43044414227.38,39524006616.33,41587786307.53,39913949898.86
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Other Inventories,,,45073195.71,50778858.55
Finished Goods,36130332338.44,33811301268.36,35420013452.37,34704086940.24
Work In Process,222237024.07,47535985.86,74028876.21,115676026.77
Raw Materials,6691844864.87,5665169362.11,6048670783.24,5043408073.3
Other Receivables,16955601471.79,12200652590.26,12335236099.95,15617111620.18
Accounts Receivable,26473001745.01,22682921254.25,15886748811.81,14625260856.04
Allowance For Doubtful Accounts Receivable,-1055343510.67,-1408399927.63,-1193292979.43,-742172698.81
Gross Accounts Receivable,27528345255.68,21676499364.06,17106984516.54,15373191096.24
Cash Cash Equivalents And Short Term Investments,56819860429.23,58212957750.07,54682125036.22,48883409432.54
Other Short Term Investments,1236017839.53,956995543.83,519912880.91,2786075529.09
Cash And Cash Equivalents,55583842589.7,57255962206.24,54162212155.31,46097333903.45
Cash Equivalents,1340988388.07,961733861.94,1178085912.24,1082547511.52
Cash Financial,54242854201.63,53524718979.2,52960729770.27,44774622763.88
