,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,1192199394.0,1192199394.0,1192199394.0,1192199394.0
Share Issued,1192199394.0,1192199394.0,1192199394.0,1192199394.0
Net Debt,,,257025327.49,458899277.41
Total Debt,663914467.41,1133100640.5,1474863905.85,1637700118.18
Tangible Book Value,6093881815.36,5683540093.38,5175014759.51,4970971462.85
Invested Capital,6857505342.54,6333477682.26,6716536531.17,6706951966.66
Working Capital,1021206699.56,650673849.68,320025246.13,163039825.88
Net Tangible Assets,6093881815.36,5683540093.38,5175014759.51,4970971462.85
Capital Lease Obligations,20335493.63,20927291.07,21493279.37,22758137.66
Common Stock Equity,6234751349.49,5801650707.26,5295308589.36,5093454791.79
Total Capitalization,6524751349.49,5982650707.26,6025308589.36,5604164902.92
Total Equity Gross Minority Interest,6234751349.49,5801650707.26,5295308589.36,5093454791.79
Stockholders Equity,6234751349.49,5801650707.26,5295308589.36,5093454791.79
Retained Earnings,2831841224.74,2490637090.59,2038703287.26,1873494016.05
Additional Paid In Capital,1534322902.84,1534322902.84,1534322902.84,1534322902.84
Capital Stock,1192199394.0,1192199394.0,1192199394.0,1192199394.0
Common Stock,1192199394.0,1192199394.0,1192199394.0,1192199394.0
Total Liabilities Net Minority Interest,1824842970.98,2096565048.73,2550385534.94,2778142083.33
Total Non Current Liabilities Net Minority Interest,327529411.13,221550887.45,774746436.31,556122770.75
Tradeand Other Payables Non Current,10656407.49,12753093.3,15960083.48,19610853.17
Non Current Deferred Revenue,1681893.19,1779381.72,1927610.39,2159668.79
Non Current Deferred Taxes Liabilities,4855616.82,5091121.36,5365463.07,884000.0
Long Term Debt And Capital Lease Obligation,310335493.63,201927291.07,751493279.37,533468248.79
Long Term Capital Lease Obligation,20335493.63,20927291.07,21493279.37,22758137.66
Long Term Debt,290000000.0,181000000.0,730000000.0,510710111.13
Current Liabilities,1497313559.85,1875014161.28,1775639098.63,2222019312.58
Other Current Liabilities,4950923.13,3213634.22,2713706.13,5079751.7
Current Debt And Capital Lease Obligation,353578973.78,931173349.43,723370626.48,1104231869.39
Current Debt,332753993.05,350826975.0,691227941.81,1102787063.74
Payables,1100620605.51,915906914.39,1028680103.43,1070666913.45
Other Payable,107814818.79,92186368.89,317038875.38,421096864.32
Dividends Payable,,0.0,414770.29,414770.29
Total Tax Payable,120652981.38,46889025.37,10727569.68,9073840.65
Accounts Payable,872152805.34,776831520.13,700498888.08,640081438.19
Total Assets,8059594320.47,7898215755.99,7845694124.3,7871596875.12
Total Non Current Assets,5541074061.06,5372527745.03,5750029779.54,5486537736.66
Other Non Current Assets,,,,
Non Current Deferred Taxes Assets,122132498.31,45980699.07,78293010.51,44900629.32
Investmentin Financial Assets,313428506.15,313428506.15,313428506.15,313428506.15
Available For Sale Securities,313428506.15,313428506.15,313428506.15,313428506.15
Long Term Equity Investment,3186146032.98,3030655052.23,3053044974.22,2706898960.88
Goodwill And Other Intangible Assets,140869534.13,118110613.88,120293829.85,122483328.94
Other Intangible Assets,109079823.32,86320903.07,88504119.04,90693618.13
Goodwill,31789710.81,31789710.81,31789710.81,31789710.81
Net PPE,1778497489.49,1864352873.7,2184969458.81,2298826311.37
Accumulated Depreciation,-3823415493.88,-3771824896.32,-3637029148.16,-3476370326.95
Gross PPE,5601912983.37,5636177770.02,5821998606.97,5775196638.32
Construction In Progress,4587489.27,12176978.58,42712887.61,21614026.4
Other Properties,29309454.17,30160522.26,28537191.65,30519715.2
Machinery Furniture Equipment,4354021619.28,4380015463.08,4527525627.17,4518237599.01
Buildings And Improvements,,,,
Properties,1213994420.65,1213824806.1,1223222900.54,1204825297.71
Current Assets,2518520259.41,2525688010.96,2095664344.76,2385059138.46
Other Current Assets,20165724.02,108000.0,80010042.49,163345485.3
Hedging Assets Current,,,195025.0,
Prepaid Assets,51908106.18,76122770.84,85568375.88,42969949.59
Inventory,541162888.65,455299776.42,544928342.86,965713680.76
Inventories Adjustments Allowances,0.0,,0.0,0.0
Finished Goods,11295022.51,27288615.06,104230443.78,425478123.32
Work In Process,312799357.67,282829392.18,322472750.26,313563266.05
Raw Materials,217068508.47,145181769.18,118225148.82,226672291.39
Other Receivables,195598462.36,238596803.34,45872743.08,50499246.39
Accounts Receivable,9716804.52,17128633.07,24654557.29,7932878.96
Allowance For Doubtful Accounts Receivable,-10529512.92,-10529512.92,-12174710.73,-12898668.16
Gross Accounts Receivable,20246317.44,27658145.99,36829268.02,20831547.12
Cash Cash Equivalents And Short Term Investments,1699968273.68,1738432027.29,1314435258.16,1154597897.46
Other Short Term Investments,,150038647.54,150232643.84,
Cash And Cash Equivalents,1699968273.68,1588393379.75,1164202614.32,1154597897.46
Cash Equivalents,192234328.13,415391138.65,388225003.42,449464458.73
Cash Financial,1507733945.55,1173002241.1,775977610.9,705133438.73
