,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,3412949652.0,3412949652.0,3412949652.0,3412949652.0
Share Issued,3412949652.0,3412949652.0,3412949652.0,3412949652.0
Total Debt,4729192740.21,5699936964.07,5199211700.65,5447908567.53
Tangible Book Value,33893896982.29,32140018998.43,28989078997.61,26203285630.28
Invested Capital,39243802205.44,37959409033.91,33813418420.12,32634606076.0
Working Capital,21918201022.52,19741213887.97,17464701787.03,17120751783.61
Net Tangible Assets,33893896982.29,32140018998.43,28989078997.61,26203285630.28
Capital Lease Obligations,84495534.12,76225927.4,72593174.91,75775153.03
Common Stock Equity,34994171832.06,33159071877.13,29996816933.93,27272623457.85
Total Capitalization,36976928692.06,34528995292.41,30130572178.83,29178633535.64
Total Equity Gross Minority Interest,35815310838.78,34626837993.25,31302476970.29,28077182217.39
Minority Interest,821139006.72,1467766116.12,1305660036.36,804558759.54
Stockholders Equity,34994171832.06,33159071877.13,29996816933.93,27272623457.85
Other Equity Interest,,,,
Treasury Stock,112072520.45,191352730.7,,
Retained Earnings,18462280256.67,16515492157.4,13920049358.19,11215085927.88
Additional Paid In Capital,10909124129.3,11008793200.55,11008793200.55,11050619164.33
Capital Stock,3412949652.0,3412949652.0,3412949652.0,3412949652.0
Common Stock,3412949652.0,3412949652.0,3412949652.0,3412949652.0
Total Liabilities Net Minority Interest,22509070977.36,20104001126.61,17367696539.25,18012721722.32
Total Non Current Liabilities Net Minority Interest,2919302021.21,2442350744.58,1093627073.41,2866120118.66
Other Non Current Liabilities,,,15000000.0,40000000.0
Tradeand Other Payables Non Current,181936340.31,116443970.34,249065517.98,245768042.67
Non Current Deferred Revenue,378026503.53,374149733.73,267570241.62,240256178.45
Non Current Deferred Taxes Liabilities,292086783.25,505607697.83,355642894.0,358310666.72
Long Term Debt And Capital Lease Obligation,2067252394.12,1446149342.68,206348419.81,1981785230.82
Long Term Capital Lease Obligation,84495534.12,76225927.4,72593174.91,75775153.03
Long Term Debt,1982756860.0,1369923415.28,133755244.9,1906010077.79
Current Liabilities,19589768956.15,17661650382.03,16274069465.84,15146601603.66
Other Current Liabilities,480561194.64,288373022.42,465775650.34,375256970.71
Current Debt And Capital Lease Obligation,2661940346.09,4253787621.39,4992863280.84,3466123336.71
Current Debt,2266873513.38,3430413741.5,3682846241.29,3455972540.36
Payables,12969272814.39,11027955884.89,9431185912.68,9243562736.68
Other Payable,1042298863.43,771451420.68,565664850.12,510976150.58
Dividends Payable,,,118000000.0,88500000.0
Total Tax Payable,409290809.51,365848191.93,401223939.49,383495997.93
Accounts Payable,11517683141.45,9890656272.28,8346297123.07,8260590588.17
Total Assets,58324381816.14,54730839119.86,48670173509.54,46089903939.71
Total Non Current Assets,16816411837.47,17327974849.86,14931402256.67,13822550552.44
Other Non Current Assets,409852544.99,683889444.77,160090361.88,228756002.58
Non Current Deferred Assets,10332515.51,3282306.47,8070507.57,7695920.27
Non Current Deferred Taxes Assets,1093134329.43,931761265.36,834189574.64,859062011.25
Investmentin Financial Assets,963903258.15,1805962964.19,1312144406.69,1210837267.39
Held To Maturity Securities,,,,
Available For Sale Securities,963903258.15,1805962964.19,1312144406.69,1210837267.39
Long Term Equity Investment,1865837385.02,1707598019.83,1267802192.71,732750015.33
Investment Properties,4131383.73,4766665.81,5401947.89,6036643.29
Goodwill And Other Intangible Assets,1100274849.77,1019052878.7,1007737936.32,1069337827.57
Other Intangible Assets,1094716315.25,1013494344.18,1002179401.8,1060951538.94
Goodwill,5558534.52,5558534.52,5558534.52,8386288.63
Net PPE,11309452218.63,11098761814.95,10244539157.31,9656315641.56
Accumulated Depreciation,-9666029347.56,-8436423151.1,-7437219487.34,-6463701296.36
Gross PPE,20975481566.19,19535184966.05,17681758644.65,16120016937.92
Construction In Progress,555701226.38,1054283706.12,1337457533.98,993090570.29
Other Properties,5260576190.33,4163953382.9,3125289724.01,3172659623.63
Machinery Furniture Equipment,10297312542.95,9693100376.31,8873498258.48,8087994197.47
Buildings And Improvements,,,,
Properties,4861891606.53,4623847500.72,4345513128.18,3866272546.53
Current Assets,41507969978.67,37402864270.0,33738771252.87,32267353387.27
Other Current Assets,1612900362.75,1302382531.58,981678000.28,1047869771.11
Hedging Assets Current,3733446.12,156784679.35,65928093.41,73568959.75
Assets Held For Sale Current,,,,
Prepaid Assets,727618129.51,284298559.21,754989164.14,456689526.48
Inventory,5718934989.7,5107342741.52,5438268415.96,5646230379.15
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Other Inventories,502121932.76,430701421.78,300858674.4,791864574.94
Finished Goods,2723843405.89,2089222883.71,2433789523.86,2895120940.48
Work In Process,1249370509.48,1512863821.94,1278737647.33,839039405.26
Raw Materials,1243599141.57,1074554614.09,1424882570.37,1120205458.47
Other Receivables,1700718824.09,1501466604.42,2114327084.51,1357973475.99
Accounts Receivable,14728096003.79,13553276471.65,10685071520.31,11204373830.66
Allowance For Doubtful Accounts Receivable,-830454351.89,-768041785.28,-652662244.14,-624426794.64
Gross Accounts Receivable,15558550355.68,14321318256.93,11337733764.45,11730296054.35
Cash Cash Equivalents And Short Term Investments,17015968222.71,15497312682.27,13698508974.26,12480647444.13
Other Short Term Investments,1021768.0,,13933.44,30245276.64
Cash And Cash Equivalents,17014946454.71,15497312682.27,13698495040.82,12450402167.49
Cash Equivalents,1330095113.77,1486475553.43,1575621910.51,2476820551.08
Cash Financial,15684851340.94,14010837128.84,12122873130.31,9891608811.27
