,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,740110901.0,740110901.0,740110901.0,740110901.0
Share Issued,740110901.0,740110901.0,740110901.0,740110901.0
Net Debt,485297678.14,451834645.28,271604698.72,334430623.55
Total Debt,1023206098.47,1037450181.76,1067295847.7,1016404888.18
Tangible Book Value,1312991026.84,2189577838.21,1543136469.86,1833094236.74
Invested Capital,2933569374.8,4474727875.46,5062677321.56,5956066753.88
Working Capital,974563965.31,1606155481.45,984294872.7,1379473338.68
Net Tangible Assets,1312991026.84,2189577838.21,1543136469.86,1833094236.74
Capital Lease Obligations,4823202.3,173586.58,928191.49,3272081.77
Common Stock Equity,2018366345.85,3594532888.74,4197566178.56,5009326639.23
Total Capitalization,2335696345.85,3793413966.54,4285676278.56,5229365508.68
Total Equity Gross Minority Interest,2103724689.29,3740614401.2,4370485769.9,5226310944.97
Minority Interest,85358343.44,146081512.46,172919591.34,216984305.74
Stockholders Equity,2018366345.85,3594532888.74,4197566178.56,5009326639.23
Treasury Stock,150033637.57,150033637.57,150033637.57,150033637.57
Retained Earnings,-1687065507.02,-138320432.5,451797756.96,1316499784.71
Additional Paid In Capital,,3034535210.94,3035109358.23,3030767498.74
Capital Stock,740110901.0,740110901.0,740110901.0,740110901.0
Common Stock,740110901.0,740110901.0,740110901.0,740110901.0
Total Liabilities Net Minority Interest,3122916359.81,3087070169.11,3064917405.25,2775348238.17
Total Non Current Liabilities Net Minority Interest,509622889.71,412154787.43,345268394.6,441089002.68
Other Non Current Liabilities,940957.55,2416286.84,3661725.79,7040829.26
Tradeand Other Payables Non Current,177169722.38,197021354.6,233792580.73,188612235.87
Non Current Deferred Revenue,3422644.31,6049957.64,9592485.75,11907868.67
Non Current Deferred Taxes Liabilities,5936363.17,7612523.97,9183310.84,10217117.66
Long Term Debt And Capital Lease Obligation,322153202.3,199054664.38,89038291.49,223310951.22
Long Term Capital Lease Obligation,4823202.3,173586.58,928191.49,3272081.77
Long Term Debt,317330000.0,198881077.8,88110100.0,220038869.45
Current Liabilities,2613293470.1,2674915381.68,2719649010.65,2334259235.49
Other Current Liabilities,129832755.18,63063613.3,30994792.17,29355155.2
Current Debt And Capital Lease Obligation,701052896.17,838395517.38,978257556.21,793093936.96
Current Debt,597873028.95,681313908.92,777001043.0,726701245.2
Payables,1598802682.69,1620033525.16,1520930734.35,1362735023.62
Other Payable,187884138.06,197654646.59,154731621.64,90423868.92
Dividends Payable,,,,
Total Tax Payable,34715663.23,58238616.05,44914653.3,59958732.35
Accounts Payable,1376202881.4,1364140262.52,1321284459.41,1212352422.35
Total Assets,5226641049.1,6827684570.31,7435403175.15,8001659183.14
Total Non Current Assets,1638783613.69,2546613707.18,3731459291.8,4287926608.97
Other Non Current Assets,1285646.89,2274473.98,187670726.53,215879147.31
Non Current Deferred Assets,2945930.41,5267161.73,3175075.4,2557939.53
Non Current Deferred Taxes Assets,294328316.95,315595846.23,276410954.34,197976867.2
Investmentin Financial Assets,2626365.47,4321782.54,4697382.54,4657467.09
Available For Sale Securities,2626365.47,4321782.54,4697382.54,4657467.09
Long Term Equity Investment,32421475.03,43286530.29,45849238.6,34607391.1
Investment Properties,52424577.95,65061570.11,71582224.55,78102878.99
Goodwill And Other Intangible Assets,705375319.01,1404955050.53,2654429708.7,3176232402.49
Other Intangible Assets,119205335.11,562787291.7,1502568820.8,1621317127.61
Goodwill,586169983.9,842167758.83,1151860887.9,1554915274.88
Net PPE,262238185.51,346999086.82,386730371.63,436519157.1
Accumulated Depreciation,,-631276972.92,-578330848.59,-522989832.82
Gross PPE,262238185.51,978276059.74,965061220.22,959508989.92
Construction In Progress,2306253.72,3706511.73,482108.85,1986033.56
Other Properties,259931931.79,292496298.06,278223020.29,278884089.99
Machinery Furniture Equipment,,115567715.72,116938444.93,109948832.6
Buildings And Improvements,,,,
Properties,,566505534.23,569417646.15,568690033.77
Current Assets,3587857435.41,4281070863.13,3703943883.35,3713732574.17
Other Current Assets,285221389.03,158281459.91,160672481.66,186139025.33
Assets Held For Sale Current,441333622.65,806872177.33,,
Prepaid Assets,59708878.29,94342381.68,63331858.35,41436992.21
Inventory,515019045.12,615421373.63,609851336.54,571598301.79
Inventories Adjustments Allowances,,0.0,0.0,0.0
Other Inventories,,,,
Finished Goods,,177559406.23,159848130.34,138384709.82
Work In Process,,365857678.16,355406008.97,358236897.58
Raw Materials,,72004289.24,94597197.23,74976694.39
Other Receivables,696341460.06,596089411.82,759652649.96,656132131.64
Accounts Receivable,1160327689.45,1581703717.32,1516929112.56,1646116632.1
Allowance For Doubtful Accounts Receivable,,-880912319.26,-593309149.05,-383411053.7
Gross Accounts Receivable,,2462616036.58,2110238261.61,2029527685.8
Cash Cash Equivalents And Short Term Investments,429905350.81,428360341.44,593506444.28,612309491.1
Cash And Cash Equivalents,429905350.81,428360341.44,593506444.28,612309491.1
Cash Equivalents,,32677396.08,37333091.04,44362971.3
Cash Financial,,395682945.36,556173353.24,567946519.8
