,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,1998320004.0,1998319478.0,1983196441.0,1966736307.0
Share Issued,1998320004.0,1998319478.0,1983196441.0,1966736307.0
Net Debt,9885120733.19,8693878945.67,6446890920.26,5627185960.65
Total Debt,22260233516.36,18384122856.24,13743545182.17,11618728625.79
Tangible Book Value,13005536819.1,12855600676.33,11467365078.05,9957428759.26
Invested Capital,30687517044.62,30492864828.49,24262567834.7,21388808582.82
Working Capital,4814824529.19,8556296141.92,5905290232.65,5746466809.08
Net Tangible Assets,13005536819.1,12855600676.33,11467365078.05,9957428759.26
Capital Lease Obligations,33070747.67,59326130.19,64971027.57,174143573.23
Common Stock Equity,14366383436.85,14077493147.72,12719711695.11,11059060986.04
Total Capitalization,19222054605.26,22266184756.28,18861364020.85,15487323633.77
Total Equity Gross Minority Interest,16947605125.22,16838711397.46,13376882864.91,11716222229.65
Minority Interest,2581221688.37,2761218249.74,657171169.8,657161243.61
Stockholders Equity,14366383436.85,14077493147.72,12719711695.11,11059060986.04
Other Equity Interest,578421893.48,578422963.69,609412427.82,643305597.34
Treasury Stock,253523634.96,,,
Retained Earnings,8334073598.69,7970486914.62,7016667867.03,5955911772.0
Additional Paid In Capital,2976219138.97,2976213639.88,2700542016.76,2527319910.2
Capital Stock,1998320004.0,1998319478.0,1983196441.0,1966736307.0
Common Stock,1998320004.0,1998319478.0,1983196441.0,1966736307.0
Total Liabilities Net Minority Interest,27531917043.24,23566388243.43,20108917013.06,20382503789.47
Total Non Current Liabilities Net Minority Interest,5497311512.74,8798313034.26,6694765790.06,5025881385.2
Other Non Current Liabilities,,,,
Tradeand Other Payables Non Current,114719640.69,121833703.79,102640960.51,138499840.06
Non Current Deferred Revenue,273256375.06,241846578.07,161365171.86,59141705.28
Non Current Deferred Taxes Liabilities,220593580.91,186615013.65,224136304.38,225833618.9
Long Term Debt And Capital Lease Obligation,4888741916.08,8248017738.75,6206623353.31,4602406220.96
Long Term Capital Lease Obligation,33070747.67,59326130.19,64971027.57,174143573.23
Long Term Debt,4855671168.41,8188691608.56,6141652325.74,4428262647.73
Current Liabilities,22034605530.5,14768075209.17,13414151223.0,15356622404.27
Other Current Liabilities,164386222.2,157803597.58,127846568.87,160441138.13
Current Debt And Capital Lease Obligation,17371491600.28,10136105117.49,7536921828.86,7016322404.83
Current Debt,11465462439.36,8226680072.21,5401203813.85,5901484949.05
Payables,3901924060.27,3993165244.32,5243786446.04,7620210746.71
Other Payable,556323088.54,613311472.31,716571395.71,563690805.52
Total Tax Payable,241896207.35,264963095.94,306503109.87,234660191.82
Accounts Payable,3103704764.38,3114890676.07,4220711940.46,6821859749.37
Total Assets,44479522168.46,40405099640.89,33485799877.97,32098726019.12
Total Non Current Assets,17630092108.77,17080728289.8,14166358422.32,10995636805.77
Other Non Current Assets,208235207.59,615018906.84,716984967.34,570846627.71
Non Current Deferred Assets,568529.39,613581.42,1148322.52,56733.21
Non Current Deferred Taxes Assets,495140550.99,302255850.39,332433527.08,306626938.53
Investmentin Financial Assets,1140399703.5,915999997.86,915999997.86,915999997.86
Available For Sale Securities,1140399703.5,915999997.86,915999997.86,915999997.86
Long Term Equity Investment,2023178681.35,2057575487.46,1945959064.26,1838039259.64
Investment Properties,260883353.02,248362599.51,259772980.26,250814136.16
Goodwill And Other Intangible Assets,1360846617.75,1221892471.39,1252346617.06,1101632226.78
Other Intangible Assets,1091976775.5,895770213.2,907189466.84,756475076.56
Goodwill,268869842.25,326122258.19,345157150.22,345157150.22
Net PPE,11232859503.12,10602720035.26,7762211101.68,5120774877.62
Accumulated Depreciation,,-1960839077.73,-1836327580.22,-1602974493.99
Gross PPE,11232859503.12,12563559112.99,9598538681.9,6723749371.61
Construction In Progress,1517207698.71,3106978046.55,3961217402.56,1711548262.53
Other Properties,9715651804.41,500196765.01,436228794.82,535156537.5
Machinery Furniture Equipment,,5985318250.71,3315845569.24,3011501953.6
Buildings And Improvements,,,,
Properties,,2971066050.72,1885246915.28,1465542617.98
Current Assets,26849430059.69,23324371351.09,19319441455.65,21103089213.35
Other Current Assets,656269661.62,407315998.15,395781872.8,333261875.68
Prepaid Assets,1027956393.47,1175515089.65,1063540337.25,1229583938.98
Inventory,8755132308.67,7087091458.34,6858231217.45,7779781467.67
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Finished Goods,3277140256.13,2292621297.08,2640491700.33,3548170622.69
Work In Process,2015656065.65,1828594574.58,1626755121.16,1775725162.13
Raw Materials,3462335986.89,2965875586.68,2590984395.96,2455885682.85
Other Receivables,1971845829.75,1495774890.08,1191452660.56,1265807197.42
Accounts Receivable,7848294214.0,5405829742.53,4696069661.91,5702996228.72
Allowance For Doubtful Accounts Receivable,,-103664901.77,-112429319.82,-88779125.3
Gross Accounts Receivable,,5509494644.3,4808498981.73,5791775354.02
Cash Cash Equivalents And Short Term Investments,6589931652.18,7752844172.34,5114365705.68,4791658504.88
Other Short Term Investments,153918777.6,31351437.24,18400486.35,89096868.75
Cash And Cash Equivalents,6436012874.58,7721492735.1,5095965219.33,4702561636.13
Cash Equivalents,2574228590.39,1865416779.24,2633034024.93,2208210386.49
Cash Financial,1409839468.1,3224336764.81,2462931194.4,2494351249.64
