,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,1254576045.75,519274530.59,-763801687.22,85614066.06
Capital Expenditure,-124807544.24,-161983499.28,-141316501.09,-204757489.32
End Cash Position,1990673450.23,993398242.99,681351061.44,652853708.13
Beginning Cash Position,993398242.99,681351061.44,652853708.13,1485740112.42
Effect Of Exchange Rate Changes,13319446.47,318340.05,-3257234.61,-3556011.31
Changes In Cash,983955760.77,311728841.5,31754587.92,-829330392.98
Financing Cash Flow,-52345726.8,-85558055.27,-348862636.26,-156004395.1
Net Other Financing Charges,31314433.2,18923944.73,5893261.74,52399104.9
Cash Dividends Paid,-83660160.0,-104482000.0,-354755898.0,-208403500.0
Net Other Investing Changes,-223000000.0,-127000000.0,1116100000.0,-720100000.0
Net Investment Purchase And Sale,4721326.65,5009153.18,28247321.67,-38958670.44
Sale Of Investment,4721326.65,5009153.18,38247321.67,25410743.56
Purchase Of Investment,,,-10000000.0,-64369414.0
Net PPE Purchase And Sale,-124803429.07,-161980286.28,-141244911.36,-204638882.82
Sale Of PPE,4115.17,3213.0,71589.73,118606.5
Capital Expenditure Reported,,,,
Operating Cash Flow,1379383589.99,681258029.87,-622485186.13,290371555.38
Change In Working Capital,659431639.46,306684460.45,-1096186054.17,-477258375.62
Change In Other Current Assets,16992491.15,-52670472.87,-41609055.55,4962510.9
Change In Payable,203715063.7,74933525.74,-43718512.67,54784156.18
Change In Inventory,442476064.29,186353328.35,-1000149703.67,-235201125.21
Change In Receivables,-3751979.68,98068079.23,-10708782.28,-301803917.49
Other Non Cash Items,15836161.17,44495633.73,73971818.83,41524334.96
Deferred Tax,,,,
Depreciation And Amortization,107438488.41,149966086.73,130985198.7,124723886.23
Amortization Cash Flow,74124483.4,104761374.51,87919500.99,97319926.51
Depreciation,33314005.01,45204712.22,43065697.71,27403959.72
Gain Loss On Investment Securities,-44347310.82,-5624733.34,-108772564.67,-120092404.19
Gain Loss On Sale Of PPE,36171.5,-3000.61,1090568.22,-48472.41
Net Income From Continuing Operations,594862210.27,134885044.41,297427269.93,601778469.15
Cash Flowsfromusedin Operating Activities Direct,1379383589.99,681258029.87,-622485186.13,290371555.38
Taxes Refund Paid Direct,38250586.41,143105949.69,68382859.48,51849263.15
Classesof Cash Payments,-2115231029.77,-1775728846.28,-2976360298.0,-2564402782.97
Other Cash Paymentsfrom Operating Activities,-81731804.16,-85960853.86,-82970939.26,-116708073.85
Paymentson Behalfof Employees,-459340618.11,-429516991.46,-428069086.4,-364627451.56
Paymentsto Suppliersfor Goodsand Services,-1574158607.5,-1260251000.96,-2465320272.34,-2083067257.56
Classesof Cash Receiptsfrom Operating Activities,3456364033.35,2313880926.46,2285492252.39,2802925075.2
Other Cash Receiptsfrom Operating Activities,82269745.81,56879424.3,49979244.2,36972640.98
Receiptsfrom Customers,3374094287.54,2257001502.16,2235513008.19,2765952434.22
