,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,652171706.0,652615226.0,653212346.0,530501030.0
Share Issued,652171706.0,652615226.0,653212346.0,530501030.0
Total Debt,105685958.68,346792512.14,152957993.05,51859059.26
Tangible Book Value,3895406826.06,3701548839.58,3592873924.37,3450744825.2
Invested Capital,4291262738.35,4194163615.93,4000674259.39,3860521303.58
Working Capital,2458853076.37,2291448307.56,2087159608.56,2215308562.19
Net Tangible Assets,3895406826.06,3701548839.58,3592873924.37,3450744825.2
Capital Lease Obligations,33875136.74,34131159.61,35142216.66,39455053.25
Common Stock Equity,4275578652.58,4088742566.33,3986719578.53,3851776182.04
Total Capitalization,4277475753.61,4189445054.42,3990122584.77,3855086031.85
Total Equity Gross Minority Interest,4307498001.57,4121533077.9,4021381108.46,3945235140.81
Minority Interest,31919348.99,32790511.57,34661529.93,93458958.77
Stockholders Equity,4275578652.58,4088742566.33,3986719578.53,3851776182.04
Treasury Stock,15097492.0,,15505200.0,22384800.0
Retained Earnings,1674742069.87,1478971062.92,1388336434.56,1409709559.83
Additional Paid In Capital,1680238819.26,1686784429.26,1707047807.69,1826189922.69
Capital Stock,652171706.0,652600826.0,653116346.0,408077716.0
Common Stock,652171706.0,652600826.0,653116346.0,408077716.0
Total Liabilities Net Minority Interest,440837142.76,702589480.1,561062822.38,516794852.62
Total Non Current Liabilities Net Minority Interest,94034648.11,213597209.68,134817739.85,168425866.68
Other Non Current Liabilities,546922.72,839181.8,4043622.2,3059983.21
Tradeand Other Payables Non Current,6812480.11,,,
Non Current Deferred Revenue,48437555.21,74970359.43,92228894.75,113351267.05
Non Current Deferred Taxes Liabilities,2465452.3,2954020.75,92228894.75,9249713.36
Long Term Debt And Capital Lease Obligation,35772237.77,134833647.7,38545222.9,42764903.06
Long Term Capital Lease Obligation,33875136.74,34131159.61,35142216.66,39455053.25
Long Term Debt,1897101.03,100702488.09,3403006.24,3309849.81
Current Liabilities,346802494.65,488992270.42,426245082.53,348368985.94
Other Current Liabilities,707163.93,932765.5,600447.63,534458.05
Current Debt And Capital Lease Obligation,69913720.91,211958864.44,114412770.15,9094156.2
Current Debt,13786984.74,4718561.51,10551674.62,5435271.73
Payables,239151364.93,245087009.19,271579011.23,324569880.91
Other Payable,47147729.33,34901471.05,70165816.47,62247972.12
Dividends Payable,,60076.8,144489.6,169200.0
Total Tax Payable,9651058.91,8733898.65,10963258.91,25041870.84
Accounts Payable,182352576.69,201391562.69,190305446.25,237110837.95
Total Assets,4748335144.33,4824122558.0,4582443930.84,4462029993.43
Total Non Current Assets,1942679573.31,2043681980.02,2069039239.75,1898352445.3
Other Non Current Assets,190450.36,231161.11,12758567.25,14958821.83
Non Current Deferred Assets,717884.87,2812079.18,4877364.81,6963299.4
Non Current Deferred Taxes Assets,40129568.99,40272512.35,34895905.07,22050961.22
Investmentin Financial Assets,54568519.58,60692111.83,52163498.21,186436832.13
Available For Sale Securities,54568519.58,60692111.83,52163498.21,186436832.13
Long Term Equity Investment,299651612.84,327215402.52,362380567.25,
Investment Properties,1573047.8,1470334.22,1604462.39,0.0
Goodwill And Other Intangible Assets,380171826.52,387193726.75,393845654.16,401031356.84
Other Intangible Assets,97110161.64,103643493.42,109803763.67,116483521.66
Goodwill,283061664.88,283550233.33,284041890.49,284547835.18
Net PPE,1165676662.35,1223794652.06,1206513220.61,1266911173.88
Accumulated Depreciation,-1451618200.37,-1389755444.56,-1219699355.53,-1145565632.99
Gross PPE,2617294862.72,2613550096.62,2426212576.14,2412476806.87
Construction In Progress,316451441.76,248650420.58,290132331.0,330939318.02
Other Properties,204865444.95,199902616.55,197324925.96,254896218.18
Machinery Furniture Equipment,1799109354.64,1867244005.19,1643820094.51,1530885593.02
Buildings And Improvements,,,,
Properties,296868621.37,297753054.3,294935224.67,295755677.65
Current Assets,2805655571.02,2780440577.98,2513404691.09,2563677548.13
Other Current Assets,11408678.53,13520157.25,16022480.47,6096213.74
Prepaid Assets,864982.3,894986.85,1417240.3,848002.79
Inventory,88085238.63,108879780.13,109982014.2,153219325.44
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Finished Goods,32371424.86,43420448.49,61115778.28,48415122.53
Work In Process,21792597.19,27849029.09,20973928.33,30825954.44
Raw Materials,33921216.58,37610302.55,27892307.59,73978248.47
Other Receivables,11278689.11,8579837.34,7717193.83,29159535.08
Accounts Receivable,129597392.38,93960044.15,84024630.91,100872642.82
Allowance For Doubtful Accounts Receivable,,-6949519.66,-2417957.71,-2723800.9
Gross Accounts Receivable,,100909563.81,86442588.62,103596443.72
Cash Cash Equivalents And Short Term Investments,2564420590.07,2554605772.26,2294241131.38,2273481828.26
Other Short Term Investments,980000000.0,,,20000000.0
Cash And Cash Equivalents,1584420590.07,2554605772.26,2294241131.38,2253481828.26
Cash Equivalents,0.0,893426.0,843827.85,
Cash Financial,1584420590.07,2553712346.26,2293397303.53,2253481828.26
