,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,1686025655.0,1597972170.0,1597967529.0,1597967529.0
Share Issued,1686025655.0,1597972170.0,1597967529.0,1597967529.0
Net Debt,905212845.08,3086884900.45,3519416569.71,253140959.29
Total Debt,7383997694.43,7530550452.52,6405483426.18,1584294297.76
Tangible Book Value,17978642482.32,12191055340.72,10692735340.53,9524985536.23
Invested Capital,24443242645.02,19726631492.65,18444648920.75,12113358300.73
Working Capital,5644680082.45,2267985907.57,2813854580.63,1423647370.29
Net Tangible Assets,17978642482.32,12191055340.72,10692735340.53,9524985536.23
Capital Lease Obligations,486054607.63,298078535.61,67084816.51,40685114.26
Common Stock Equity,19550263949.66,13784379600.93,12129700520.61,10588767194.07
Total Capitalization,23512609828.1,18726832787.56,17312112162.91,10898767194.07
Total Equity Gross Minority Interest,19583253475.46,13814302905.73,12160225321.65,10620425409.31
Minority Interest,32989525.8,29923304.8,30524801.04,31658215.24
Stockholders Equity,19550263949.66,13784379600.93,12129700520.61,10588767194.07
Other Equity Interest,143199396.33,143201172.16,143214233.3,
Retained Earnings,8737431642.33,6498434550.76,4933499753.42,3627091164.15
Additional Paid In Capital,8255513845.1,5341019192.64,5340788538.03,5340788538.03
Capital Stock,1686025655.0,1102049773.0,1102046572.0,1102046572.0
Common Stock,1686025655.0,1102049773.0,1102046572.0,1102046572.0
Total Liabilities Net Minority Interest,17960618429.96,16955468301.15,15350324897.24,8062267357.95
Total Non Current Liabilities Net Minority Interest,4922084706.09,5731592800.1,5729673556.55,695764293.41
Non Current Deferred Revenue,408021000.71,424223057.18,367153765.44,269329507.52
Non Current Deferred Taxes Liabilities,65663219.31,66838020.68,113023332.3,75749671.63
Long Term Debt And Capital Lease Obligation,4448400486.07,5240531722.24,5249496458.81,350685114.26
Long Term Capital Lease Obligation,486054607.63,298078535.61,67084816.51,40685114.26
Long Term Debt,3962345878.44,4942453186.63,5182411642.3,310000000.0
Current Liabilities,13038533723.87,11223875501.05,9620651340.69,7366503064.54
Other Current Liabilities,1540946.15,1690671.66,166036174.17,193908274.06
Current Debt And Capital Lease Obligation,2935597208.36,2290018730.28,1155986967.37,1233609183.5
Current Debt,930632816.92,999798705.09,1132536757.84,1214591106.66
Payables,10077133131.55,8912075821.38,8276575087.08,5916410043.7
Other Payable,413191285.91,378190222.89,291428831.65,209129900.02
Dividends Payable,,,0.0,
Total Tax Payable,325243378.19,271156762.61,170226721.86,148102445.81
Accounts Payable,9338698467.45,8262728835.88,7814919533.57,5559177697.87
Total Assets,37543871905.42,30769771206.88,27510550218.89,18682692767.26
Total Non Current Assets,18860658099.1,17277909798.26,15076044297.57,9892542332.43
Other Non Current Assets,219274564.68,292058305.82,754078748.57,558231000.78
Non Current Deferred Assets,209595476.57,169098529.79,157573682.61,95018634.21
Non Current Deferred Taxes Assets,239126561.54,202239458.82,191979118.18,135100879.84
Long Term Equity Investment,96732684.19,139641447.46,141704726.21,129477775.53
Investment Properties,20832087.25,22979091.55,25126095.85,29929216.74
Goodwill And Other Intangible Assets,1571621467.34,1593324260.21,1436965180.08,1063781657.84
Other Intangible Assets,1369518780.91,1390141202.49,1227723584.59,855105073.23
Goodwill,202102686.43,203183057.72,209241595.49,208676584.61
Net PPE,16503475257.53,14858568704.61,12368616746.07,7881003167.49
Accumulated Depreciation,-5656021029.17,-4244189114.39,-3181828670.24,-2463647315.2
Gross PPE,22159496286.7,19102757819.0,15550445416.31,10344650482.69
Construction In Progress,2284619095.64,2999617867.21,3553833187.91,1990647471.76
Other Properties,1308056762.04,843908016.91,521742002.71,352480746.04
Machinery Furniture Equipment,13545465919.84,10667018516.2,7898593790.98,5583719561.76
Buildings And Improvements,,,,
Properties,5021354509.18,4592213418.68,3576276434.71,2417802703.13
Current Assets,18683213806.32,13491861408.62,12434505921.32,8790150434.83
Other Current Assets,287567653.75,283924859.25,208497764.18,266187079.91
Prepaid Assets,167363593.66,116414223.74,117134585.39,84489104.36
Inventory,4000058158.99,3244841805.11,3255860915.66,2296983843.07
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Other Inventories,,,712904558.22,453562883.94
Finished Goods,2479431099.66,1934816319.39,2010383871.87,1520666512.21
Work In Process,979379526.32,867801805.46,,
Raw Materials,541247533.01,442223680.26,532572485.57,322754446.92
Other Receivables,2764869817.89,1683726301.06,1709064949.42,1381311608.31
Accounts Receivable,6425588731.75,5006715161.67,4347460987.76,3168220804.95
Allowance For Doubtful Accounts Receivable,-520841883.58,-442571886.68,-248325173.15,-183263662.38
Gross Accounts Receivable,6946430615.33,5449287048.35,4595786160.91,3351484467.33
Cash Cash Equivalents And Short Term Investments,5037765850.28,3156239057.79,2796486718.91,1592957994.23
Other Short Term Investments,1050000000.0,300872066.52,954888.48,321507846.86
Cash And Cash Equivalents,3987765850.28,2855366991.27,2795531830.43,1271450147.37
Cash Equivalents,45499260.99,541429058.76,385319277.15,335777756.39
Cash Financial,3942266589.29,2313937932.51,2410212553.28,935672390.98
