,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,-153710911.137811,-42722652.097338,-321303448.796903,-124982750.0
Tax Rate For Calcs,0.249015,0.245544,0.361379,0.25
Normalized EBITDA,33930112000.0,30249304000.0,29648704000.0,19844283000.0
Total Unusual Items,-617275000.0,-173992000.0,-889105000.0,-499931000.0
Total Unusual Items Excluding Goodwill,-617275000.0,-173992000.0,-889105000.0,-499931000.0
Net Income From Continuing Operation Net Minority Interest,10170427000.0,8234493000.0,6173764000.0,4269098000.0
Reconciled Depreciation,17332257000.0,17319107000.0,16348113000.0,11664020000.0
Reconciled Cost Of Revenue,244809787000.0,225273833000.0,234072360000.0,181548507000.0
EBITDA,33312837000.0,30075312000.0,28759599000.0,19344352000.0
EBIT,15980580000.0,12756205000.0,12411486000.0,7680332000.0
Net Interest Income,-1931125000.0,-1769820000.0,-1219275000.0,-444469000.0
Interest Expense,2373319000.0,2269700000.0,1444708000.0,546651000.0
Interest Income,617713000.0,633373000.0,345662000.0,187794000.0
Normalized Income,10633991088.862188,8365762347.902662,6741565551.203097,4644046250.0
Net Income From Continuing And Discontinued Operation,10170427000.0,8234493000.0,6173764000.0,4269098000.0
Total Expenses,269034014000.0,246715602000.0,254881174000.0,200281495000.0
Total Operating Income As Reported,13668349000.0,10454276000.0,11033907000.0,7248397000.0
Diluted Average Shares,4820107583.0,4843819412.0,4861231496.0,4590427957.0
Basic Average Shares,4820107583.0,4843819412.0,4861231496.0,4590427957.0
Diluted EPS,2.11,1.7,1.27,0.93
Basic EPS,2.11,1.7,1.27,0.93
Net Income Common Stockholders,10170427000.0,8234493000.0,6173764000.0,4269098000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,10170427000.0,8234493000.0,6173764000.0,4269098000.0
Minority Interests,-48418000.0,322884000.0,-829856000.0,349885000.0
Net Income Including Noncontrolling Interests,10218845000.0,7911609000.0,7003620000.0,3919213000.0
Net Income Continuous Operations,10218845000.0,7911609000.0,7003620000.0,3919213000.0
Tax Provision,3388416000.0,2574896000.0,3963158000.0,3214468000.0
Pretax Income,13607261000.0,10486505000.0,10966778000.0,7133681000.0
Other Non Operating Income Expenses,-61088000.0,32229000.0,-676781000.0,-1130073000.0
Special Income Charges,-567579000.0,-127730000.0,-861167000.0,-598880000.0
Other Special Charges,-33532000.0,-25087000.0,-91689000.0,-40461000.0
Write Off,270256000.0,-33632000.0,821100000.0,578951000.0
Impairment Of Capital Assets,330855000.0,186449000.0,131756000.0,60390000.0
Net Non Operating Interest Income Expense,-1931125000.0,-1769820000.0,-1219275000.0,-444469000.0
Total Other Finance Cost,175519000.0,133493000.0,120229000.0,85612000.0
Interest Expense Non Operating,2373319000.0,2269700000.0,1444708000.0,546651000.0
Interest Income Non Operating,617713000.0,633373000.0,345662000.0,187794000.0
Operating Income,15386045000.0,11693801000.0,12609240000.0,6905152000.0
Operating Expense,24224227000.0,21441769000.0,20808814000.0,18732988000.0
Other Operating Expenses,714325000.0,501845000.0,476706000.0,478726000.0
Depreciation And Amortization In Income Statement,1124934000.0,1021060000.0,966945000.0,232959000.0
Depreciation Income Statement,1124934000.0,1021060000.0,966945000.0,232959000.0
Research And Development,2533607000.0,2285314000.0,2222865000.0,2154839000.0
Selling General And Administration,4859858000.0,4725310000.0,4394030000.0,4586298000.0
Selling And Marketing Expense,1889932000.0,1835911000.0,1607280000.0,1876360000.0
General And Administrative Expense,2969926000.0,2889399000.0,2786750000.0,2709938000.0
Gross Profit,39610272000.0,33135570000.0,33418054000.0,25638140000.0
Cost Of Revenue,244809787000.0,225273833000.0,234072360000.0,181548507000.0
Total Revenue,284420059000.0,258409403000.0,267490414000.0,207186647000.0
Operating Revenue,284420059000.0,258409403000.0,267490414000.0,207186647000.0
