,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,-132920710.85,-5045550.07,94162551.4,15248385.75
Repayment Of Debt,-395427536.77,-400810215.61,-365316511.4,-362080051.41
Issuance Of Debt,437400383.97,273217874.69,313437776.81,391077550.61
Capital Expenditure,-409118181.17,-152877948.06,-97479485.56,-110939184.38
End Cash Position,155951968.27,282938717.95,174912741.47,205704602.39
Beginning Cash Position,282938717.95,174912741.47,205704602.39,235656201.32
Effect Of Exchange Rate Changes,-1767569.38,-450243.24,4803792.45,-3528405.62
Changes In Cash,-125219180.3,108476219.72,-35595653.37,-26423193.31
Financing Cash Flow,-68169692.06,116589725.36,-97471549.4,-20862450.43
Net Other Financing Charges,-82699972.64,282947654.59,-15321226.2,-23416400.97
Cash Dividends Paid,-26952566.62,-38765588.31,-30271588.61,-25463548.66
Net Issuance Payments Of Debt,41972847.2,-127592340.92,-51878734.59,28997499.2
Net Long Term Debt Issuance,41972847.2,-127592340.92,-51878734.59,28997499.2
Long Term Debt Payments,-395427536.77,-400810215.61,-365316511.4,-362080051.41
Long Term Debt Issuance,437400383.97,273217874.69,313437776.81,391077550.61
Investing Cash Flow,-333246958.56,-155945903.63,-129766140.93,-131748313.01
Net Other Investing Changes,,,,-51733.66
Net Investment Purchase And Sale,35908699.7,-6651095.58,-37200245.37,-63062143.18
Sale Of Investment,308567949.7,387276793.87,501309754.63,251547856.82
Purchase Of Investment,-272659250.0,-393927889.45,-538510000.0,-314610000.0
Net Business Purchase And Sale,50000.0,,4460000.0,
Sale Of Business,50000.0,,4460000.0,
Net PPE Purchase And Sale,-369205658.26,-149294808.05,-97025895.56,-68634436.17
Sale Of PPE,39912522.91,3583140.01,453590.0,42304748.21
Purchase Of PPE,-409118181.17,-152877948.06,-97479485.56,-110939184.38
Capital Expenditure Reported,,,,
Operating Cash Flow,276197470.32,147832397.99,191642036.96,126187570.13
Change In Working Capital,83756120.77,-22584322.75,58898640.9,-18026404.8
Change In Other Current Assets,-23380823.03,-17811474.62,-19556590.16,-14456799.18
Change In Payable,279960989.25,65104273.18,163233897.77,102719356.09
Change In Inventory,-42895092.43,-16793956.21,-13062697.78,-54966040.11
Change In Receivables,-129928953.02,-53083165.1,-71715968.93,-51322921.6
Other Non Cash Items,34596764.36,27528934.18,27250737.88,26315000.26
Deferred Tax,,,,
Depreciation And Amortization,72458680.11,68755960.3,65999589.01,65059966.1
Amortization Cash Flow,2423864.01,2817518.51,2790423.46,3632300.23
Depreciation,70034816.1,65938441.79,63209165.55,61427665.87
Gain Loss On Investment Securities,4353208.44,-2385039.63,12790073.79,5204277.06
Gain Loss On Sale Of PPE,-3353305.91,3647768.64,-84221.61,284526.33
Net Income From Continuing Operations,68841904.87,67496201.36,27670222.97,32530297.74
Cash Flowsfromusedin Operating Activities Direct,276197470.32,147832397.99,191642036.96,126187570.13
Taxes Refund Paid Direct,-45467803.23,-53912102.5,9819250.96,-39976641.75
Classesof Cash Payments,-1325388936.33,-1243085546.89,-1121847573.35,-1186849388.87
Other Cash Paymentsfrom Operating Activities,-58966956.19,-28808813.27,-47636430.57,-32723920.07
Paymentson Behalfof Employees,-231568479.76,-173959807.17,-161062346.82,-151901182.62
Paymentsto Suppliersfor Goodsand Services,-1034853500.38,-1040316926.45,-913148795.96,-1002224286.18
Classesof Cash Receiptsfrom Operating Activities,1647054209.88,1444830047.38,1303670359.35,1353013600.75
Other Cash Receiptsfrom Operating Activities,43910906.1,24211911.31,15058184.9,15955749.67
Receiptsfrom Customers,1603143303.78,1420618136.07,1288612174.45,1337057851.08
