,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,415981564.0,412864254.0,412864254.0,370864254.0
Share Issued,415981564.0,412864254.0,412864254.0,370864254.0
Net Debt,5188114747.85,3789354610.83,,117242010.96
Total Debt,7766174296.25,5347563754.41,1337116217.03,746101053.78
Tangible Book Value,5249311844.08,4687428708.31,6354730928.09,4094424812.96
Invested Capital,12680575152.05,11029432210.13,7964188184.78,5099511533.07
Working Capital,4460155622.8,4132065177.89,5339061887.66,3235520226.1
Net Tangible Assets,5249311844.08,4687428708.31,6354730928.09,4094424812.96
Capital Lease Obligations,64420453.99,68203436.62,4789573.49,4869243.06
Common Stock Equity,6467489442.63,6021129105.7,6638753411.59,4373584836.88
Total Capitalization,8984225720.96,8113387106.05,6888981189.37,4373584836.88
Total Equity Gross Minority Interest,6899505730.45,6449404293.57,6638753411.59,4373584836.88
Minority Interest,432016287.82,428275187.87,0.0,
Stockholders Equity,6467489442.63,6021129105.7,6638753411.59,4373584836.88
Retained Earnings,1714116887.67,1319427742.98,2157945325.89,2290453923.34
Additional Paid In Capital,4148754026.63,3879138130.83,3879138130.83,1736130390.02
Capital Stock,415981564.0,412864254.0,412864254.0,370864254.0
Common Stock,415981564.0,412864254.0,412864254.0,370864254.0
Total Liabilities Net Minority Interest,9997161681.68,7230441473.88,2325010243.36,1781633108.4
Total Non Current Liabilities Net Minority Interest,2773834376.58,2297057223.08,327597897.38,54650000.27
Other Non Current Liabilities,36870541.52,22049321.06,16169032.53,13292592.51
Non Current Deferred Revenue,20651410.13,14581376.36,4355234.05,5234891.83
Non Current Deferred Taxes Liabilities,135155692.61,99965088.69,52056279.53,31253272.87
Long Term Debt And Capital Lease Obligation,2581156732.32,2160461436.97,255017351.27,4869243.06
Long Term Capital Lease Obligation,64420453.99,68203436.62,4789573.49,4869243.06
Long Term Debt,2516736278.33,2092258000.35,250227777.78,
Current Liabilities,7223327305.1,4933384250.8,1997412345.98,1726983108.13
Other Current Liabilities,1377813.08,656392.58,569552.2,1262648.73
Current Debt And Capital Lease Obligation,5185017563.93,3187102317.44,1082098865.76,741231810.72
Current Debt,3696349431.09,2916045104.08,1075206995.41,725926696.19
Payables,1942128952.67,1678992584.26,899136925.33,946208318.22
Other Payable,647289727.18,516252865.11,81865763.08,120788126.26
Total Tax Payable,154249887.33,15328749.15,154768717.15,131853448.35
Accounts Payable,1140589338.16,1147410970.0,662502445.1,693566743.61
Total Assets,16896667412.13,13679845767.45,8963763654.95,6155217945.28
Total Non Current Assets,5213184484.23,4614396338.76,1627289421.31,1192714611.05
Other Non Current Assets,155631793.21,302055512.25,129128458.79,64603212.75
Non Current Deferred Assets,109504301.35,80432520.92,9731048.96,4069721.13
Non Current Deferred Taxes Assets,537631793.79,446493841.03,177081135.91,77392708.97
Investmentin Financial Assets,720080267.18,393882860.6,357835628.75,286913056.49
Available For Sale Securities,720080267.18,393882860.6,357835628.75,286913056.49
Long Term Equity Investment,30000000.0,25158952.56,24788453.85,
Goodwill And Other Intangible Assets,1218177598.55,1333700397.39,284022483.5,279160023.92
Other Intangible Assets,424197135.94,465039817.44,284022483.5,279160023.92
Goodwill,793980462.61,868660579.95,,
Net PPE,2423023424.23,2018708176.22,644702211.55,480575887.79
Accumulated Depreciation,-378415178.49,-181661338.25,-101104081.65,-66821907.82
Gross PPE,2801438602.72,2200369514.47,745806293.2,547397795.61
Construction In Progress,266254448.59,422948852.84,123034064.13,13615899.73
Other Properties,291611898.94,247600723.47,125278603.4,91175972.42
Machinery Furniture Equipment,1273904827.46,966859550.22,143046360.41,90955047.28
Properties,969667427.73,562960387.94,354447265.26,351650876.18
Current Assets,11683482927.9,9065449428.69,7336474233.64,4962503334.23
Other Current Assets,472359190.02,236593319.52,36739389.24,69564472.62
Hedging Assets Current,17302986.15,,,
Prepaid Assets,421020265.44,331586200.66,140670242.63,57225823.55
Inventory,7833153366.75,5893165429.16,3744177273.12,3592462966.98
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Other Inventories,,,,-3592462966.98
Finished Goods,3164360935.62,2329706101.83,1604047027.25,1485789861.8
Raw Materials,4668792431.13,3563459327.33,2140130245.87,2106673105.18
Other Receivables,151217115.09,39854821.02,22087259.87,18920509.48
Accounts Receivable,1601139267.4,1345301164.73,913720904.24,615644876.37
Allowance For Doubtful Accounts Receivable,-3088045.08,-2056279.92,-914635.54,-616261.14
Gross Accounts Receivable,1604227312.48,1347357444.65,914635539.78,616261137.51
Cash Cash Equivalents And Short Term Investments,1187290737.05,1218948493.6,2479079164.54,608684685.23
Other Short Term Investments,162319775.48,,561875151.96,
Cash And Cash Equivalents,1024970961.57,1218948493.6,1917204012.58,608684685.23
Cash Equivalents,25702385.93,6840115.21,2935076.45,
Cash Financial,999268575.64,1212108378.39,1914268936.13,608684685.23
