,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,301637864.5,253850810.84,70751627.43,93613837.99
Repayment Of Debt,-7240000.0,-2240000.0,-1120000.0,
Issuance Of Debt,,5000000.0,50000000.0,
Capital Expenditure,-40207733.58,-44865059.57,-78285164.63,-74547486.15
End Cash Position,315461835.82,201077866.67,243591459.98,230736470.13
Beginning Cash Position,201077866.67,243591459.98,230736470.13,361560881.46
Effect Of Exchange Rate Changes,5478078.36,8808751.18,24594184.86,-9994241.21
Changes In Cash,108905890.79,-51322344.49,-11739195.01,-120830170.12
Financing Cash Flow,-159640360.02,-18044309.38,-120576395.08,-46319161.97
Net Other Financing Charges,-91807931.08,35364443.87,-117987307.49,9112486.04
Cash Dividends Paid,-60592428.94,-56168753.25,-51469087.59,-55431648.01
Net Issuance Payments Of Debt,-7240000.0,2760000.0,48880000.0,
Net Long Term Debt Issuance,-7240000.0,2760000.0,48880000.0,
Long Term Debt Payments,-7240000.0,-2240000.0,-1120000.0,
Long Term Debt Issuance,,5000000.0,50000000.0,
Investing Cash Flow,-73299347.27,-331993905.52,-40199591.99,-242672332.29
Net Other Investing Changes,,,-483930.57,
Net Investment Purchase And Sale,-33307341.86,-299631766.31,-13365212.2,-171423128.53
Sale Of Investment,594554235.92,600350355.91,350206456.6,600720771.47
Purchase Of Investment,-627861577.78,-899982122.22,-363571668.8,-772143900.0
Net PPE Purchase And Sale,-39992005.41,-32362139.21,-26350449.22,-71249203.76
Sale Of PPE,215728.17,12502920.36,51934715.41,3298282.39
Purchase Of PPE,-40207733.58,-44865059.57,-78285164.63,-74547486.15
Capital Expenditure Reported,,,,
Operating Cash Flow,341845598.08,298715870.41,149036792.06,168161324.14
Change In Working Capital,-14015428.59,-36904993.66,-58908923.66,-125127851.27
Change In Other Current Assets,-4811405.67,617314.32,13709367.1,-1135509.36
Change In Payable,34734992.29,-31004672.81,-97963545.43,19162768.76
Change In Inventory,-5582833.17,4056195.78,-568838.74,-10836994.63
Change In Receivables,-38356182.04,-10573830.95,25914093.41,-132318116.04
Other Non Cash Items,5141838.68,-4245534.74,-21717199.79,10613839.16
Deferred Tax,,,,
Depreciation And Amortization,55875577.69,56545510.34,52271913.42,38906899.76
Amortization Cash Flow,7370642.61,6434690.59,3985686.23,1885563.07
Depreciation,48504935.08,50110819.75,48286227.19,37021336.69
Gain Loss On Investment Securities,485906.66,1999614.35,-1977598.39,-8313947.25
Gain Loss On Sale Of PPE,1125303.29,996550.51,-93961875.65,2229968.53
Net Income From Continuing Operations,254863444.95,261484433.37,264292151.8,239024494.43
Cash Flowsfromusedin Operating Activities Direct,341845598.08,298715870.41,149036792.06,168161324.14
Taxes Refund Paid Direct,-83867656.11,-49875324.93,-57921226.12,-51184573.74
Classesof Cash Payments,-746177696.42,-676696208.95,-587349934.53,-612706792.65
Other Cash Paymentsfrom Operating Activities,-279581092.51,-275803956.27,-216472745.11,-266935260.0
Paymentson Behalfof Employees,-311936843.36,-281838676.64,-272566205.46,-240165678.09
Paymentsto Suppliersfor Goodsand Services,-154659760.55,-119053576.04,-98310983.96,-105605854.56
Classesof Cash Receiptsfrom Operating Activities,1171890950.61,1025287404.29,794307952.71,832052690.53
Other Cash Receiptsfrom Operating Activities,53556019.93,38248263.15,25196757.34,18931475.63
Receiptsfrom Customers,1118334930.68,987039141.14,769111195.37,813121214.9
