,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,1586522354.82,874783268.22,1209178512.61,1228578710.01
Repayment Of Debt,-1630000000.0,-1681090390.0,-900000000.0,
Issuance Of Debt,1772000000.0,1921090390.0,1200000000.0,
Capital Expenditure,-962443830.68,-533085300.11,-508730075.54,-396516594.81
End Cash Position,1190872863.14,1792586459.64,1464656785.66,1746157405.99
Beginning Cash Position,1792586459.64,1464656785.66,1746157405.99,1754292105.98
Changes In Cash,-601713596.5,327929673.98,-281500620.33,-8134699.99
Financing Cash Flow,-289802677.81,-164014878.63,1618247.4,-227103404.12
Net Other Financing Charges,17851909.87,-1505208.87,-23135101.31,-20283112.58
Cash Dividends Paid,-316834614.76,-264855300.68,-133655073.62,-62007865.5
Net Issuance Payments Of Debt,142000000.0,240000000.0,300000000.0,
Net Long Term Debt Issuance,142000000.0,240000000.0,300000000.0,
Long Term Debt Payments,-1630000000.0,-1681090390.0,-900000000.0,
Long Term Debt Issuance,1772000000.0,1921090390.0,1200000000.0,
Investing Cash Flow,-2860877104.19,-915924015.72,-2001027455.88,-1406126600.69
Net Other Investing Changes,-2088101712.32,-556596183.41,-1365000000.0,-1034000000.0
Net Investment Purchase And Sale,157892649.26,124688483.08,-221045996.65,21242075.72
Sale Of Investment,157892649.26,124688483.08,28254003.35,21242075.72
Purchase Of Investment,,,-249300000.0,
Net PPE Purchase And Sale,-930668041.13,-484016315.39,-414981459.23,-393368676.41
Sale Of PPE,31775789.55,49068984.72,93748616.31,3147918.4
Purchase Of PPE,-962443830.68,-533085300.11,-508730075.54,-396516594.81
Capital Expenditure Reported,,,,
Operating Cash Flow,2548966185.5,1407868568.33,1717908588.15,1625095304.82
Change In Working Capital,642903723.34,-43041370.8,388023898.81,524931763.15
Change In Other Current Assets,-5121101.65,-41248968.12,-9892880.25,-2626652.4
Change In Payable,792595829.96,-185303522.5,806672024.24,649594577.97
Change In Inventory,-133113230.74,219762569.79,-271832806.79,-100031231.87
Change In Receivables,-11457774.23,-36251449.97,-136922438.39,-22004930.55
Other Non Cash Items,-174729622.54,-114914107.59,22883079.92,2924007.11
Deferred Tax,,,,
Depreciation And Amortization,679848509.99,718606741.31,740468694.74,766604684.15
Amortization Cash Flow,47183492.07,40947062.1,29510335.2,32840695.63
Depreciation,632665017.92,677659679.21,710958359.54,733763988.52
Gain Loss On Investment Securities,-43044787.68,-42584404.3,-41682295.12,-36526765.88
Gain Loss On Sale Of PPE,47655428.47,-20728866.99,-43567247.75,6892655.95
Net Income From Continuing Operations,1323975766.7,854887596.54,549108443.31,292846182.64
Cash Flowsfromusedin Operating Activities Direct,2548966185.5,1407868568.33,1717908588.15,1625095304.82
Taxes Refund Paid Direct,-2345443835.11,-2364903195.81,-1934501482.83,-1977704993.78
Classesof Cash Payments,-12813913245.82,-13273800036.77,-12077894762.77,-10478071650.49
Other Cash Paymentsfrom Operating Activities,-1529741673.52,-1603472320.83,-1494409016.83,-1458293487.92
Paymentson Behalfof Employees,-2913683101.34,-2780530098.51,-2750340391.75,-2748641230.64
Paymentsto Suppliersfor Goodsand Services,-8370488470.96,-8889797617.43,-7833145354.19,-6271136931.93
Classesof Cash Receiptsfrom Operating Activities,17708323266.43,17046571800.91,15730304833.75,14080871949.09
Other Cash Receiptsfrom Operating Activities,828302109.55,739454693.68,590836566.4,475477960.95
Receiptsfrom Customers,16880021156.88,16307117107.23,15139468267.35,13605393988.14
