分类,研报标题,摘要,作者,评级,页数,日期,分享者,来源页,抓取时间,类型,分享时间
投研资讯,东吴证券-歌尔股份-002241-间接投资Micro~LED知名厂商Plessey，歌尔股份AR领域布局再下一城-250810,事件：8月8日歌尔股份发布公告，控股子公司香港歌尔泰克，将向Haylo Labs提供不超过1亿美元的附股权收益权的有息借款，期限5年。Haylo将用上述资金收购Plessey ...,陈海进,买入,3,2025-08-10,ye***w,1,2025-08-10 20:04:57,,
投研资讯,华金证券-多浦乐-301528-本土高性能超声检测领军企业，或正站在新一轮快速发展起点-250810,"投资要点
　　多浦乐持续深耕超声检测市场，产品线相对完善：公司成立以来始终专注于无损检测领域，为工业超声无损检测设备及检测方案的专业提供商。1）公司拥有较齐全的超声检测产品线，...",李蕙,买入（首次）,64,2025-08-10,zhuz******440,1,2025-08-10 20:04:57,,
投研资讯,光大证券-中芯国际-688981-2025年二季度业绩点评：国产替代趋势保障订单饱满，公司指引3Q25营收稳健增长-250810,事件：25Q2收入22.09亿美元，YoY+16.2%，QoQ-1.7%，优于此前公司QoQ-4%~-6%的指引区间及市场预期（21.6亿美元)，环比下滑系产能组合变化影响导致...,付天姿，董馨悦,买入,8,2025-08-10,兔兔***间,1,2025-08-10 20:04:57,,
投研资讯,开源证券-博源化工-000683-公司信息更新报告：Q2业绩超预期，天然碱项目或打开公司成长空间-250810,"Q2业绩超预期，天然碱项目或打开公司成长空间，维持“买入”评级
　　2025年H1，公司实现营业收入59.16亿元，同比-16.31%，实现归母净利润7.43亿元，同比-38...",金益腾，张晓锋，宋梓荣,买入,4,2025-08-10,hel****ao,1,2025-08-10 20:04:57,,
投研资讯,国金证券-荣昌生物-688331-在美开展Ⅱ期临床，RC148迈入全球开发-250809,"事件简评
　　8月8日，公司宣布，其原研的新型PD-1/VEGF双抗RC148获得美国食品药品监督管理局（FDA）新药临床试验（IND）许可，该分子可在美国开展针对多种晚期恶性...",甘坛焕,买入,4,2025-08-10,ys***5,1,2025-08-10 20:04:57,,
投研资讯,华金证券-宏远股份-920018-新股覆盖研究-250810,"投资要点
　　下周一（8月11日）有一只北交所新股“宏远股份”申购，发行价格为9.17元/股、发行市盈率为12.80倍（每股收益按照2024年度经会计师事务所依据中国会计准则审...",李蕙,,11,2025-08-10,ni***o,1,2025-08-10 20:04:57,,
投研资讯,华金证券-中芯国际-688981-25Q2营收/毛利率环比优于指引，模拟芯片需求增长显著-250810,"投资要点
　　 25Q2营收/毛利率环比优于指引，25Q3预计稳步增长。2025Q2公司实现营收22.09亿美元，环比下降1.7%（指引为QoQ -4% to -6%），平均销...",熊军，宋鹏,买入,5,2025-08-10,CHAN******ION,1,2025-08-10 20:04:57,,
投研资讯,华鑫证券-新益昌-688383-公司动态研究报告：深耕半导体封装+显示设备，自研机器人打造新 的增长飞轮-250810,"▌公司推动战略转型，主力业务毛利率提升
　　2024年，公司实现营业收入9.34亿元，同比下降10.22%；归母净利润4045.80万元，同比下降32.91%。25Q1，...",,买入,5,2025-08-10,liv****hz,1,2025-08-10 20:04:57,,
投研资讯,华金证券-华虹公司-688347-25Q2主要运营指标持续改善，产能爬坡有望带动业绩改善-250810,"投资要点
　　主要营运指标持续改善，模拟与电源管理收入增长显著。第二季度，在全球贸易及晶圆代工市场呈现一定波动的背景下，公司聚焦自身产品、工艺、研发、供应链等核心竞争力的提升，...",熊军，宋鹏,买入,5,2025-08-10,sz***c,1,2025-08-10 20:04:57,,
投研资讯,民生证券-中科金财-002657-公司事件点评：员工持股计划发布，AI+金融科技开创新时代-250810,"事件：中科金财于8月7日晚发布股权激励（草案）公告，拟授予限制性股票数量为1,476,155股，约占本激励计划草案公告时公司股本总额的0.434%。
　　发布股权激励，重点发力...",吕伟，丁辰晖,推荐,3,2025-08-10,aman******225,1,2025-08-10 20:04:57,,
投研资讯,国信证券-智微智能-001339-25Q2净利润同比高增，智算业务成为第二增长曲线-250810,"核心观点
　　25Q2净利润同比高增，智算、工业物联网业务快速增长。公司发布25年中报，25H1实现营业收入19.47亿，同比+15.29%；归母净利润1.02亿元，同比+80...",熊莉，艾宪,优于大市,6,2025-08-10,wut****09,1,2025-08-10 20:04:57,,
投研资讯,国信证券-中宠股份-002891-2025中报点评：自主品牌业务快速拓展，上半年境内收入收入同比+39%-250810,国内外业务共驱，公司收入利润维持较快增长。公司2025H1实现营业收入24.32亿元，同比+24.32%，其中单Q2实现营业收入13.31亿元，环比+20.88%，同比+23....,鲁家瑞，李瑞楠，江海航,优于大市,6,2025-08-10,nowe******173,1,2025-08-10 20:04:57,,
投研资讯,民生证券-比亚迪-002594-系列动态报告：技术赋能+强化营销，构筑高端品牌溢价-250810,"事件：公司投资50亿元打造全球首批全地形专业赛车场，并于郑州赛车场组织腾势汽车尊享体验活动，为投资者提供深度的试乘试驾体验。
　　高端车型展示越野、涉水、沙坡、赛道能力，直观呈...",崔琰，马天韵,推荐,13,2025-08-10,ccc****is,1,2025-08-10 20:04:57,,
投研资讯,国投证券-常熟银行-601128-2025年中报业绩点评：业绩维持高增长-250810,"事件：常熟银行披露2025年中报，上半年营收增速为10.10%，拨备前利润增速为12.10%，归母净利润增速为13.51%，业绩维持高增长。我们点评如下：
　　2025年二季度...",李双,买入-A,9,2025-08-10,coo****18,1,2025-08-10 20:04:57,,
投研资讯,华西证券-洪都航空-600316-多任务谱系成型，强化军贸竞争力-250810,"事件1:据搜狐网，近期，央视公开报道了教练10高级教练机的生产线。生产车间内出现了12架生产中的教练10，其中出现了教练10的双尾翼版本。
　　事件2：据解放军报，近期埃及与韩...",陆洲,买入,6,2025-08-10,1364******843,1,2025-08-10 20:04:57,,
