分类,研报标题,摘要,作者,评级,页数,日期,分享者,来源页,抓取时间,类型,分享时间
投研资讯,华鑫证券-安徽合力-600761-公司动态研究报告：出海深化拓展全球增量，锂电化、智能化引领产业新生态-250731,"投资要点
　　▌叉车出海成效显著，本土化战略构筑海外增长极
　　安徽合力依托“1个中国总部+N个海外中心+X个全球团队”的战略布局深耕国际市场。公司2024年整机出口量达12....",尤少炜,买入,5,2025-07-31,王晓晨****11,1,2025-07-31 09:07:48,,
投研资讯,东方证券-艾德生物-300685-中报点评：业绩亮眼，彰显成长韧性-250731,"核心观点
　　事件：公司发布2025年中报，2025H1实现营收5.8亿元（同比+6.7%），归母净利润1.9亿元（同比+31.4%），毛利率84.0%（同比-1.2pct），...",伍云飞,增持,5,2025-07-31,sham******our,1,2025-07-31 09:07:48,,
投研资讯,东莞证券-华测导航-300627-深度报告：深耕高精度时空信息产业，泛化应用布局创造价值-250731,"投资要点：
　　公司是我国高精度时空信息产业引领者。上海华测导航技术股份有限公司成立于2003年，2015年在深交所创业板挂牌上市。作为我国高精度卫星导航定位产业的领先企业，华...",陈伟光，罗炜斌，陈湛谦,买入,23,2025-07-31,leo****pm,1,2025-07-31 09:07:48,,
投研资讯,开源证券-国邦医药-605507-公司信息更新报告：2025Q2业绩超预期，动保板块迎来大幅增长-250731,"2025Q2业绩超预期，动保板块迎来大幅增长
　　2025上半年公司实现收入30.26亿元（同比+4.63%，下文都是同比口径），归母净利润4.56亿元（+12.6%），扣非归...",余汝意，阮帅,买入,4,2025-07-31,win****go,1,2025-07-31 09:07:48,,
投研资讯,中原证券-光迅科技-002281-公司点评报告：高速率光模块批量出货，国内云厂商中标份额领先-250731,事件：公司发布2025H1业绩预告，预计2025H1实现归母净利润3.23-4.07亿元，同比增长55.0%-95.0%，预计2025Q2归母净利润为1.73-2.57亿元，同...,李璐毅,买入（首次）,5,2025-07-31,RXW****45,1,2025-07-31 09:07:48,,
投研资讯,东莞证券-汉得信息-300170-深度报告：全面布局B端AI应用体系，助力企业数字化转型-250731,国内领先企业数字化综合服务商，公司业绩稳步回升。汉得信息作为A股市场首家以ERP咨询实施为主营业务的上市公司，历经近30年发展，逐渐从单一的实施服务商转变为“软件+实施+运营”...,卢芷心，罗炜斌，陈伟光,买入,22,2025-07-31,diy****he,1,2025-07-31 09:07:48,,
投研资讯,东莞证券-宁德时代-300750-2025年中报点评：H1净利同比增超三成，Q2净利同环比双增-250731,"事件：7月30日晚间，公司发布2025年半年度报告。
　　点评：
　　2025H1净利同比增超三成，Q2净利同环比双增。公司2025H1实现营收1788.86亿元，同比增长7....",黄秀瑜,买入,3,2025-07-31,lg0****78,1,2025-07-31 09:07:48,,
投研资讯,财信证券-海博思创-688411-储能系统领军企业，产品和客户优势明显-250730,行业领先的储能系统供应商：公司是行业领先的储能系统解决方案与技术服务供应商，对外销售的储能系统产品主要应用于火电机组联合调频、可再生能源并网、独立储能电站，以及移动充储和工商业...,杨鑫,买入（首次）,21,2025-07-31,jug****yo,1,2025-07-31 09:07:48,,
投研资讯,华西证券-金河生物-002688-化药业务量价齐升驱动业绩高增，成本优势持续凸显-250731,"事件概述
　　公司发布2025年半年度报告，报告期内，公司实现营业收入13.90亿元，同比上升30.45%；实现归母净利润1.38亿元，同比上升51.52%。
　　分析判断:
...",周莎，魏心欣,买入,5,2025-07-31,lid****fe,1,2025-07-31 09:07:48,,
投研资讯,华安证券-极米科技-688696-2025Q2预告点评：业绩大幅改善-250731,"主要观点：
　　公司发布2025Q2业绩预告：
　　25Q2：收入8.2亿（同比+5.4%），归母净利润0.26亿（同比+354.6%）。
　　25H1：收入16.3亿（同比+...",邓欣，成浅之,买入,4,2025-07-31,cq***l,1,2025-07-31 09:07:48,,
