分类,研报标题,摘要,作者,评级,页数,日期,分享者,来源页,抓取时间,类型,分享时间
投研资讯,天风证券-锐捷网络-301165-AI时代的网络先锋-250704,"行业领先的网络解决方案设备商
　　锐捷网络成立于2003年，在全球拥有8大研发中心，业务覆盖100多个国家和地区，助力各行业客户实现数字化转型和价值升级。公司主要聚集网络设备、...",王奕红，康志毅，唐海清,增持（首次）,24,2025-07-04,GTI****12,1,2025-07-04 17:04:14,,
投研资讯,国金证券-分众传媒-002027-公司深度研究：收购扩渠道，携手支付宝打通转化链路，看好后续增长-250704,"投资逻辑
　　1、收购新潮传媒的影响：完成后公司将从3方面受益。1）二者点位、覆盖人群重合度低，满足的客户需求也有差异，收购整合完成后，更能满足广告主多样化需求。公司点位覆盖全...",易永坚,买入,18,2025-07-04,zyd****11,1,2025-07-04 17:04:14,,
投研资讯,环球富盛-亚钾国际-000893-受益于钾肥价格上涨，未来产能持续扩张-250704,"公司专注钾肥业务
　　亚钾国际成立于1998年，专注于钾盐矿开采、钾肥生产及销售业务。公司秉承“资源、规模、创新”发展理念，以“打造世界级钾肥供应商”为战略目标，以“一年新增一...",庄怀超,买入,41,2025-07-04,y**t,1,2025-07-04 17:04:14,,
投研资讯,国信证券-江丰电子-300666-靶材实现国产化供应链，零部件打开第二成长曲线-250704,1Q25营收同比增长29.53%，归母净利润同比增长163.58%。公司2025年第一季度实现营收10.00亿元(YoY +29.53%，QoQ +2.11%)，归母净利润1....,胡剑，胡慧，叶子,优于大市,14,2025-07-04,xi***d,1,2025-07-04 17:04:14,,
投研资讯,东方证券-劲仔食品-003000-魔芋等创新产品上新提速，胖东来验证健康标签-250704,产能项目推进节奏调整，不改募投方向与整体规划。劲仔食品近日公告，公司“湘卤风味休闲食品智能生产项目”达到预定可使用状态的日期由2025年6月延期至2025年12月，已投入募集资...,谢宁铃,买入,5,2025-07-04,lia****jz,1,2025-07-04 17:04:14,,
投研资讯,环球富盛-三维化学-002469-“工程+化工”同步发展，积极扩展醋酸丁酸纤维素产品-250704,公司“工程+化工”同步发展。山东三维化学集团股份有限公司成立于1994年11月，于2010年9月在深圳证券交易所上市。公司是一家集化工石化技术和产品研发、工程技术服务、催化剂及...,庄怀超,,3,2025-07-04,sun****71,1,2025-07-04 17:04:14,,
投研资讯,太平洋证券-华峰测控-688200-发布股权激励计划，彰显公司业绩高增长信心-250703,"事件：公司发布《2025年限制性股票激励计划（草案）》拟向激励对象授予88.80万股限制性股票，约占本激励计划草案公告时公司股本总额13,553.3225万股的0.66%。其中...",张世杰，罗平,买入,5,2025-07-04,ali****ai,1,2025-07-04 17:04:14,,
投研资讯,中航证券-三晖电气-002857-机器人商业化先锋，引领康养产业智能升级-250629,...,刘牧野,买入（首次）,12,2025-07-04,hel****me,1,2025-07-04 17:04:14,,
投研资讯,中航证券-浙数文化-600633-AI战略加速落地，数字产业多点开花-250701,"◆“文化+科技”战略引领数字经济布局，AI赋能驱动产业创新升级。
　　公司坚定实施“传媒控制资本、资本壮大传媒”的发展理念“1335”战略行动方案，聚焦“数字文化+”、“数字技...",裴伊凡，郭念伟,买入（首次）,6,2025-07-04,慕**昊,1,2025-07-04 17:04:14,,
投研资讯,山西证券-大全能源-688303-在手现金充裕，供给侧改善预期增长-250704,"事件描述
　　7月1日，中央财经委员会第六次会议召开，会议强调纵深推进全国统一大市场建设，要聚焦重点难点，依法依规治理企业低价无序竞争，引导企业提升产品品质，推动落后产能有序退...",肖索，贾惠淋,买入-B（首次）,5,2025-07-04,wu***i,1,2025-07-04 17:04:14,,
