分类,研报标题,摘要,作者,评级,页数,日期,分享者,来源页,抓取时间,类型,分享时间
投研资讯,东莞证券-巨化股份-600160-2025年半年度业绩预增点评：制冷剂高景气延续，公司上半年归母净利大幅预增136%~155%-250709,公司发布2025年半年度业绩预增公告，预计2025年半年度归属于上市公司股东的净利润为19.7亿元到21.3亿元，同比增长136%到155%；预计上半年扣非归母净利为19.5亿...,卢立亭,买入,3,2025-07-09,Yun****ch,1,2025-07-09 08:06:25,,
投研资讯,国信证券-泸州老窖-000568-以消费者为中心，数字化赋能供应链，提升竞争壁垒-250709,市场表现：增速预期下修，估值出现折价。2023H2-2025H1公司股价跑输白酒板块21%，预测PE下跌45%，主因内外部周期叠加，公司收入及业绩增速边际放缓：行业需求承压影响...,张向伟,优于大市,62,2025-07-09,yum****27,1,2025-07-09 08:06:25,,
投研资讯,中邮证券-隆扬电子-301389-引领布局hvlp5高频铜箔-250709,"投资要点
　　积极布局hvlp5高频铜箔，受益于AI服务器高速发展。受益于全球AI大模型持续快速发展，高速运算场景下对CCL的要求越来越高，高速CCL市场规模快速增长,催涨对高...",吴文吉，翟一梦,买入（首次）,5,2025-07-09,麦**j,1,2025-07-09 08:06:25,,
投研资讯,国信证券-圣泉集团-605589-新建产能快速投产稳产，半年度业绩预告同比高增-250709,公司半年度归母净利润预计同比增长48.19%-54.83%。圣泉集团7月8日晚公布半年度业绩预增预告，预计2025年上半年度实现归属于母公司所有者的净利润49100万元到513...,杨林，董丙旭,优于大市,7,2025-07-09,liu****ld,1,2025-07-09 08:06:25,,
投研资讯,群益证券-大金重工-002487-公司预计上半年净利润YOY+193%~228%，超预期，建议“买进” -250709,"结论与建议：
　　公司发布上半年业绩预告，预计实现净利润5.1-5.7亿元，YOY+193%-228%（扣非后净利润5.2-5.8亿元，YOY+224%-261%）。折合EPS...",沈嘉婕,买进,3,2025-07-09,耿**米,1,2025-07-09 08:06:25,,
投研资讯,群益证券-华测导航-300627-卫星导航、机器人与自动驾驶表现亮眼，带动上半年业绩高增长-250709,"事件：
　　公司发布业绩业绩预告，2025年上半年预计实现归母净利润3.20-3.35亿元，同比增长27.4%-33.3%；扣非后净利润2.93-3.08亿元，同比增长38.9...",何利超,买进,3,2025-07-09,zql****19,1,2025-07-09 08:06:25,,
投研资讯,华西证券-正帆科技-688596-收购汉京半导体拓展零部件布局，OPEX业务迎来加速发展-250708,"事件概述
　　7月8日，公司公告拟以现金方式收购辽宁汉京半导体5名股东持有的62.23%股权，以标的公司100%股权价值为18亿元作为对价。
　　标的公司供货全球设备龙头，交易...",黄瑞连,增持,5,2025-07-09,绒**兔,1,2025-07-09 08:06:25,,
投研资讯,国金证券-大金重工-002487-单季度业绩再创新高，看好中长期盈利能力提升-250709,"业绩简评
　　2025年7月8日公司披露半年报业绩预告，预计25H1实现归母净利润5.1-5.7亿元，同比增长193%-228%，其中Q2实现2.79-3.39亿元，同比增长1...",姚遥,买入,4,2025-07-09,Kevi******326,1,2025-07-09 08:06:25,,
投研资讯,东吴证券-华友钴业-603799-2025年中报业绩预告点评：Q2镍利润稳定，钴业绩弹性释放-250709,"投资要点
　　公司发布25H1业绩预告，Q2业绩亮眼，环比进一步向上。25H1归母净利26-28亿元，同增56%-68%，扣非净利24.5-26.5亿元，同增40%-51%。其...",曾朵红，阮巧燕,买入,3,2025-07-09,hom****ul,1,2025-07-09 08:06:25,,
投研资讯,国信证券-巨化股份-600160-制冷剂价格持续上涨，2025年上半年业绩高速增长-250709,"事项：
　　公司公告：2025年7月8日，公司发布《2025年半年度业绩预增公告》及《2025年上半年主要经营数据公告》。根据公司公告，经财务部门初步测算，预计2025半年度，...",杨林，张歆钰,优于大市,7,2025-07-09,ptx****ou,1,2025-07-09 08:06:25,,
