分类,研报标题,摘要,作者,评级,页数,日期,分享者,来源页,抓取时间,类型,分享时间
投研资讯,华西证券-芯碁微装-688630-直写光刻龙头，PCB、泛半导体双轮驱动公司成长-250727,"事件概述
　　公司发布公告关于签订日常经营重要合同的情况。公告称与某公司签订了共计7份设备购销合同，合同总金额为人民币1.46亿元。合同标的为LDI曝光设备及阻焊LDI连线。
...",单慧伟，贾国瑞,买入（首次）,7,2025-07-29,ta***s,1,2025-07-29 01:33:54,,
投研资讯,华安证券-东鹏饮料-605499-25Q2业绩点评：蓄力充足+补水啦超预期+平台初现-250728,"公司发布25H1业绩：
　　25Q2：收入58.9亿（同比+34.1%），归母净利润13.9亿（同比+30.8%），扣非净利润13.1亿（同比+21.2%）。
　　25H1：收...",邓欣，韦香怡,买入,4,2025-07-29,13***6,1,2025-07-29 01:33:54,,
投研资讯,东方证券-东鹏饮料-605499-25H1点评：费投短期干扰盈利能力，收入端保持良好增长势能-250728,营收盈利落于此前业绩预告中枢位置，二季度营收强劲增长但盈利能力下滑。25H1公司传统大单品东鹏特饮和新品补水啦维持成长势能，带动公司实现营收107.37亿元，同比增长36.37...,叶书怀，燕斯娴，姚晔,买入,6,2025-07-28,ct1****02,1,2025-07-29 01:33:54,,
投研资讯,华福证券-新时达-002527-海尔集团战略入股，公司发展步入新阶段-250728,"新时达：智能制造全产业链布局
　　公司凭借对控制技术的掌握和理解，通过正向研发推出电梯控制器产品，引领及变革了电梯控制器行业。目前该业务在电梯控制器的可为市场里，名列全球第二。...",俞能飞，师浩云,持有（首次）,16,2025-07-28,im***n,1,2025-07-29 01:33:54,,
投研资讯,华西证券-源飞宠物-001222-宠物用品及食品双轮驱动，发力自主品牌-250728,"投资建议
　　源飞宠物作为国内宠物牵引用具及宠物食品龙头企业，具备优质海外客户资源与全球化产能优势，同时积极开拓自主品牌、打造第二增长曲线，公司23Q2迎来补库存收入拐点，24...",唐爽爽，李佳妮,买入（首次）,36,2025-07-28,kkm****an,1,2025-07-29 01:33:54,,
投研资讯,华鑫证券-华工科技-000988-公司事件点评报告：联接业务爆发式增长，3D打印实现规模突破-250728,"事件
　　华工科技发布2025半年度业绩预告：2025年1月1日至2025年6月30日，预计实现归母净利润8.9亿元-9.5亿元，同比增长42.43%-52.03%；预计实现扣...",吕卓阳,买入（首次）,5,2025-07-28,den****ao,1,2025-07-29 01:33:54,,
投研资讯,中邮证券-闻泰科技-600745-盈利能力持续修复-250728,"事件
　　公司发布业绩预告，预计2025年上半年实现归母净利润3.90亿元到5.85亿元，同比增加178%到317%；扣非归母净利润2.60亿元到3.90亿元，同比增加3.88...",万玮，吴文吉,买入,5,2025-07-28,yif****11,1,2025-07-29 01:33:54,,
投研资讯,中邮证券-中石科技-300684-中导高效，石散速捷-250728,"投资要点
　　高效散热模组等营收快速增长，盈利能力稳步提升。2024年公司实现营收15.66亿元，同比增长24.51%，实现归母净利润2.01亿元，同比增长173.04%。20...",吴文吉，翟一梦,买入（首次）,5,2025-07-28,may****12,1,2025-07-29 01:33:54,,
投研资讯,光大证券-东鹏饮料-605499-2025年中报点评：“双引擎+多品类”产品矩阵持续完善，综合性饮料集团逐渐壮大-250728,"事件：
　　公司发布2025年中报，25H1实现营业收入107.37亿元，同比增长36.4%；实现归母净利润23.75亿元，同比增长37.2%；扣非归母净利润22.70亿元，同...",陈彦彤，汪航宇，聂博雅,买入,4,2025-07-28,at***c,1,2025-07-29 01:33:54,,
投研资讯,光大证券-恒瑞医药-600276-公告点评：与GSK达成重大合作，打开国际化市场销售空间-250728,事件：2025年7月28日，恒瑞医药发布公告，与全球知名生物制药公司GlaxoSmithKline（GSK）达成一项重大合作协议。根据协议，恒瑞将HRS-9821的全球独家权利...,王明瑞，叶思奥,增持,3,2025-07-28,Fio****bj,1,2025-07-29 01:33:54,,
投研资讯,国联民生证券-亿纬锂能-300014-动储持续发力，打造优质的锂电池全场景供应商-250728,"投资要点
　　公司深耕锂原电池与锂离子电池，在储能、动力、消费方面均有深入布局，随着国内外产能布局加速，商用车、大容量储能、高端消费领域顺利拓展，随着下游锂电池需求高速增长，公...",张磊,买入,39,2025-07-28,y23****76,1,2025-07-29 01:33:54,,
投研资讯,财通证券-东鹏饮料-605499-1H2025业绩点评：双引擎引领增长，辩证看待费用投放-250728,事件：公司1H2025实现收入107.37亿元，同比+36.37%；归母净利润23.75亿元，同比+37.22%；扣非归母净利润22.70亿元，同比+33.02%。其中Q2实现...,吴文德，黄欣培,买入,4,2025-07-28,tao****23,1,2025-07-29 01:33:54,,
投研资讯,东吴证券-希荻微-688173-定制化电源芯片精准出击，模拟细分龙头再起航-250728,希荻微致力于成为模拟芯片领域中细分赛道的国际领先企业，提供业界领先的模拟和电源管理芯片和方案，使能全球高能效智能系统应用。希荻微2024年业绩呈现营收增长态势，全年营业总收入更...,陈海进,买入（首次）,20,2025-07-28,砂**罐,1,2025-07-29 01:33:54,,
投研资讯,国元证券-东鹏饮料-605499-2025年中报点评：业绩延续高增，电解质饮料持续放量-250728,"事件
　　公司公告2025年中报。25H1，公司实现总营收107.37亿元，同比+36.37%，归母净利23.75亿元，同比+37.22%，扣非归母净利22.70亿元，同比+3...",单蕾，朱宇昊,买入,3,2025-07-28,WHL****NG,1,2025-07-29 01:33:54,,
投研资讯,中邮证券-贵州百灵-002424-盈利能力显著提升，研发管线布局长远-250728,"盈利能力及控费能力显著提升，走高质量发展道路
　　公司发布2024年年报及2025年一季报：2024年营业收入38.25亿元（-10.26%），归母净利润0.34亿元（+108...",盛丽华，龙永茂,买入（首次）,5,2025-07-28,e**r,1,2025-07-29 01:33:54,,
投研资讯,中航证券-华胜天成-600410-聚焦“算力基建+AI场景+华为生态”，双轨股权激励绑定ICT攻坚-250725,"AI算力筑基+场景应用双轮驱动，全栈数字化服务能力构筑护城河
　　公司聚焦于生成式人工智能、云原生技术、智能数据湖、数字孪生等刖沿投木，王要围绕政府、金融、运营商、能源等行业客...",卢正羽，闫智,买入（首次）,6,2025-07-28,阿蒂***雅,1,2025-07-29 01:33:54,,
投研资讯,东方证券-甘源食品-002991-半年报业绩预告大幅下降，基本面好转还需等待-250728,"核心观点
　　半年报业绩预告大幅下降，低于市场预期。公司发布半年度业绩预告，预计25年1-6月归母净利润7300-7500万/同降56.16-54.96%，扣非6,200–6,...",谢宁铃,增持,5,2025-07-28,di***e,1,2025-07-29 01:33:54,,
投研资讯,东吴证券-民士达-833394-2025中报点评：新能源汽车领域持续增长，高附加值产品占比及盈利能力稳步提升-250728,"投资要点
　　多领域需求驱动芳纶纸放量，撬动2025H1归母净利润同比+42%。公司发布2025年半年度报告，实现营收2.37亿元，同比+27.91%；归母净利润0.63亿元，...",朱洁羽，易申申，余慧勇,买入,3,2025-07-28,as***0,1,2025-07-29 01:33:54,,
投研资讯,东吴证券-高测股份-688556-光伏反内卷加速供给侧优化，硅片代工龙头二季度有望扭亏-250728,"投资要点
　　供给侧酝酿变化，反内卷有望推动行业价格上行：2025年7月以来中央财经委会议指出，依法依规治理企业低价无序竞争，引导企业提升产品品质，推动落后产能有序退出；工信部...",周尔双，李文意,买入,3,2025-07-28,heh****ha,1,2025-07-29 01:33:54,,
投研资讯,群益证券-中国电影-600977-《南京照相馆》口碑票房双双超预期，下半年业绩有望快速回暖 -250728,"事件：
　　《南京照相馆》于7月25日正式上映，由于影片质量优异并结合正值反法西斯战争80周年，上映后口碑迅速抬升，带动票房破四亿元大关，猫眼专业版最终票房预测从12亿元已上调...",何利超,买进,3,2025-07-28,tia****xi,1,2025-07-29 01:33:54,,
投研资讯,华安证券-赛力斯-601127-Q2销量环比翻倍，上半年净利润高增-250724,"主要观点：
　　产品结构改善，上半年盈利同比高增
　　根据公司公告，公司上半年实现归母净利润27-32亿元，同比+66%-97%，扣非后归母净利润22.3-27.3亿元，同比+...",张志邦，刘千琳，陈佳敏,买入,4,2025-07-28,all****on,2,2025-07-29 01:33:55,,
投研资讯,华金证券-生益电子-688183-服务器/汽车/通信三振，AI有望持续带动业绩增长-250727,"投资要点
　　25H1业绩同比高增，高附加价值产品巩固竞争优势。公司紧抓行业发展机遇，持续优化产品结构、稳步推进产能布局调整，着力提升高附加值产品占比，进一步巩固了在中高端市场...",熊军，宋鹏,增持（首次）,7,2025-07-28,ruyu******ang,2,2025-07-29 01:33:55,,
投研资讯,华金证券-沪电股份-002463-预计25H1业绩高增，持续受益AI算力&汽车电动智能化-250727,"投资要点
　　受益新兴计算场景，预计公司25H1业绩高增。受益于高速运算服务器、人工智能等新兴计算场景对印制电路板的结构性需求，依托平衡的产品布局以及深耕多年的中高阶产品与量产...",熊军，宋鹏,增持（首次）,8,2025-07-28,未**y,2,2025-07-29 01:33:55,,
投研资讯,民生证券-东鹏饮料-605499-2025年中报点评：Q2收入延续高增，平台化布局深化-250728,事件：2025年7月25日，公司发布2025年中报。25H1公司实现营收/归母净利润/扣非归母净利润107.4/23.7/22.7亿元，同比+36%/+37%/+33%；经测算...,王言海，张馨予,推荐,3,2025-07-28,414****44,2,2025-07-29 01:33:55,,
投研资讯,华金证券-清溢光电-688138-国产掩膜版龙头，新一轮成长之路可期-250727,"投资要点：（1）2025年5月6日，公司发布《2023年度向特定对象发行A股股票发行结果暨股本变动公告》，本次发行募集资金总额为人民币1,200,000,000.00元，扣除不...",熊军，王臣复,买入,5,2025-07-28,wufa******111,2,2025-07-29 01:33:55,,
投研资讯,环球富盛-博汇股份-300839-实控人拟变更，夯实主营加持算力-250728,实控人拟变更。2025年2月10日，公司控股股东文魁集团，实际控制人金碧华、夏亚萍与原鑫曦望合伙签署了《控制权收购框架协议》。协议转让股份、向特定对象发行股票完成、文魁集团及夏...,庄怀超,,4,2025-07-28,中**道,2,2025-07-29 01:33:55,,
投研资讯,环球富盛-信凯科技-001335-深耕有机颜料着色剂，供应链资源丰富-250728,深耕有机颜料行业30年，业务模式成熟。信凯科技成立于1996年，是全球有机颜料行业的重要供应商之一。有机颜料广泛应用于油墨、涂料和塑料等领域，下游细分领域和客户数量众多，使得有...,庄怀超,,4,2025-07-28,hz***h,2,2025-07-29 01:33:55,,
投研资讯,中邮证券-汇宇制药-688553-创新药研发起点高，多款具备FIC药物潜力-250728,"公司仿制药业务保持稳健增长，加大创新药布局
　　2024年，公司实现营业收入10.94亿元，同比18.05%；归母净利润3.25亿元，同比132.78%；2025Q1公司实现营...",盛丽华,买入（首次）,5,2025-07-28,fy***f,2,2025-07-29 01:33:55,,
投研资讯,民生证券-金桥信息-603918-事件点评：发布定增方案，全面拥抱AI+行业应用-250728,"事件：金桥信息于7月25日晚发布公告，拟定增募资6.33亿元，分别投向智慧空间核心解决方案、面向行业的AI应用以及补充流动性。
　　定增募资6.33亿元，发力智慧空间+AI应用...",吕伟，丁辰晖,推荐,3,2025-07-28,yy***6,2,2025-07-29 01:33:55,,
投研资讯,国联民生证券-西部矿业-601168-矿产铜量价齐升驱动业绩增长，玉龙铜矿三期扩产可期-250728,"事件
　　公司发布2025年半年度报告，2025H1公司实现营业收入316.19亿元，同比增长26.59%；归母净利润18.69亿元，同比增长15.35%；扣非归母净利润18....",丁士涛，刘依然,买入,6,2025-07-28,q1w2******5az,2,2025-07-29 01:33:55,,
