分类,研报标题,摘要,作者,评级,页数,日期,分享者,来源页,抓取时间,类型,分享时间
投研资讯,光大证券-紫金矿业-601899-公告点评：2025Q2单季度归母净利润有望创历史新高-250714,事件：公司2025年7月13日公告经财务部门初步测算，预计2025年半年度实现归母净利润约232亿元，同比增加约54%。其中，2025Q2预计实现归母净利润约130亿元，与20...,王招华，方驭涛,增持,4,2025-07-14,wend******xiu,1,2025-07-14 05:08:40,,
投研资讯,华鑫证券-东鹏饮料-605499-公司事件点评报告：业绩高增符合预期，全国化多品类战略成效显著-250714,"事件
　　2025年7月11日，东鹏饮料发布2025年半年度业绩预增公告。
　　投资要点
　　▌业绩延续高增态势，全国化战略推进
　　2025H1总营收106.30-108.4...",孙山山,买入,5,2025-07-14,luwe******ear,1,2025-07-14 05:08:40,,
投研资讯,华鑫证券-胜宏科技-300476-公司动态研究报告：海外算力建设热度持续火爆，国产AIPCB龙头厂商业绩高增-250714,"▌公司业绩增长显著，AIPCB订单饱满
　　2025Q1，公司实现总营业收入43.12亿元，同比增长80.31%；实现归母净利润9.21亿元，同比增长339.22%。公司业绩双...",吕卓阳,买入（首次）,6,2025-07-14,ry***n,1,2025-07-14 05:08:40,,
投研资讯,国信证券-蔚蓝锂芯-002245-Q2业绩快速增长，电池新技术领域加速布局-250714,"核心观点
　　公司2025H1业绩实现快速增长。7月13日，公司发布2025年半年度业绩预告。公司预计2025H1实现归母净利润3.0-3.6亿元（预告中值为3.3亿元），同比...",王蔚祺，李全,优于大市,5,2025-07-14,lsd****nt,1,2025-07-14 05:08:40,,
投研资讯,财通证券-中国巨石-600176-结构性复价叠加成本降低，二季度业绩大幅预增-250712,事件：公司2025年7月12日公告，预计2025年半年度实现归母净利润16.5亿元至17亿元，同增71.65%至76.85%；预计实现扣非归母净利润16.5亿元至17亿元，同增...,毕春晖,增持,3,2025-07-14,jack******ong,1,2025-07-14 05:08:40,,
投研资讯,华西证券-妙可蓝多-600882-业绩预增略超预期，看好新一轮收入加速及净利率提升周期-250713,"事件概述
　　公司发布业绩预增公告，预计25H1实现归母净利润1.2-1.45亿元，同比+56.29%～88.86%；扣非归母0.9-1.15亿元，同比+58.2%～102.2...",寇星，王厚,买入,5,2025-07-14,620****89,1,2025-07-14 05:08:40,,
投研资讯,东吴证券-蔚蓝锂芯-002245-2025年中报预告点评：Q2业绩超市场预期，锂电池盈利水平亮眼-250714,"投资要点
　　公司Q2业绩超市场预期。公司H1实现归母净利3.0-3.6亿元，同增79%~115%，扣非净利3.2-3.8亿元，同增156%~204%；其中Q2实现归母净利1....",曾朵红，阮巧燕，朱家佟,买入,3,2025-07-14,look******ard,1,2025-07-14 05:08:40,,
投研资讯,国投证券-药明康德-603259-核心业务快速发展，2025H1公司业绩实现高增长-250714,"事件：
　　公司发布了2025年半年度业绩预增公告，预计2025H1公司分别实现营收和经调整归母净利润207.99亿元和63.15亿元，分别同比增长20.64%和44.43%。...",冯俊曦,买入-A,5,2025-07-14,sili******971,1,2025-07-14 05:08:40,,
投研资讯,华西证券-壶化股份-003002-Q2创历史最佳业绩，起爆具供不应求再获新批产能-250713,"事件概述
　　公司发布2025年半年度业绩预增公告。2025年上半年，预计公司归母净利润0.90-1.15亿元，同比增长43.91%-83.89%；预计扣非归母净利润0.85-...",杨伟，王丽丽,增持,5,2025-07-14,zk52******kai,1,2025-07-14 05:08:40,,
投研资讯,环球富盛-北化股份-002246-全球硝化棉龙头企业，25H1归母净利润预计同比大幅增长-250714,公司为全球硝化棉龙头企业。北方化学工业股份有限公司的前身为四川北方硝化棉股份有限公司，成立于2002年，是中国兵器工业集团有限公司将其旗下的硝化棉资产实施专业化重组而成立的军民...,庄怀超,,4,2025-07-14,四十***经,1,2025-07-14 05:08:40,,
