分类,研报标题,摘要,作者,评级,页数,日期,分享者,来源页,抓取时间,类型,分享时间
投研资讯,光大证券-贵州茅台-600519-2025年中报点评：收入稳健增长，系列酒略有承压-250813,事件：贵州茅台发布2025年中报，公司25H1实现总营收910.94亿元、同比增长9.16%，实现归母净利润454.03亿元、同比增长8.89%。其中25Q2总营收396.5亿...,叶倩瑜，李嘉祺，董博文,买入,3,2025-08-13,tig****00,1,2025-08-13 09:07:07,,
投研资讯,国信证券-贵州茅台-600519-2025Q2收入同比增长9.2%，公司根据市场调整产品结构-250813,"核心观点
　　2025H1收入同比增长9.2%，展现经营韧性。2025H1公司实现营业总收入910.9亿元/同比+9.2%，归母净利润454.0亿元/同比+8.9%；其中202...",张向伟，张未艾,优于大市,6,2025-08-13,YDY****DY,1,2025-08-13 09:07:07,,
投研资讯,华安证券-贵州茅台-600519-2025Q2点评：经营触底相对稳健-250813,"主要观点：
　　公司发布2025Q2业绩：
　　25Q2：营业总收入396.50亿元（+7.26%），归母净利润185.55亿元（+5.25%），扣非归母净利润185.40亿元...",邓欣,买入,4,2025-08-13,dada******chi,1,2025-08-13 09:07:07,,
投研资讯,华安证券-比亚迪-002594-海外扩张加速，DM~i 5.0油耗进一步降低-250813,"淡季来临，消化库存，7月销量短期承压
　　根据公司公告，比亚迪7月实现新能源汽车总销量34.4万辆，同比微增1%，环比下降10%，1-7月累计销量249万辆，同比增长27%。我...",张志邦，刘千琳，陈佳敏,买入,4,2025-08-13,yanj******ong,1,2025-08-13 09:07:07,,
投研资讯,东兴证券-安孚科技-603031-现金牛筑基，产品出海，积极探索新业务-250813,安孚科技是由传统零售成功转型为科技企业的代表。公司前身安德利百货于2016年上市后受行业冲击陷入困境，2019年控股股东变更后启动转型，2022年通过“蛇吞象”式分步收购国内碱...,侯河清，洪一，吴征洋,推荐（首次）,27,2025-08-13,天**涯,1,2025-08-13 09:07:07,,
投研资讯,辉立证券-珀莱雅-603605-營收首破百億，估值仍具吸引力-250813,"公司簡介
　　珀萊雅作為國貨美妝的龍頭企業，主要從事化妝品類產品的研發、生產和銷售，公司產品覆蓋護膚、彩妝、洗護等領域，公司旗下擁有珀萊雅、悅芙媞、彩棠、Off&Relax、C...",李曉然,买入,6,2025-08-13,智**群,1,2025-08-13 09:07:07,,
投研资讯,长城证券-中触媒-688267-产品销量增长推动整体业绩提升，看好募投项目逐步投产-250813,事件：2025年8月6日，中触媒发布2025年半年报。公司2025年上半年收入为4.61亿元，同比上升16.46%；归母净利润为1.27亿元，同比上升31.52%；扣非归母净利...,肖亚平，林森,买入,4,2025-08-13,mei****52,1,2025-08-13 09:07:07,,
投研资讯,中邮证券-上海合晶-688584-高端产能持续扩产-250813,"投资要点
　　需求回暖&国产替代，高壁垒特色8寸外延片国产化率有望继续提升。随着下游的需求回暖、公司的产能扩张和一体化能力的完善，以及12寸占比的提升，预计公司有望在2024年...",吴文吉，翟一梦,买入,5,2025-08-13,刘**千,1,2025-08-13 09:07:07,,
投研资讯,西南证券-城发环境-000885-固废产能高效释放，应收账款回款加快-250812,事件：城发环境发布2025年中期报告。公司主营业务收入32.2亿元，同比增长11.25%；其中环保业务收入24.54亿元，同比上升14.58%，环保业务收入占公司营业收入比例为...,胡光怿，杨蕊,买入,7,2025-08-13,xyy****21,1,2025-08-13 09:07:07,,
投研资讯,民生证券-长安汽车-000625-系列点评二十九：高管集体增持，彰显发展信心-250813,事件概述：公司发布高管增持公告，具体内容如下：自2025年8月12日起6个月内，中国长安和长安汽车高层共19人，以自有或自筹资金集体增持公司A股股份，每人不低于人民币30万元，...,崔琰，马天韵,推荐,3,2025-08-13,huan******013,1,2025-08-13 09:07:07,,
投研资讯,华安证券-甘李药业-603087-业绩符合预期，海外市场持续高增长-250813,"事件：
　　公司发布2025年中报，公司实现营业总收入20.67亿元，同比增长57.18%，实现归母净利润6.04亿元，同比增长101.96%，实现扣非归母净利润4.88亿元，...",谭国超，李婵,买入,5,2025-08-13,les****ei,1,2025-08-13 09:07:07,,
投研资讯,国投证券-奥比中光-688322-业绩持续高增，机器人赛道排头兵-250813,"事件概述
　　8月11日，公司披露2025年中报。2025H1，公司实现总营收4.35亿元，同比增长104.14%；归母净利润6019.01万元，同比增长212.77%（上年同...",赵阳,买入-A,5,2025-08-13,gan****un,1,2025-08-13 09:07:07,,
投研资讯,山西证券-志高机械-920101-中国工程机械制造商30强，凿岩设备和空气压缩机“小巨人”-250813,"投资要点：
　　志高机械是凿岩设备和空气压缩机领域的“小巨人”企业。公司位列中国工程机械制造商30强，专注于凿岩设备和空气压缩机的研发、生产、销售及服务，是国家第四批专精特新“...",盖斌赫,,27,2025-08-13,你走***律,1,2025-08-13 09:07:07,,
投研资讯,中邮证券-贵州茅台-600519-营收利润符合预期，经营韧性突显-250813,"投资要点
　　25H1收入利润符合预期，经营韧性突显。公司发布2025年中报,上半年实现营业收入/归母净利润/扣非净利润893.89/454.03/453.9亿元，同比+9.1...",蔡雪昱，张子健,买入,5,2025-08-13,1312******346,1,2025-08-13 09:07:07,,
投研资讯,华金证券-阿尔特-300825-乘汽车产业变革东风，“AI+出海”双轮驱动成长新周期-250812,"投资要点
　　公司是国内独立汽车设计龙头，也是具备较高稀缺性的从汽车产品定义到生产制造全链条覆盖的汽车设计企业；现将AI融入设计业务，重塑研发新范式。公司深耕整车开发设计服务2...",黄程保,买入（首次）,40,2025-08-13,qi***e,1,2025-08-13 09:07:07,,
投研资讯,中邮证券-晶丰明源-688368-高性能计算电源芯片高速增长-250813,"事件
　　公司发布2025年半年报，上半年公司实现营业收入7.31亿，同比下降0.44%；归母净利润近0.16亿元，同比上升151.67%。
　　投资要点
　　毛利率同比提升，...",万玮，吴文吉,买入,4,2025-08-13,qing******may,1,2025-08-13 09:07:07,,
