分类,研报标题,摘要,作者,评级,页数,日期,分享者,来源页,抓取时间,类型,分享时间
投研资讯,东吴证券-上纬新材-688585-环保树脂领军者，智元系入主谱写具身智能成长新篇章-250712,"投资要点
　　深耕环保树脂主业，风电与防腐构建成长底盘
　　公司成立于1992年，是国内领先的高性能树脂材料企业。1）产品完善：当前公司已形成以环保高性能耐腐蚀材料、风电叶片用...",周尔双，钱尧天,增持（首次）,24,2025-07-12,ss***8,1,2025-07-12 16:04:32,,
投研资讯,华金证券-江丰电子-300666-拟定增不超19.5亿，加码静电吸盘/超高纯金属溅射靶材-250712,"事件点评
　　2025年07月10日，公司发布《向特定对象发行股票预案》，拟定增募资不超过19.5亿元，用于年产5,100个集成电路设备用静电吸盘产业化项目、年产12,300个...",熊军，宋鹏,买入,5,2025-07-12,z32****46,1,2025-07-12 16:04:32,,
投研资讯,华安证券-科沃斯-603486-25Q2预告点评：收入提速，盈利改善趋势向好-250711,"公司发布25Q2业绩预告：
　　25Q2：收入约49亿元（同比+40.0%），归母净利润4.85~5.15亿元（同比+55.9%~+65.6%）；扣非归母净利润4.84~5.1...",邓欣,买入,4,2025-07-12,hua****36,1,2025-07-12 16:04:32,,
投研资讯,东吴证券-广电计量-002967-2025年半年报业绩预告点评：归母净利同比+20%，战略转型与政策拉动共振增长-250712,"事件：2025年7月10日，公司发布2025年半年度业绩预告。
　　业绩稳健增长，科技创新驱动持续发展
　　根据公司公告，2025年H1公司实现营业收入14.5~15.0亿元，...",周尔双，韦译捷,增持,3,2025-07-12,a**w,1,2025-07-12 16:04:32,,
投研资讯,财通证券-沪电股份-002463-产能瓶颈突破在即，巩固行业龙头地位-250712,"事件：公司发布业绩预告，预计2025上半年实现归母净利润16.5-17.5亿元，同比增长44.63%-53.40%。
　　业绩高增长，再创历史新高：2025年单二季度，公司实现...",张益敏，吴姣晨,增持,3,2025-07-12,yiwe******wen,1,2025-07-12 16:04:32,,
投研资讯,民生证券-爱旭股份-600732-2025年半年度业绩预告点评：Q2盈利转正，海外市场+新技术助力公司穿越周期-250712,"事件
　　2025年7月10日，公司发布2025年半年度业绩预告，根据公告，预计公司25年上半年实现归母净利润-1.7~-2.8亿元，扣非归母净利润为-4.1~-5.2亿元，由...",邓永康，林誉韬，朱碧野,推荐,3,2025-07-12,ligh******007,1,2025-07-12 16:04:32,,
投研资讯,光大证券-妙可蓝多-600882-2025年半年报预告点评：奶酪消费趋势向好，25H1归母净利实现高增-250712,事件：公司发布2025年半年报预告，经追溯口径预计25H1实现归母净利润1.2-1.45亿元，同比增长68.1-103.1%；预计实现扣非归母净利润0.9-1.15亿元，同比增...,陈彦彤，汪航宇，聂博雅,增持,3,2025-07-12,yc***1,1,2025-07-12 16:04:32,,
投研资讯,东海证券-长安汽车-000625-公司简评报告：新能源销量稳增，深蓝进军欧洲市场-250711,事件：长安汽车发布2025年6月产销快报，公司2025年6月批发销量为23.51万辆，同环比分别+4.48%/+4.81%；2025H1累计批发销量为135.53万辆，同比+1...,谢建斌,买入,3,2025-07-12,zig****gq,1,2025-07-12 16:04:32,,
投研资讯,光大证券-TCL科技-000100-跟踪报告之九：显示业务利润显著改善，新能源光伏业务仍承压-250712,事件：公司发布2025年半年度业绩预告，上半年公司整体实现营收826亿-906亿元，同比增长3%-13%；归母净利润18亿元-20亿元，同比增长81%-101%；扣非后归母净利...,刘凯，朱宇澍,买入,3,2025-07-12,丁***,1,2025-07-12 16:04:32,,
投研资讯,国金证券-蓝思科技-300433-精密制造平台化龙头，AI驱动引领成长-250711,"公司简介：
　　公司以玻璃盖板业务为基础，依托大客户进行产业链上下游延伸、产品线拓展，同时拓展汽车、智慧零售、机器人等下游领域，打造平台化一站式精密制造企业。2025Q1公司实...",樊志远，丁彦文,买入（首次）,31,2025-07-12,luo****dy,1,2025-07-12 16:04:32,,
投研资讯,财通证券-锐明技术-002970-上半年归母净利润大增，计划港股上市-250711,事件：7月10日晚，锐明技术发布业绩预告，预计2025年上半年归属于上市公司股东的净利润1.90亿元~2.20亿元，同比增长53.64%~77.90%；基本每股收益1.07元至...,杨烨，王妍丹,增持,3,2025-07-12,dw6****24,1,2025-07-12 16:04:32,,
投研资讯,财通证券-科沃斯-603486-收入业绩高增，被忽视的新消费公司-250711,"事件：公司预计2025年半年度实现归母净利润96,000-99,000万元，同比+57.64%~+62.57%。实现扣非归母净利润84,000-87,000万元，同比+50.7...",孙谦,买入,3,2025-07-11,我**饭,1,2025-07-12 16:04:32,,
投研资讯,东吴证券-杰瑞股份-002353-中标非洲天然气EPC订单，海外天然气成长逻辑逐步兑现-250711,"事件：2025年7月9日，杰瑞股份公告获阿尔及利亚61亿元天然气增压站项目授标函。
　　收获阿尔及利亚气田增压项目，项目金额约8.5亿美元
　　近日，杰瑞石油天然气工程有限公司...",周尔双,买入,3,2025-07-11,xzw****29,1,2025-07-12 16:04:32,,
