分类,研报标题,摘要,作者,评级,页数,日期,分享者,来源页,抓取时间,类型,分享时间
投研资讯,天风证券-高争民爆-002827-25H1归母同比+26%，或将充分受益于雅下水电站开工建设-250812,"225H1归母净利润同比增长26%，继续维持“增持”评级
　　公司发布2025年半年报，上半年公司实现营收7.71亿元，同比+6.55%，归母净利润0.69亿元，同比+25.7...",鲍荣富，蹇青青，王涛,增持,3,2025-08-12,tul****50,1,2025-08-12 11:04:55,,
投研资讯,中原证券-爱旭股份-600732-公司中报点评：海外高价值市场销售扩大，公司二季度业绩转正-250812,"事件：
　　公司发布2025年中报，上半年公司实现营业总收入84.46亿元，同比增加63.63%；归属于上市公司股东的净利润-2.38亿元，亏损幅度同比大幅收窄；经营活动产生的...",唐俊男,增持（首次）,5,2025-08-12,yiy****an,1,2025-08-12 11:04:55,,
投研资讯,东兴证券-中宠股份-002891-北美产能更进一步，自主品牌快速成长-250812,"事件：公司公布2025年半年报，25H1实现营收24.32亿元，同比增长24.32%，实现归母净利润2.03亿元，同比增长42.56%。
　　境外业务量利齐升，北美产能布局更进...",程诗月,强烈推荐,5,2025-08-12,sky****tu,1,2025-08-12 11:04:55,,
投研资讯,东兴证券-华峰化学-002064-业绩短期承压，推进一体化布局-250812,"华峰化学发布2025年中报：公司上半年实现营业收入121.37亿元，YoY-11.70%，归母净利润9.83亿元，YoY-35.23%。
　　产品价格下滑致业绩短期承压。从收入...",刘宇卓,强烈推荐,4,2025-08-12,简单***常,1,2025-08-12 11:04:55,,
投研资讯,国信证券-燕京啤酒-000729-2025年上半年大单品U8延续高增速，盈利能力显著提升-250812,燕京啤酒公布2025年半年度业绩：1H25实现营业总收入85.6亿元，同比+6.4%；实现归母净利润11.0亿元，同比+45.4%；实现扣非归母净利润10.4亿元，同比+39....,张向伟，杨苑,优于大市,6,2025-08-12,yy***7,1,2025-08-12 11:04:55,,
投研资讯,长城证券-广电计量-002967-持续布局战略性新兴产业，打造新的增长极-250812,拟定增募资不超13亿元，旨在提升公司在高端制造和新兴科技领域的检测服务能力。公司拟向特定对象发行股票募集资金总额不超过13亿元人民币，发行对象不超过35名，为符合监管机构规定条...,孙培德,增持,4,2025-08-12,tian******ing,1,2025-08-12 11:04:55,,
投研资讯,财通证券-德赛西威-002920-半年度业绩超预期，智驾业务持续高增-250812,事件：德赛西威8月11日晚间发布半年度业绩报告称，2025年上半年营业收入约146.44亿元，同比增加25.25%；归属于上市公司股东的净利润约12.23亿元，同比增加45.8...,杨烨，王妍丹,增持,3,2025-08-12,sha****37,1,2025-08-12 11:04:55,,
投研资讯,开源证券-能之光-920056-北交所新股申购报告：高分子助剂小巨人，国产替代瞄向光伏汽车改性材料-250812,"高分子助剂及功能高分子材料国家级“小巨人”，净利3年60%CAGR
　　公司是从事高分子助剂及功能高分子材料的研发、生产和销售的高新技术企业，是国家级专精特新“小巨人”企业。公...",诸海滨,,20,2025-08-12,crys******007,1,2025-08-12 11:04:55,,
投研资讯,光大证券-锦波生物-832982-2025年半年报点评：销售费用大幅增长，影响Q2利润表现-250812,事件：公司发布2025年中报，营业收入为8.6亿元，同比增长42.4%，归母净利润为3.9亿元，同比增长26.7%。1Q/2Q2025公司营业收入为3.7/4.9亿元，同比增长...,姜浩，吴子,买入,4,2025-08-12,ps***7,1,2025-08-12 11:04:55,,
投研资讯,东吴证券-应流股份-603308-2025年中报点评：单Q2归母净利润同比+57%，“两机”业务在手订单饱满-250812,"单Q2归母净利润同比+57%，“两机”业务在手订单饱满
　　2025年上半年公司实现营业总收入13.8亿元，同比+9%，归母净利润1.9亿元，同比+24%，扣非归母净利润1.9...",周尔双，黄瑞,买入,3,2025-08-12,bjw****wa,1,2025-08-12 11:04:55,,
