分类,研报标题,摘要,作者,评级,页数,日期,分享者,来源页,抓取时间,类型,分享时间
投研资讯,东方证券-海南华铁-603300-RWA破局，踏上资产数字化新征程-250722,"核心观点
　　 RWA成为数字金融核心发展方向。伴随着香港《稳定币条例》的通过和特区政府《数字资产发展政策宣言2.0》（以下称“宣言”）的发布，香港打造国际数字资产之都的战略蓝...",浦俊懿，陈超，宋鑫宇,买入,5,2025-07-22,her****ow,1,2025-07-22 19:07:38,,
投研资讯,开源证券-长城汽车-601633-公司信息更新报告：Q2业绩创历史新高，新车周期强势开启增长可期-250722,"Q2业绩同环比高增，创历史最佳级业绩表现
　　公司发布2025年中期业绩快报，上半年实现营收923.67亿元，同比+1.0%；归母净利63.37亿元，同比-10.2%。单Q2实...",赵旭杨,买入,4,2025-07-22,wh***5,1,2025-07-22 19:07:38,,
投研资讯,国信证券-科达利-002850-二季度业绩稳步增长，机器人业务加速布局-250722,事件：公司发布业绩预告，2025年上半年公司实现归母净利润7.5-8.2亿元，同比+16%-27%，对应Q2实现归母净利润3.63-4.33亿元，同比+7%-28%，环比-6%...,王蔚祺，徐文辉,优于大市,5,2025-07-22,weic******008,1,2025-07-22 19:07:38,,
投研资讯,光大证券-视源股份-002841-跟踪报告之十三：收入持续增长，长期成长动力充足-250722,专注于液晶显示主控板卡业务。公司向全球客户提供液晶显示主控板卡相关核心部件及定制化解决方案，连续多年稳居全球液晶电视主控板卡市场领先地位。根据公司年报援引奥维云网的统计，全球液...,刘凯，林仕霄,买入,3,2025-07-22,qz***y,1,2025-07-22 19:07:38,,
投研资讯,开源证券-嘉必优-688089-公司信息更新报告：预计单季度利润再创新高，下半年依然乐观观-250722,"2025H1业绩预告超预期，2025Q2净利润高增
　　公司预计2025H1收入3.07亿元，同比增17.6%；扣非前后归母净利润1.07亿、0.93亿元，同比增57.6%、7...",张宇光，方勇,买入,4,2025-07-22,1370******613,1,2025-07-22 19:07:38,,
投研资讯,东方证券-妙可蓝多-600882-深度报告：原制奶酪或成为妙可蓝多新增长极-250721,"核心观点
　　原制奶酪有望实现国产替代、行业渗透率提升，妙可蓝多为核心受益者。市场可能尚未重视原制奶酪对妙可蓝多的潜在业绩贡献，主要因1、对国产替代逻辑存疑，不清楚背后核心驱动...",叶书怀，姚晔，燕斯娴,买入,16,2025-07-22,to***3,1,2025-07-22 19:07:38,,
投研资讯,东方证券-立高食品-300973-拓展暑期冰品市场，发力餐饮和商超渠道-250722,"核心观点
　　暑期冰淇淋新品上市，有望显著推动冰品业务增长。7月15日公司公众号公布推出麻薯冰淇淋、方形冰淇淋蛋糕、冰淇淋蛋糕三款新品，解决下游烘培店暑期冷清的痛点，打造夏季引...",谢宁铃,增持,5,2025-07-22,天**上,1,2025-07-22 19:07:38,,
投研资讯,东吴证券-瑞鹄模具-002997-2025年半年报点评：25H1营收&利润共振上行，装备业务贡献增量-250722,"投资要点
　　事件：公司发布2025年半年报，2025H1公司营收达16.62亿元，同比+48.30%，25H1公司归母净利润达2.27亿元，同比+40.33%。25H1公司经...",黄细里，郭雨蒙,买入,3,2025-07-22,我的***空,1,2025-07-22 19:07:38,,
投研资讯,国投证券-深桑达A-000032-中国电子云筑牢智算基石，赋能行业AI数智化落地-250722,"事件概述
　　1)近日，深桑达所属公司中国电子云与沐曦集成电路(上海)股份有限公司在上海签署战略合作协议，双方将在垂类大模型训练/推理中心、行业专属云等关键应用场景中共创共建，...",赵阳，杨楠,买入-A,5,2025-07-22,lah****ho,1,2025-07-22 19:07:38,,
投研资讯,东吴证券-中国汽研-601965-智能网联强检落地将至，看好汽车检测行业空间扩容与格局重塑-250722,技术服务为核，智能网联驱动营收增长。中国汽研是国内领先的汽车技术研究与服务平台，是国内六家全牌照汽车检测机构之一，市场份额领先。2024年，公司实现营业收入46.97亿元，同比...,黄细里,买入,30,2025-07-22,fan****ng,1,2025-07-22 19:07:38,,
