分类,研报标题,摘要,作者,评级,页数,日期,分享者,来源页,抓取时间,类型,分享时间
投研资讯,光大证券-美格智能-002881-跟踪报告之六：双轮驱动，成长空间广阔-250703,美格智能坚持无线通信模组+物联网解决方案双轮驱动的产品策略。公司以智能模组、高算力模组和智能座舱、FWA、IoT等为代表的垂直行业定制化解决方案打造差异化和具备创新力的核心竞争...,刘凯，林仕霄,增持,3,2025-07-03,扬***,1,2025-07-03 04:12:08,,
投研资讯,江海证券-无锡晶海-836547-三十年深耕氨基酸产业：研发驱动全球化进阶，产能释放打开成长空间-250703,"投资要点：
　　公司成立于1995年，2016年新三板挂牌，2023年北交所上市，是国家级专精特新“小巨人”企业。公司专注氨基酸研发、生产与销售，产品涵盖支链氨基酸等原料药品类...",吴春红,增持（首次）,33,2025-07-03,1**e,1,2025-07-03 04:12:08,,
投研资讯,国信证券-九号公司-689009-智能短交通及服务类机器人领军企业，多元新业务持续成长-250703,智能短交通及服务类机器人领军企业，具备创新及智能化基因。九号公司早期以平衡车及滑板车起步，依托小米销售渠道实现扩张，上市后发力自主品牌，布局产品线广泛，2024年电动平衡车及滑...,唐旭霞，唐英韬,优于大市,47,2025-07-03,choc******ndy,1,2025-07-03 04:12:08,,
投研资讯,中邮证券-华润三九-000999-内生夯实根基，外延铸造高质量发展动力引擎-250703,"面对2024Q1高基数，业绩承压
　　2025Q1公司实现营业收入68.54亿元（-6.04%），归母净利润12.7亿元（-6.87%），扣非净利润12.18亿元（-8.25%...",盛丽华，龙永茂,买入（首次）,5,2025-07-03,jian******gao,1,2025-07-03 04:12:08,,
投研资讯,环球富盛-美农生物-301156-深耕饲料添加剂和酶解蛋白饲料原料业务，重点突破海外市场-250703,公司产品体系丰富，广泛运用于猪、反刍、家禽、水产等动物养殖领域。美农生物成立于1997年，是一家专业从事饲料添加剂和酶解蛋白饲料原料研发、生产和销售的高新技术企业。公司拥有上海...,庄怀超,,3,2025-07-03,pow****zq,1,2025-07-03 04:12:08,,
投研资讯,太平洋证券-红塔证券-601236-2024年年报及2025年一季报点评：自营驱动盈利修复，财富与机构业务协同升级-250702,事件：红塔证券发布2024年年度报告及2025年第一季度报告。2024年，公司实现营业收入20.22亿元，同比+68.36%；归属于母公司股东的净利润为7.64亿元，同比+14...,夏芈卬,增持,4,2025-07-03,孙**盼,1,2025-07-03 04:12:08,,
投研资讯,国投证券-博士眼镜-300622-线下首发李未可最新产品，AI眼镜未来可期-250703,"博士眼镜线下首发李未可最新AI智能眼镜产品
　　2025年5月25日，李未可在合肥滨湖国际会展中心举办了2025年新品发布会，正式推出三款全新AI智能眼镜——LAWKCity、...",罗乾生，刘夏凡,买入~A（首次）,7,2025-07-03,382****95,1,2025-07-03 04:12:08,,
投研资讯,国投证券-英派斯-002899-联手李未可进军AI眼镜赛道，开辟第二成长曲线-250703,"携手李未可布局AI眼镜，开辟业务新增长点
　　2024年10月，英派斯发布公告，公司拟向杭州李未可科技有限公司投资1000万元，专项用于其Chat系列AI眼镜及S系列AR眼镜等...",罗乾生，刘夏凡,买入-A（首次）,7,2025-07-03,coo****wa,1,2025-07-03 04:12:08,,
投研资讯,中邮证券-青岛啤酒-600600-深耕国内国际市场，坚定落实多产品组合-250703,"投资要点
　　持续深耕国内国际市场，将销量增长作为首要目标任务，国内市场继续坚定一纵两横的市场战略。一是巩固提升沿黄战略带，建立全品类、全渠道、全面领先的优势，推动基地市场连片...",蔡雪昱，张子健,买入,5,2025-07-03,zhan******325,1,2025-07-03 04:12:08,,
投研资讯,中邮证券-中科海讯-300810-HX~A200国产化芯片完成研制测试，业绩有望迎来拐点-250703,"事件
　　2025年6月26日，中科海讯称HX-A200国产化核心处理芯片及搭载芯片的高性能数据计算平台已完成研制及测试，本年将获得批量订单。
　　点评
　　1、新款水声装备芯...",鲍学博，王煜童,买入,5,2025-07-03,ka1****ka,1,2025-07-03 04:12:08,,
