分类,研报标题,摘要,作者,评级,页数,日期,分享者,来源页,抓取时间,类型,分享时间
投研资讯,财信证券-顺络电子-002138-2025年半年报点评：业绩创半年度历史新高，新兴战略业务前景广阔-250801,公司收入及盈利情况创半年度历史新高。2025H1公司实现营业收入32.24亿元，同比增长19.80%；实现归母净利润4.86亿元，同比增长32.03%；实现扣非归母净利润4.6...,何晨,增持,4,2025-08-04,zha****98,1,2025-08-04 03:40:29,,
投研资讯,国信证券-金盘科技-688676-国常会审议通过《关于深入实施“人工智能+”行动的意见》，制造业企业数字化转型带来新发展机遇-250804,"事项：
　　事件：7月31日，国务院总理李强主持召开国务院常务会议，审议通过《关于深入实施“人工智能+”行动的意见》。会议指出，要深入实施“人工智能+”行动，大力推进人工智能规...",王蔚祺，王晓声,优于大市,6,2025-08-04,辉***,1,2025-08-04 03:40:29,,
投研资讯,光大证券-新安股份-600596-事件点评：硅基新材料产业链布局完善，加大全球化发展力度-250804,事件：近日，浙江新安瑀硅科技有限公司成立，注册资本1500万元，经营范围包含：合成材料销售；高品质合成橡胶销售；橡胶制品销售；产业用纺织制成品销售等。该公司由新安股份旗下浙江励...,赵乃迪，胡星月,买入,3,2025-08-04,fai****ft,1,2025-08-04 03:40:29,,
投研资讯,东吴证券-容百科技-688005-2025年中报点评：Q2盈利受新业务及减值影响，下半年有望恢复-250804,25Q2业绩基本符合预期。公司25H1营收62.5亿元，同-9.3%，归母净利润-0.7亿元，同-765.5%；其中25Q2营收32.8亿元，同环比+2.8%/+10.8%，归...,曾朵红，阮巧燕,买入,3,2025-08-04,sa***r,1,2025-08-04 03:40:29,,
投研资讯,长城证券-鼎通科技-688668-AI驱动通讯连接器持续放量，25H1营收利润实现大幅增长-250804,事件。7月30日，公司发布2025年中报。2025年上半年，公司实现营业收入7.85亿元，YoY+73.51%；实现归母净利润1.15亿元，YoY+134.06%。其中2025...,侯宾，姚久花,买入,4,2025-08-04,ql***8,1,2025-08-04 03:40:29,,
投研资讯,山西证券-海信家电-000921-各品类增速稳健，海外市场进展顺利-250804,"事件描述
　　公司2025H1实现营业收入493.4亿元，yoy+1.44%，归母净利润20.77亿元，yoy+3.01%。2025Q2实现营业收入245.02亿元，yoy-2...",陈玉卢,买入-A（首次）,5,2025-08-04,dao****qu,1,2025-08-04 03:40:29,,
投研资讯,中邮证券-苏试试验-300416-Q2业绩快速增长，集成电路板块表现亮眼-250804,"事件描述
　　公司发布2025年中报，2025H1实现营收9.91亿元，同增8.09%；实现归母净利润1.17亿元，同增14.18%；实现扣非归母净利润1.14亿元，同增20....",刘卓，陈基赟,买入,5,2025-08-04,ins****ty,1,2025-08-04 03:40:29,,
投研资讯,光大证券-中国神华-601088-重大事件点评：资产注入拉开帷幕，黑金航母踵事增华-250803,事件：2025年8月1日，公司发布《关于筹划发行股份及支付现金购买资产并募集配套资金暨关联交易事项的停牌公告》，初步考虑拟由公司发行股份及支付现金购买国家能源集团持有的煤炭、坑...,李晓渊，蒋山,增持,3,2025-08-04,lbj****29,1,2025-08-04 03:40:29,,
投研资讯,东方证券-永创智能-603901-动态跟踪：具身智能场景应用浪潮加速，公司机器人有望加速推进-250803,"核心观点
　　人形机器人场景应用正在加速，饮料/包装/分拣领域需求大，有望成为重要应用。2025年人形机器人正在越来越重视商业闭环、更聚焦结构化场景具身应用，较多企业正在搬运、...",杨震,买入,8,2025-08-04,hui****00,1,2025-08-04 03:40:29,,
投研资讯,中航证券-南网能源-003035-节能服务领军企业，立足南方辐射全国-250725,"背靠南网扎根华南，稳步推进节能主业
　　公司主营业务为节能服务，主要服务于工业与建筑节能两大领域，对节能改造项目采取投资持有模式。南方电网为其控股股东。公司以华南地区为市场重心...",王卓亚，曾帅,买入（首次）,22,2025-08-03,zhao******ong,1,2025-08-04 03:40:29,,
投研资讯,东吴证券-芯原股份-688521-2025年中报业绩预告点评：Q2业绩环比高增，AI ASIC自研趋势驱动订单加速落地-250803,Q2业绩进一步高增，盈利能力持续改善。据公司25Q2业绩预告，25Q2公司实现营收5.84亿元，qoq+49.9%，主要由知识产权授权使用费收入及量产业务收入增长所带动；实现...,陈海进,买入,3,2025-08-03,y**h,1,2025-08-04 03:40:29,,
投研资讯,天风证券-东方雨虹-002271-涨价有望带动盈利改善，全球化布局进一步深化-250803,"行业需求下行收入承压下滑，维持“买入”评级
　　公司发布25年中报，25H1实现营收135.69亿，同比-10.84%，归母、扣非净利润为5.64、5.07亿，同比-40.61...",鲍荣富，王涛，王雯,买入,3,2025-08-03,iho****ou,1,2025-08-04 03:40:29,,
投研资讯,民生证券-比亚迪-002594-系列点评三十一：巴西工厂投产，出海稳步推进-250803,事件概述：公司发布7月产销快报，7月新能源汽车批发销售34.4万辆，同比+0.6%，环比-10.0%；新能源乘用车批发销售34.1万辆，同比+0.1%，环比-9.7%。分品牌看...,崔琰，马天韵,推荐,4,2025-08-03,qsr****02,1,2025-08-04 03:40:29,,
投研资讯,太平洋证券-九号公司-689009-2025Q2收入利润均高增，两轮车业务规模实现翻倍-250803,事件：2025年8月1日，九号公司发布2025年半年报。2025H1公司实现营收117.42亿元（+76.14%），归母净利润12.41亿元（+108.45%），扣非归母净利润...,孟昕，赵梦菲,买入,5,2025-08-03,caon******111,1,2025-08-04 03:40:29,,
投研资讯,天风证券-奥瑞金-002701-二片罐积极出海，看好产能优化&盈利弹性释放-250803,"公司公告投资建设海外生产线项目
　　1.公司下属控股子公司杭州华瑞新控股有限公司拟在泰国设立下属全资子公司贝纳包装（泰国）有限公司，作为实施主体投资建设泰国二片罐生产线项目，项...",孙海洋,买入,4,2025-08-03,中蒙***会,1,2025-08-04 03:40:29,,
投研资讯,华福证券-宁德时代-300750-出货量高速增长，新品+换电+固态夯实护城河-250803,"业绩超预期，毛利率、净利率环比提升
　　25Q2实现收入942亿，同+8%，环+11%；实现归母净利润165亿，同+34%，环+18%；扣非154亿，同+42%，环+30%。2...",邓伟，游宝来,买入,3,2025-08-03,080****76,1,2025-08-04 03:40:29,,
投研资讯,中邮证券-广生堂-300436-乙肝创新药布局领先，临床治愈前景广阔-250803,"突破性治疗品种GST-HG141进入三期临床
　　公司乙肝治疗一类创新药奈瑞可韦GST-HG141为新型乙肝核心蛋白/核衣壳调节剂，属于全新机制的乙肝病毒一类新药，为全球首个进...",盛丽华，陈成,买入（首次）,5,2025-08-03,zss****68,1,2025-08-04 03:40:29,,
投研资讯,东方证券-海康威视-002415-现金流大幅改善，净利润加速增长-250803,严格控制应收账款，现金流大幅改善：二季度末的应收票据及账款同比下降4%至373亿元，二季度营收同比基本稳定在233亿元左右，体现了公司业务发展的高质量。各项业务中，仅中小企业事...,韩潇锐，蒯剑，薛宏伟,买入,6,2025-08-03,ray****ao,1,2025-08-04 03:40:29,,
投研资讯,国投证券-沪光股份-605333-业务横纵拓展，线束龙头高歌猛进-250803,"自主线束龙头，绑定优质客户进入成长快车道
　　公司深耕汽车线束三十六载，是汽车线束自主龙头，公司在1988年成立，起家工程机械配线束，2000年前后进军乘用车线束，后续客户从国...",徐慧雄，何冠男,买入-A（首次）,29,2025-08-03,tws****er,1,2025-08-04 03:40:29,,
投研资讯,民生证券-藏格矿业-000408-2025年半年报点评：巨龙腾飞，业绩超预期-250803,事件：公司发布2025年半年报。1）业绩：2025H1公司实现营收16.8亿元，同比-4.7%，归母净利18.0亿元，同比+38.8%，扣非归母净利18.1亿元，同比+41.6...,邱祖学,推荐,3,2025-08-03,hap****ly,1,2025-08-04 03:40:29,,
投研资讯,华西证券-九号公司-689009-电动两轮车高增，Q2业绩持续超预期-250803,"事件概述
　　公司发布2025年半年度报告。
　　两轮车&滑板车表现亮眼，Q2营收端持续高速增长
　　2025H1公司实现收入117.42亿元，同比+76.13%，其中Q2为6...",黄瑞连,增持,5,2025-08-03,aal****c6,2,2025-08-04 03:40:31,,
投研资讯,开源证券-九号公司-689009-公司信息更新报告：2025Q2业绩超预期，两轮车APP利润弹性可期&割草机器人新品已有储备-250802,"2025Q2业绩超预期，继续看好长期收入增长及盈利提升，维持“买入”评级
　　2025Q2公司实现营收66.3亿元（同比+61.5%，下同），归母净利润7.9亿元（+71%），...",吕明，林文隆,买入,4,2025-08-03,sur****89,2,2025-08-04 03:40:31,,
投研资讯,开源证券-志高机械-920101-北交所新股申购报告：空气动力与凿岩工程“小巨人”，创新发力替代进口-250802,"空气动力与凿岩工程“小巨人”，深耕为螺杆机和钻机
　　公司为2022年国家工信部认定的第四批国家级专精特新“小巨人”企业、国家高新技术企业。公司主要产品为螺杆机和钻机。经过多年...",诸海滨,,20,2025-08-03,lxs****16,2,2025-08-04 03:40:31,,
投研资讯,光大证券-云南白药-000538-更新点评：降本增效成效显著，加速推进核药研发-250803,事件：2025年7月16日，由云南白药集团全资子公司云核医药（天津）有限公司（以下简称“云核医药”）研发的1.1类创新核药INR102注射液顺利完成I/IIa期临床试验首例受试...,王明瑞，黄素青,增持,3,2025-08-03,刘**宇,2,2025-08-04 03:40:31,,
投研资讯,财通证券-益生股份-002458-苗价低迷业绩暂承压，种源供应竞争力稳固-250803,事件：公司1H2025营收-3.98%，归母净利润-96.64%。公司1H2025实现营业收入13.21亿元（同比-3.98%），归母净利润0.06亿元（同比96.64%）；2...,肖珮菁,增持,3,2025-08-03,jac****fd,2,2025-08-04 03:40:31,,
投研资讯,民生证券-长城汽车-601633-系列点评二十六：7月，魏牌延续增势，海外销量持续走强-250803,事件:公司2025年8月1日发布2025年7月产销快报：批发销量10.4万辆，同比+14.3%，环比-5.7%；1-7月累计批发67.4万辆，同比+3.6%。其中，1）哈弗5....,崔琰，乔木,推荐,4,2025-08-03,dzj****51,2,2025-08-04 03:40:31,,
投研资讯,民生证券-长城汽车-601633-系列点评二十六：7月，魏牌增势延续，海外销量持续走强-250803,事件:公司2025年8月1日发布2025年7月产销快报：批发销量10.4万辆，同比+14.3%，环比-5.7%；1-7月累计批发67.4万辆，同比+3.6%。其中，1）哈弗5....,崔琰，乔木,推荐,4,2025-08-03,财**冯,2,2025-08-04 03:40:31,,
投研资讯,华安证券-九号公司-689009-2025Q2财报点评：两轮滑板共促增长超预期-250802,"主要观点：
　　公司发布2025Q1年业绩：
　　25Q1：收入66.3亿（同比+61.5%），归母净利润7.86亿（同比+70.8%），剔除股权支付费用后归母8.88亿元（同...",邓欣，成浅之,买入,4,2025-08-03,wus****10,2,2025-08-04 03:40:31,,
投研资讯,国金证券-华润三九-000999-与博瑞医药强强联合，有望合力打造重磅产品-250802,"事件
　　2025年8月1日，华润三九与博瑞医药在苏州举行BGM0504注射液项目合作签约仪式，正式宣布达成合作研发协议。
　　点评
　　布局减重、降糖等大赛道，BGM0504...",甘坛焕，王奔奔,买入,4,2025-08-03,tea****sp,2,2025-08-04 03:40:31,,
投研资讯,太平洋证券-四川成渝-601107-2025Q1点评：成本控费已见效，成雅扩容已中标-250802,"■事件
　　近期，四川成渝披露2024年报。本报告期内，实现营业总收入103.62亿，同比减-11.07%；归母净利14.59亿，同比增+22.91%；扣非归母净利13.9亿，...",程志峰,增持（首次）,4,2025-08-03,ss8****90,2,2025-08-04 03:40:31,,
投研资讯,财通证券-萤石网络-688475-智能入户与云平台双引擎发力，全球化布局加速-250802,"事件：公司发布2025半年报，实现营收28.27亿元，同比+9.45%，归母净利润3.02亿元，同比+7.38%。
　　业绩稳中有进，Q2盈利增强：2025年上半年，公司持续推...",张益敏，杨烨，吴姣晨,增持,3,2025-08-03,1536******168,2,2025-08-04 03:40:31,,
投研资讯,东吴证券-明阳科技-837663-国内汽车座椅核心零部件供应商，智能化浪潮与产品结构优化增长可期-250802,"投资要点
　　深耕汽车座椅零部件二十余年，专注核心功能部件个性化定制。明阳科技成立于2000年，主要从事汽车座椅调节系统核心零部件的研发、生产和销售。公司拥有自润滑轴承（DU）...",朱洁羽，黄细里，易申申,买入,24,2025-08-02,zzh****an,2,2025-08-04 03:40:31,,
投研资讯,华福证券-苏试试验-300416-经营稳步向好，IC验证分析服务板块快速增长-250802,"投资要点：
　　事件：公司发布2025年半年报，2025年上半年公司实现营业收入9.91亿元，同比增长8.1%；实现归母净利润1.17亿元，同比增长14.2%。
　　经营稳步向...",俞能飞，卢大炜,买入,3,2025-08-02,aege******hai,2,2025-08-04 03:40:31,,
