分类,研报标题,摘要,作者,评级,页数,日期,分享者,来源页,抓取时间,类型,分享时间
投研资讯,民生证券-长城汽车-601633-系列点评二十六：7月，魏牌增势延续，海外销量持续走强-250803,事件:公司2025年8月1日发布2025年7月产销快报：批发销量10.4万辆，同比+14.3%，环比-5.7%；1-7月累计批发67.4万辆，同比+3.6%。其中，1）哈弗5....,崔琰，乔木,推荐,4,2025-08-03,财**冯,1,2025-08-03 08:06:54,,
投研资讯,华安证券-九号公司-689009-2025Q2财报点评：两轮滑板共促增长超预期-250802,"主要观点：
　　公司发布2025Q1年业绩：
　　25Q1：收入66.3亿（同比+61.5%），归母净利润7.86亿（同比+70.8%），剔除股权支付费用后归母8.88亿元（同...",邓欣，成浅之,买入,4,2025-08-03,wus****10,1,2025-08-03 08:06:54,,
投研资讯,国金证券-华润三九-000999-与博瑞医药强强联合，有望合力打造重磅产品-250802,"事件
　　2025年8月1日，华润三九与博瑞医药在苏州举行BGM0504注射液项目合作签约仪式，正式宣布达成合作研发协议。
　　点评
　　布局减重、降糖等大赛道，BGM0504...",甘坛焕，王奔奔,买入,4,2025-08-03,tea****sp,1,2025-08-03 08:06:54,,
投研资讯,太平洋证券-四川成渝-601107-2025Q1点评：成本控费已见效，成雅扩容已中标-250802,"■事件
　　近期，四川成渝披露2024年报。本报告期内，实现营业总收入103.62亿，同比减-11.07%；归母净利14.59亿，同比增+22.91%；扣非归母净利13.9亿，...",程志峰,增持（首次）,4,2025-08-03,ss8****90,1,2025-08-03 08:06:54,,
投研资讯,财通证券-萤石网络-688475-智能入户与云平台双引擎发力，全球化布局加速-250802,"事件：公司发布2025半年报，实现营收28.27亿元，同比+9.45%，归母净利润3.02亿元，同比+7.38%。
　　业绩稳中有进，Q2盈利增强：2025年上半年，公司持续推...",张益敏，杨烨，吴姣晨,增持,3,2025-08-03,1536******168,1,2025-08-03 08:06:54,,
投研资讯,东吴证券-明阳科技-837663-国内汽车座椅核心零部件供应商，智能化浪潮与产品结构优化增长可期-250802,"投资要点
　　深耕汽车座椅零部件二十余年，专注核心功能部件个性化定制。明阳科技成立于2000年，主要从事汽车座椅调节系统核心零部件的研发、生产和销售。公司拥有自润滑轴承（DU）...",朱洁羽，黄细里，易申申,买入,24,2025-08-02,zzh****an,1,2025-08-03 08:06:54,,
投研资讯,华福证券-苏试试验-300416-经营稳步向好，IC验证分析服务板块快速增长-250802,"投资要点：
　　事件：公司发布2025年半年报，2025年上半年公司实现营业收入9.91亿元，同比增长8.1%；实现归母净利润1.17亿元，同比增长14.2%。
　　经营稳步向...",俞能飞，卢大炜,买入,3,2025-08-02,aege******hai,1,2025-08-03 08:06:54,,
投研资讯,国金证券-顺络电子-002138-25H1创同期新高，新兴领域布局显著放量-250802,"业绩简评
　　7月30日，公司发布2025半年报，25H1公司实现营收32.24亿元，同比增加19.80%，实现归母净利润4.86亿元，同比增加32.03%，扣非归母净利润4....",樊志远，丁彦文,买入,4,2025-08-02,木**雨,1,2025-08-03 08:06:54,,
投研资讯,华鑫证券-美联新材-300586-公司动态研究报告：EX电子材料全国唯一供应商，迎接AI浪潮打造新增长曲线-250731,"投资要点
　　▌化工材料价格下行短期承压，多业务优势发掘打造新增长曲线
　　2025年一季度公司实现营业收入4.48亿元，同比增长6.54%，实现归母净利润0.09亿元，同比下...",吕卓阳,买入（首次）,5,2025-08-02,jo***3,1,2025-08-03 08:06:54,,
投研资讯,太平洋证券-恩华药业-002262-CNS核心产品稳健增长，加大研发推进新药管线-250801,事件：公司近期发布2025年半年度报告：2025年上半年，公司实现营业收入30.10亿元，同比增长8.93%；归母净利润为7.00亿元，同比增长11.38%。基本每股收益0.6...,谭紫媚，张懿,买入,5,2025-08-02,lev****xm,1,2025-08-03 08:06:54,,
