分类,研报标题,摘要,作者,评级,页数,日期,分享者,来源页,抓取时间,类型,分享时间
投研资讯,东吴证券-健盛集团-603558-2025年中报点评：Q2净利降幅环比收窄，下半年棉袜业务有望改善-250814,公司公布2025年中报：25H1营收11.71亿元/yoy+0.19%，归母净利润1.42亿元/yoy-14.46%。分季度看，25Q1/Q2营收分别为5.60/6.11亿元，...,汤军，赵艺原,增持（首次）,3,2025-08-14,让我***前,1,2025-08-14 06:06:57,,
投研资讯,太平洋证券-贵州茅台-600519-业绩符合预期，茅台酒表现稳健-250813,事件：2025H1公司实现营业总收入910.94亿元，同比增长9.16%；实现归母净利润454.03亿元，同比增长8.89%，扣非归母净利润453.90亿元，同比+8.93%。...,郭梦婕，林叙希,增持（下调）,5,2025-08-14,魔**薰,1,2025-08-14 06:06:57,,
投研资讯,东吴证券-建邦科技-837242-2025中报点评： 拓展营销渠道与丰富品类并举，Q2扣非归母净利润环比+65%-250814,"投资要点
　　拓展销售渠道与丰富品类并举，25Q2扣非归母净利润环比+65%。公司发布2025中期报告，2025H1实现营收3.75亿元，同比+20.77%；归母净利润0.49...",朱洁羽，易申申，余慧勇,增持,3,2025-08-14,lic****87,1,2025-08-14 06:06:57,,
投研资讯,光大证券-奥来德-688378-2025年半年度业绩预告点评：材料营收稳步增长，设备订单暂时性下滑，拟定增扩建PSPI产能-250814,事件：公司发布2025年半年度业绩预告。2025年上半年，公司预计实现营收2.7-2.9亿元，同比减少15.23%-21.07%；预计实现归母净利润2500-2900万元，同比...,赵乃迪，周家诺,买入,3,2025-08-14,hbh****34,1,2025-08-14 06:06:57,,
投研资讯,国金证券-翔楼新材-301160-冲压材料加工龙头，新柔轮工艺打开第二增长曲线-250813,"投资逻辑：
　　精密冲压主业产能扩产，销售结构改善。公司为精冲材料加工服务龙头公司，主营精密冲压材料，主要下游为汽车和工业领域。受产能饱和且主业增长空间受限影响，公司通过安徽工...",陈传红，冉婷,买入（首次）,21,2025-08-14,1381******853,1,2025-08-14 06:06:57,,
投研资讯,太平洋证券-航亚科技-688510-两机业务稳步增长，在研项目进展顺利-250813,事件：公司发布2025年半年度报告，2025年1-6月实现营业收入3.69亿元，较上年同期增长8.76%；归属于上市公司股东的净利润0.61亿元，较上年同期下降8.92%；基本...,马浩然,买入,5,2025-08-14,d55****46,1,2025-08-14 06:06:57,,
投研资讯,华安证券-卫星化学-002648-检修影响利润，经营层面稳健-250814,"事件描述
　　08/11日晚，卫星化学发布2025年半年报，实现营业总收入234.60亿元，同比+20.93%；实现归母净利润27.44亿元，同比增长33.44%；实现扣非净利...",王强峰，潘宁馨,买入,4,2025-08-14,晓***,1,2025-08-14 06:06:57,,
投研资讯,华安证券-鹏鼎控股-002938-紧抓AI发展浪潮，实现AI云~管~端全链条布局-250813,"事件
　　2025年8月13日，鹏鼎控股公告2025年半年度报告，公司2025年上半年实现营业收入163.75亿元，同比增长24.75%，归母净利润12.33亿元，同比增长57...",陈耀波，刘志来,增持,4,2025-08-14,何**兮,1,2025-08-14 06:06:57,,
投研资讯,东海证券-安杰思-688581-公司简评报告：H1收入端增长良好，Q2业绩环比改善显著-250813,公司H1收入端增长良好，Q2业绩环比改善显著。公司2025年H1实现营收3.02亿元（同比+14.56%）；归母净利润1.26亿元(同比+1.26%)；扣非净利润1.12亿元（...,杜永宏，赖菲虹,买入,4,2025-08-14,x**f,1,2025-08-14 06:06:57,,
投研资讯,天风证券-东睦股份-600114-业绩再创半年度新高，MIM业务保持超高速增长-250814,中报业绩：25H1实现营收29.3亿元，同比+24.5%；归母净利润2.61亿元，同比+37.6%；扣非归母净利润2.5亿元，同比+40.6%。其中Q2实现营收14.7亿元，同...,刘奕町，朱晔,买入,3,2025-08-14,zhu****ao,1,2025-08-14 06:06:57,,
投研资讯,天风证券-工业富联-601138-AI带动业绩强势增长，持续看好算力景气度+公司竞争优势-250814,"事件：公司发布2025年半年度报告，25H1公司实现销售收入3,607.60亿元，较24H2环比增加5.16%，yoy+35.58%；实现归母净利润121.13亿元，较24H2...",潘暕，包恒星,买入,3,2025-08-14,jww****ey,1,2025-08-14 06:06:57,,
投研资讯,海通国际-海康威视-002415-2025年中报点评：利润为核，创新业务驱动高质量发展-250807,"本报告导读：
　　2025上半年公司以利润为中心，聚焦收入高质量发展，随着AI大模型技术落地与智能物联生态扩展，创新业务作为增长引擎持续发力，看好公司长期发展空间。
　　投资要...",Lin Yang，Liang Song,优于大市,12,2025-08-14,詹***,1,2025-08-14 06:06:57,,
